date,dji_cr,dji_cr_2,dji_f_cr,dji_f_cr_2,dxy_cr,dxy_cr_2,ixic_f_cr,ixic_f_cr_2,ixic_cr,ixic_cr_2,spx_f_cr,spx_f_cr_2,sox_cr,sox_cr_2,spx_cr,spx_cr_2,bond_usa_10_cr,bond_usa_10_cr_2,bond_usa_2_cr,bond_usa_2_cr_2,bond_usa_3m_cr,bond_usa_3m_cr_2,vix_cr,vix_cr_2,wti_cr,wti_cr_2,spsy_cr,spsy_cr_2,spny_cr,spny_cr_2,spxhc_cr,spxhc_cr_2,splrcd_cr,splrcd_cr_2,splrci_cr,splrci_cr_2,splrcu_cr,splrcu_cr_2,splrcs_cr,splrcs_cr_2,splrct_cr,splrct_cr_2,splrcl_cr,splrcl_cr_2,splrcm_cr,splrcm_cr_2,ixbk_cr,ixbk_cr_2,ixfn_cr,ixfn_cr_2,ixid_cr,ixid_cr_2,ixis_cr,ixis_cr_2,ixk_cr,ixk_cr_2,ixtr_cr,ixtr_cr_2,ixut_cr,ixut_cr_2,nbi_cr,nbi_cr_2,bkx_cr,bkx_cr_2,bond_kor_10_cr,bond_kor_10_cr_2,bond_kor_2_cr,bond_kor_2_cr_2,kosdaq_cr,kosdaq_cr_2,kospi_cr,kospi_cr_2,krw_cr,krw_cr_2,,dji_cr,dji_cr_2,dji_f_cr,dji_f_cr_2,dxy_cr,dxy_cr_2,ixic_f_cr,ixic_f_cr_2,ixic_cr,ixic_cr_2,spx_f_cr,spx_f_cr_2,sox_cr,sox_cr_2,spx_cr,spx_cr_2,bond_usa_10_cr,bond_usa_10_cr_2,bond_usa_2_cr,bond_usa_2_cr_2,bond_usa_3m_cr,bond_usa_3m_cr_2,vix_cr,vix_cr_2,wti_cr,wti_cr_2,spsy_cr,spsy_cr_2,spny_cr,spny_cr_2,spxhc_cr,spxhc_cr_2,splrcd_cr,splrcd_cr_2,splrci_cr,splrci_cr_2,splrcu_cr,splrcu_cr_2,splrcs_cr,splrcs_cr_2,splrct_cr,splrct_cr_2,splrcl_cr,splrcl_cr_2,splrcm_cr,splrcm_cr_2,ixbk_cr,ixbk_cr_2,ixfn_cr,ixfn_cr_2,ixid_cr,ixid_cr_2,ixis_cr,ixis_cr_2,ixk_cr,ixk_cr_2,ixtr_cr,ixtr_cr_2,ixut_cr,ixut_cr_2,nbi_cr,nbi_cr_2,bkx_cr,bkx_cr_2,bond_kor_10_cr,bond_kor_10_cr_2,bond_kor_2_cr,bond_kor_2_cr_2,kosdaq_cr,kosdaq_cr_2,kospi_cr,kospi_cr_2,krw_cr,krw_cr_2,,dji_cr,dji_cr_2,dji_f_cr,dji_f_cr_2,dxy_cr,dxy_cr_2,ixic_f_cr,ixic_f_cr_2,ixic_cr,ixic_cr_2,spx_f_cr,spx_f_cr_2,sox_cr,sox_cr_2,spx_cr,spx_cr_2,bond_usa_10_cr,bond_usa_10_cr_2,bond_usa_2_cr,bond_usa_2_cr_2,bond_usa_3m_cr,bond_usa_3m_cr_2,vix_cr,vix_cr_2,wti_cr,wti_cr_2,spsy_cr,spsy_cr_2,spny_cr,spny_cr_2,spxhc_cr,spxhc_cr_2,splrcd_cr,splrcd_cr_2,splrci_cr,splrci_cr_2,splrcu_cr,splrcu_cr_2,splrcs_cr,splrcs_cr_2,splrct_cr,splrct_cr_2,splrcl_cr,splrcl_cr_2,splrcm_cr,splrcm_cr_2,ixbk_cr,ixbk_cr_2,ixfn_cr,ixfn_cr_2,ixid_cr,ixid_cr_2,ixis_cr,ixis_cr_2,ixk_cr,ixk_cr_2,ixtr_cr,ixtr_cr_2,ixut_cr,ixut_cr_2,nbi_cr,nbi_cr_2,bkx_cr,bkx_cr_2,bond_kor_10_cr,bond_kor_10_cr_2,bond_kor_2_cr,bond_kor_2_cr_2,kosdaq_cr,kosdaq_cr_2,kospi_cr,kospi_cr_2,krw_cr,krw_cr_2
2022-01-10,-0.01%,-0.481909225,-0.04%,-0.507012758,-0.63%,-0.478259018,-1.13%,-1.176545207,-0.96%,-1.087865449,-0.42%,-0.5274374,-2.88%,-2.15342386,-0.41%,-0.501214744,2.16%,3.823529412,-0.40%,4.881870781,-4.95%,5.494505495,-4.33%,-4.916367642,-0.70%,1.348751538,1.15%,2.711329063,1.45%,3.77521339,-0.45%,-1.65816898,-1.65%,-1.973620439,-0.03%,0.423656585,0.75%,-0.306451056,0.16%,-0.05197358,-1.01%,-1.487153541,-0.31%,0.038422591,-0.09%,-1.32234073,0.67%,4.464766968,-0.13%,-0.339677862,-0.99%,-1.35513096,0.37%,0.991318691,-0.94%,-1.08361505,-0.55%,-0.47445118,-1.58%,-0.923744233,-0.93%,-0.971204685,1.60%,4.900196615,-0.93%,3.494736842,0.96%,5.688789738,1.52%,-1.432224207,1.18%,0.031141883,-0.61%,-0.047571357,,-0.01%,-0.481909225,-0.04%,-0.507012758,-0.63%,-0.478259018,-1.13%,-1.176545207,-0.96%,-1.087865449,-0.42%,-0.5274374,-2.88%,-2.15342386,-0.41%,-0.501214744,2.16%,3.823529412,-0.40%,4.881870781,-4.95%,5.494505495,-4.33%,-4.916367642,-0.70%,1.348751538,1.15%,2.711329063,1.45%,3.77521339,-0.45%,-1.65816898,-1.65%,-1.973620439,-0.03%,0.423656585,0.75%,-0.306451056,0.16%,-0.05197358,-1.01%,-1.487153541,-0.31%,0.038422591,-0.09%,-1.32234073,0.67%,4.464766968,-0.13%,-0.339677862,-0.99%,-1.35513096,0.37%,0.991318691,-0.94%,-1.08361505,-0.55%,-0.47445118,-1.58%,-0.923744233,-0.93%,-0.971204685,1.60%,4.900196615,-0.93%,3.494736842,0.96%,5.688789738,1.52%,-1.432224207,1.18%,0.031141883,-0.61%,-0.047571357,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-11,-0.45%,-0.462511006,-0.43%,-0.473382609,0.28%,-0.348813973,0.17%,-0.958182626,0.05%,-0.915267897,-0.12%,-0.538666667,0.24%,-2.65154988,-0.14%,-0.548546119,-0.59%,-0.566572238,3.25%,3.252499713,2.80%,3.125,3.41%,-1.070887227,-0.85%,-1.547943294,-0.30%,0.844724958,-0.27%,1.178153682,1.04%,0.579808002,-0.60%,-2.236481544,-1.15%,-1.178676707,-0.64%,0.109802099,-0.73%,-0.574157334,0.10%,-0.908648334,0.02%,-0.291057667,-0.99%,-1.078944174,-0.55%,0.114687746,-0.96%,-1.085120998,-0.47%,-1.45090375,0.09%,0.457245291,0.36%,-0.587349696,-1.76%,-2.295461741,-0.18%,-1.759075817,1.05%,0.10774754,-0.22%,1.37493107,1.10%,1.098901099,0.63%,0.634920635,-1.49%,0.008162511,-0.95%,0.211945823,0.03%,-0.573467779,,-0.45%,-0.462511006,-0.43%,-0.473382609,0.28%,-0.348813973,0.17%,-0.958182626,0.05%,-0.915267897,-0.12%,-0.538666667,0.24%,-2.65154988,-0.14%,-0.548546119,-0.59%,-0.566572238,3.25%,3.252499713,2.80%,3.125,3.41%,-1.070887227,-0.85%,-1.547943294,-0.30%,0.844724958,-0.27%,1.178153682,1.04%,0.579808002,-0.60%,-2.236481544,-1.15%,-1.178676707,-0.64%,0.109802099,-0.73%,-0.574157334,0.10%,-0.908648334,0.02%,-0.291057667,-0.99%,-1.078944174,-0.55%,0.114687746,-0.96%,-1.085120998,-0.47%,-1.45090375,0.09%,0.457245291,0.36%,-0.587349696,-1.76%,-2.295461741,-0.18%,-1.759075817,1.05%,0.10774754,-0.22%,1.37493107,1.10%,1.098901099,0.63%,0.634920635,-1.49%,0.008162511,-0.95%,0.211945823,0.03%,-0.573467779,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-12,0.51%,0.056192222,0.49%,0.058160467,-0.38%,-0.101335244,1.43%,1.604518324,1.41%,1.456556344,0.92%,0.798029029,1.84%,2.084120191,0.92%,0.770789947,-0.50%,-1.076487252,-1.10%,2.11469946,28.28%,31.87954309,-5.10%,-1.865673652,3.82%,2.940430482,0.84%,0.534381791,3.41%,3.13529323,0.76%,1.807972301,1.03%,0.43338687,0.63%,-0.524004519,-0.92%,-1.553722918,-0.14%,-0.870430147,1.21%,1.314552408,1.02%,1.044948655,1.11%,0.108709732,0.35%,-0.205948616,1.60%,0.633306088,1.70%,1.224262407,0.59%,0.678532733,1.32%,1.682073551,0.45%,-1.316938739,1.68%,1.498873996,1.15%,2.214511476,0.89%,0.666336411,0.04%,1.13960114,-0.79%,-0.158730159,-1.07%,-2.536274661,0.02%,-0.930999488,-0.48%,-0.444210649,,0.51%,0.056192222,0.49%,0.058160467,-0.38%,-0.101335244,1.43%,1.604518324,1.41%,1.456556344,0.92%,0.798029029,1.84%,2.084120191,0.92%,0.770789947,-0.50%,-1.076487252,-1.10%,2.11469946,28.28%,31.87954309,-5.10%,-1.865673652,3.82%,2.940430482,0.84%,0.534381791,3.41%,3.13529323,0.76%,1.807972301,1.03%,0.43338687,0.63%,-0.524004519,-0.92%,-1.553722918,-0.14%,-0.870430147,1.21%,1.314552408,1.02%,1.044948655,1.11%,0.108709732,0.35%,-0.205948616,1.60%,0.633306088,1.70%,1.224262407,0.59%,0.678532733,1.32%,1.682073551,0.45%,-1.316938739,1.68%,1.498873996,1.15%,2.214511476,0.89%,0.666336411,0.04%,1.13960114,-0.79%,-0.158730159,-1.07%,-2.536274661,0.02%,-0.930999488,-0.48%,-0.444210649,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-13,0.11%,0.613962156,0.09%,0.578549177,-0.76%,-1.134489959,0.36%,1.789146591,0.23%,1.643327061,0.24%,1.158239048,0.66%,2.51800922,0.28%,1.200353725,0.31%,-0.170940171,3.87%,2.727070347,-3.94%,23.23232323,-4.29%,-9.17525162,1.75%,5.637218258,0.04%,0.877191571,0.19%,3.609106688,-0.26%,0.498173019,0.63%,1.675343916,0.30%,0.931050202,0.35%,-0.568114813,0.05%,-0.097288409,0.44%,1.651797679,0.36%,1.382703298,0.95%,2.075239345,0.20%,0.551676189,-0.29%,1.312087123,0.43%,2.140234031,-0.52%,0.071908331,0.48%,1.802779984,-0.06%,0.38820416,-0.32%,1.357070364,-1.52%,-0.381551184,0.50%,1.397589521,-2.29%,-2.254428341,-2.12%,-2.891692955,2.21%,1.116915089,1.54%,1.563525388,-0.54%,-1.015825849,,0.11%,0.613962156,0.09%,0.578549177,-0.76%,-1.134489959,0.36%,1.789146591,0.23%,1.643327061,0.24%,1.158239048,0.66%,2.51800922,0.28%,1.200353725,0.31%,-0.170940171,3.87%,2.727070347,-3.94%,23.23232323,-4.29%,-9.17525162,1.75%,5.637218258,0.04%,0.877191571,0.19%,3.609106688,-0.26%,0.498173019,0.63%,1.675343916,0.30%,0.931050202,0.35%,-0.568114813,0.05%,-0.097288409,0.44%,1.651797679,0.36%,1.382703298,0.95%,2.075239345,0.20%,0.551676189,-0.29%,1.312087123,0.43%,2.140234031,-0.52%,0.071908331,0.48%,1.802779984,-0.06%,0.38820416,-0.32%,1.357070364,-1.52%,-0.381551184,0.50%,1.397589521,-2.29%,-2.254428341,-2.12%,-2.891692955,2.21%,1.116915089,1.54%,1.563525388,-0.54%,-1.015825849,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-14,-0.49%,-0.381767524,-0.47%,-0.384743136,-0.13%,-0.888887293,-2.50%,-2.152422462,-2.51%,-2.287535977,-1.36%,-1.126461211,-2.29%,-1.641100223,-1.42%,-1.14681089,-2.92%,-2.577319588,-3.03%,0.720315138,0.00%,-3.937007874,15.27%,10.32047601,-0.63%,1.108103315,-0.41%,-0.368877238,-0.60%,-0.414731263,-1.63%,-1.888034235,-2.08%,-1.457016773,0.18%,0.479893268,0.45%,0.808994304,0.22%,0.269795183,-2.65%,-2.226890489,-1.40%,-1.045547911,-0.81%,0.138838731,0.38%,0.589887399,-1.60%,-1.882960703,-2.52%,-2.096968274,-0.13%,-0.645621014,-2.90%,-2.439108679,0.23%,0.171762906,-0.36%,-0.681728743,-2.26%,-3.743265366,0.19%,0.696058632,-1.28%,-3.541247485,-2.11%,-4.186539481,-0.82%,1.374341938,-0.35%,1.185708943,0.02%,-0.519998994,,-0.49%,-0.381767524,-0.47%,-0.384743136,-0.13%,-0.888887293,-2.50%,-2.152422462,-2.51%,-2.287535977,-1.36%,-1.126461211,-2.29%,-1.641100223,-1.42%,-1.14681089,-2.92%,-2.577319588,-3.03%,0.720315138,0.00%,-3.937007874,15.27%,10.32047601,-0.63%,1.108103315,-0.41%,-0.368877238,-0.60%,-0.414731263,-1.63%,-1.888034235,-2.08%,-1.457016773,0.18%,0.479893268,0.45%,0.808994304,0.22%,0.269795183,-2.65%,-2.226890489,-1.40%,-1.045547911,-0.81%,0.138838731,0.38%,0.589887399,-1.60%,-1.882960703,-2.52%,-2.096968274,-0.13%,-0.645621014,-2.90%,-2.439108679,0.23%,0.171762906,-0.36%,-0.681728743,-2.26%,-3.743265366,0.19%,0.696058632,-1.28%,-3.541247485,-2.11%,-4.186539481,-0.82%,1.374341938,-0.35%,1.185708943,0.02%,-0.519998994,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-18,-0.56%,-1.043010135,-0.54%,-1.006637168,0.41%,0.273971964,0.68%,-1.834804639,0.59%,-1.939900511,0.06%,-1.30400212,2.33%,-0.015376089,0.08%,-1.343531478,5.43%,2.340182648,8.27%,4.984288655,5.74%,5.737704918,-5.51%,8.910327015,2.07%,1.427880341,-1.01%,-1.412496307,2.44%,1.827593336,-0.17%,-1.797478542,-0.45%,-2.516697001,-0.57%,-0.3894601,-0.65%,-0.200832142,0.19%,0.409496915,0.89%,-1.787961535,0.53%,-0.871339547,-0.84%,-1.634549301,0.78%,1.17064452,-0.49%,-2.082670504,0.09%,-2.432740516,-0.25%,-0.37784287,1.13%,-1.808115797,-0.77%,-0.541226799,-0.42%,-0.778961826,0.92%,-1.356174709,-0.31%,-0.122211215,4.22%,4.220779221,5.11%,5.106382979,-1.39%,-2.578182109,-1.09%,-2.430378148,-0.01%,0.327119744,,-0.56%,-1.043010135,-0.54%,-1.006637168,0.41%,0.273971964,0.68%,-1.834804639,0.59%,-1.939900511,0.06%,-1.30400212,2.33%,-0.015376089,0.08%,-1.343531478,5.43%,2.340182648,8.27%,4.984288655,5.74%,5.737704918,-5.51%,8.910327015,2.07%,1.427880341,-1.01%,-1.412496307,2.44%,1.827593336,-0.17%,-1.797478542,-0.45%,-2.516697001,-0.57%,-0.3894601,-0.65%,-0.200832142,0.19%,0.409496915,0.89%,-1.787961535,0.53%,-0.871339547,-0.84%,-1.634549301,0.78%,1.17064452,-0.49%,-2.082670504,0.09%,-2.432740516,-0.25%,-0.37784287,1.13%,-1.808115797,-0.77%,-0.541226799,-0.42%,-0.778961826,0.92%,-1.356174709,-0.31%,-0.122211215,4.22%,4.220779221,5.11%,5.106382979,-1.39%,-2.578182109,-1.09%,-2.430378148,-0.01%,0.327119744,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-19,-1.51%,-2.06335538,-1.50%,-2.028397566,0.59%,1.000261706,-2.50%,-1.835025258,-2.60%,-2.02548144,-1.79%,-1.735812554,-4.44%,-2.219403115,-1.83%,-1.75315839,3.67%,4.57334077,4.30%,8.009082465,1.79%,10.07751938,18.76%,12.21074109,1.92%,4.030683692,-2.30%,-3.279739813,0.40%,2.858989519,-1.39%,-1.553924843,-1.92%,-2.359518243,-1.19%,-1.753805689,-1.20%,-1.844348156,-1.49%,-1.311695472,-2.49%,-1.621022262,-1.99%,-1.467697763,-1.32%,-2.14555023,-1.73%,-0.956883292,-1.40%,-1.886876786,-2.02%,-1.937076098,-1.86%,-2.108100425,-2.84%,-1.746078248,-2.14%,-2.901290259,-2.66%,-3.069136028,-3.85%,-2.9626075,-2.40%,-2.703978246,-0.58%,3.612012987,-0.30%,4.787234043,-1.46%,-2.825848711,-0.89%,-1.974042177,0.23%,0.220155117,,-1.51%,-2.06335538,-1.50%,-2.028397566,0.59%,1.000261706,-2.50%,-1.835025258,-2.60%,-2.02548144,-1.79%,-1.735812554,-4.44%,-2.219403115,-1.83%,-1.75315839,3.67%,4.57334077,4.30%,8.009082465,1.79%,10.07751938,18.76%,12.21074109,1.92%,4.030683692,-2.30%,-3.279739813,0.40%,2.858989519,-1.39%,-1.553924843,-1.92%,-2.359518243,-1.19%,-1.753805689,-1.20%,-1.844348156,-1.49%,-1.311695472,-2.49%,-1.621022262,-1.99%,-1.467697763,-1.32%,-2.14555023,-1.73%,-0.956883292,-1.40%,-1.886876786,-2.02%,-1.937076098,-1.86%,-2.108100425,-2.84%,-1.746078248,-2.14%,-2.901290259,-2.66%,-3.069136028,-3.85%,-2.9626075,-2.40%,-2.703978246,-0.58%,3.612012987,-0.30%,4.787234043,-1.46%,-2.825848711,-0.89%,-1.974042177,0.23%,0.220155117,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-20,-0.96%,-2.459247225,-0.99%,-2.475136887,-0.23%,0.356235092,-1.13%,-3.605148839,-1.15%,-3.716258393,-1.03%,-2.803587733,-3.09%,-7.394232135,-0.97%,-2.789924617,-1.14%,2.487562189,0.43%,4.743870839,21.13%,23.29749104,4.65%,24.28347951,1.79%,3.746121929,-1.65%,-3.910943243,-0.66%,-0.256109951,-0.44%,-1.82333491,-1.81%,-3.691057487,-1.10%,-2.276637665,0.46%,-0.748231225,0.68%,-0.820624474,-1.37%,-3.824176665,-0.19%,-2.178398253,-0.21%,-1.52905182,-2.24%,-3.925771021,-0.76%,-2.148043287,-1.18%,-3.1779365,-1.23%,-3.070955132,-1.18%,-3.989871104,-1.05%,-3.169370815,-0.77%,-3.408924306,-1.05%,-4.860017209,-3.13%,-5.45887046,-0.67%,-1.246105919,-4.11%,-4.402834008,-1.06%,-2.505480675,-0.77%,-1.654616337,-0.38%,-0.156303834,,-0.96%,-2.459247225,-0.99%,-2.475136887,-0.23%,0.356235092,-1.13%,-3.605148839,-1.15%,-3.716258393,-1.03%,-2.803587733,-3.09%,-7.394232135,-0.97%,-2.789924617,-1.14%,2.487562189,0.43%,4.743870839,21.13%,23.29749104,4.65%,24.28347951,1.79%,3.746121929,-1.65%,-3.910943243,-0.66%,-0.256109951,-0.44%,-1.82333491,-1.81%,-3.691057487,-1.10%,-2.276637665,0.46%,-0.748231225,0.68%,-0.820624474,-1.37%,-3.824176665,-0.19%,-2.178398253,-0.21%,-1.52905182,-2.24%,-3.925771021,-0.76%,-2.148043287,-1.18%,-3.1779365,-1.23%,-3.070955132,-1.18%,-3.989871104,-1.05%,-3.169370815,-0.77%,-3.408924306,-1.05%,-4.860017209,-3.13%,-5.45887046,-0.67%,-1.246105919,-4.11%,-4.402834008,-1.06%,-2.505480675,-0.77%,-1.654616337,-0.38%,-0.156303834,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-21,-0.89%,-1.846498161,-0.84%,-1.823647863,0.24%,0.002088214,-1.28%,-2.400368276,-1.30%,-2.432503497,-1.09%,-2.111019962,-3.25%,-6.237591109,-1.10%,-2.066920963,-2.31%,-3.413333333,-2.29%,-1.872909699,4.65%,26.76056338,7.30%,12.28608655,-0.07%,1.720708434,-0.63%,-2.268179007,-0.90%,-1.550702197,-0.58%,-1.02181162,-1.94%,-3.713176706,-1.24%,-2.325503407,0.14%,0.602428677,-0.72%,-0.045438353,-1.33%,-2.684794886,-1.14%,-1.325798009,-1.43%,-1.640351037,-2.37%,-4.554482733,-0.51%,-1.259805306,-1.29%,-2.455120896,-0.21%,-1.438626533,-1.41%,-2.573141673,-1.25%,-2.284777073,-0.98%,-1.735059612,-1.13%,-2.169573603,-1.65%,-4.73636742,0.83%,0.156678418,2.75%,-1.472081218,2.66%,1.563659738,0.72%,-0.054466756,0.36%,-0.022637903,,-0.89%,-1.846498161,-0.84%,-1.823647863,0.24%,0.002088214,-1.28%,-2.400368276,-1.30%,-2.432503497,-1.09%,-2.111019962,-3.25%,-6.237591109,-1.10%,-2.066920963,-2.31%,-3.413333333,-2.29%,-1.872909699,4.65%,26.76056338,7.30%,12.28608655,-0.07%,1.720708434,-0.63%,-2.268179007,-0.90%,-1.550702197,-0.58%,-1.02181162,-1.94%,-3.713176706,-1.24%,-2.325503407,0.14%,0.602428677,-0.72%,-0.045438353,-1.33%,-2.684794886,-1.14%,-1.325798009,-1.43%,-1.640351037,-2.37%,-4.554482733,-0.51%,-1.259805306,-1.29%,-2.455120896,-0.21%,-1.438626533,-1.41%,-2.573141673,-1.25%,-2.284777073,-0.98%,-1.735059612,-1.13%,-2.169573603,-1.65%,-4.73636742,0.83%,0.156678418,2.75%,-1.472081218,2.66%,1.563659738,0.72%,-0.054466756,0.36%,-0.022637903,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-24,-1.30%,-2.179008834,-1.33%,-2.156975079,-0.09%,0.142410039,-2.79%,-4.03764925,-2.72%,-3.984166627,-1.89%,-2.967342653,-1.72%,-4.911145461,-1.89%,-2.974567372,-2.24%,-4.530744337,-1.08%,-3.349191246,-5.56%,-1.162790698,12.74%,20.96436025,-2.03%,-2.092915954,-2.02%,-2.631173068,-1.95%,-2.834611108,-1.06%,-1.63888928,-3.10%,-4.98172561,-0.97%,-2.191356102,-0.18%,-0.03998248,0.02%,-0.708308386,-1.93%,-3.236288722,-3.88%,-4.977342225,-2.49%,-3.890192499,-2.33%,-4.648155474,-2.86%,-3.356844929,-3.98%,-5.219175566,-1.27%,-1.479356734,-2.15%,-3.530853573,-2.62%,-3.833822912,-1.93%,-2.88461646,-1.58%,-2.695731437,-3.23%,-4.832099566,-0.66%,0.157728707,0.36%,3.123345686,-1.65%,0.958341465,-0.99%,-0.281112,0.01%,0.368646529,,-1.30%,-2.179008834,-1.33%,-2.156975079,-0.09%,0.142410039,-2.79%,-4.03764925,-2.72%,-3.984166627,-1.89%,-2.967342653,-1.72%,-4.911145461,-1.89%,-2.974567372,-2.24%,-4.530744337,-1.08%,-3.349191246,-5.56%,-1.162790698,12.74%,20.96436025,-2.03%,-2.092915954,-2.02%,-2.631173068,-1.95%,-2.834611108,-1.06%,-1.63888928,-3.10%,-4.98172561,-0.97%,-2.191356102,-0.18%,-0.03998248,0.02%,-0.708308386,-1.93%,-3.236288722,-3.88%,-4.977342225,-2.49%,-3.890192499,-2.33%,-4.648155474,-2.86%,-3.356844929,-3.98%,-5.219175566,-1.27%,-1.479356734,-2.15%,-3.530853573,-2.62%,-3.833822912,-1.93%,-2.88461646,-1.58%,-2.695731437,-3.23%,-4.832099566,-0.66%,0.157728707,0.36%,3.123345686,-1.65%,0.958341465,-0.99%,-0.281112,0.01%,0.368646529,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-25,0.29%,-1.010763868,0.28%,-1.048648024,0.28%,0.183862633,0.52%,-2.290950745,0.63%,-2.111694475,0.31%,-1.58668082,1.31%,-0.423493779,0.28%,-1.619548802,0.20%,0.338983051,-5.36%,-4.410316992,-4.23%,0,3.64%,16.84251442,-2.15%,-4.131189763,0.24%,-1.784173401,0.55%,-1.414736468,-0.37%,-1.424984443,1.21%,-1.924083994,0.53%,-0.436352955,-1.03%,-1.209042232,-0.35%,-0.338429912,0.33%,-1.605918747,0.43%,-3.469669501,0.02%,-2.469248804,0.94%,-1.413978174,0.13%,-2.738618088,0.39%,-3.600151401,1.65%,0.354236369,0.61%,-1.555325427,1.39%,-1.258885168,1.43%,-0.522521589,0.84%,-0.749809672,0.97%,-2.29582459,-0.16%,-0.157356412,-0.93%,-0.930232558,-2.91%,-4.516531474,-1.49%,-2.46901272,0.26%,0.265845927,,0.29%,-1.010763868,0.28%,-1.048648024,0.28%,0.183862633,0.52%,-2.290950745,0.63%,-2.111694475,0.31%,-1.58668082,1.31%,-0.423493779,0.28%,-1.619548802,0.20%,0.338983051,-5.36%,-4.410316992,-4.23%,0,3.64%,16.84251442,-2.15%,-4.131189763,0.24%,-1.784173401,0.55%,-1.414736468,-0.37%,-1.424984443,1.21%,-1.924083994,0.53%,-0.436352955,-1.03%,-1.209042232,-0.35%,-0.338429912,0.33%,-1.605918747,0.43%,-3.469669501,0.02%,-2.469248804,0.94%,-1.413978174,0.13%,-2.738618088,0.39%,-3.600151401,1.65%,0.354236369,0.61%,-1.555325427,1.39%,-1.258885168,1.43%,-0.522521589,0.84%,-0.749809672,0.97%,-2.29582459,-0.16%,-0.157356412,-0.93%,-0.930232558,-2.91%,-4.516531474,-1.49%,-2.46901272,0.26%,0.265845927,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
