date,dji_cr,dji_cr_2,dji_f_cr,dji_f_cr_2,dxy_cr,dxy_cr_2,ixic_f_cr,ixic_f_cr_2,ixic_cr,ixic_cr_2,spx_f_cr,spx_f_cr_2,sox_cr,sox_cr_2,spx_cr,spx_cr_2,bond_usa_10_cr,bond_usa_10_cr_2,bond_usa_2_cr,bond_usa_2_cr_2,bond_usa_3m_cr,bond_usa_3m_cr_2,vix_cr,vix_cr_2,wti_cr,wti_cr_2,spsy_cr,spsy_cr_2,spny_cr,spny_cr_2,spxhc_cr,spxhc_cr_2,splrcd_cr,splrcd_cr_2,splrci_cr,splrci_cr_2,splrcu_cr,splrcu_cr_2,splrcs_cr,splrcs_cr_2,splrct_cr,splrct_cr_2,splrcl_cr,splrcl_cr_2,splrcm_cr,splrcm_cr_2,ixbk_cr,ixbk_cr_2,ixfn_cr,ixfn_cr_2,ixid_cr,ixid_cr_2,ixis_cr,ixis_cr_2,ixk_cr,ixk_cr_2,ixtr_cr,ixtr_cr_2,ixut_cr,ixut_cr_2,nbi_cr,nbi_cr_2,bkx_cr,bkx_cr_2,bond_kor_10_cr,bond_kor_10_cr_2,bond_kor_2_cr,bond_kor_2_cr_2,kosdaq_cr,kosdaq_cr_2,kospi_cr,kospi_cr_2,krw_cr,krw_cr_2,,dji_cr,dji_cr_2,dji_f_cr,dji_f_cr_2,dxy_cr,dxy_cr_2,ixic_f_cr,ixic_f_cr_2,ixic_cr,ixic_cr_2,spx_f_cr,spx_f_cr_2,sox_cr,sox_cr_2,spx_cr,spx_cr_2,bond_usa_10_cr,bond_usa_10_cr_2,bond_usa_2_cr,bond_usa_2_cr_2,bond_usa_3m_cr,bond_usa_3m_cr_2,vix_cr,vix_cr_2,wti_cr,wti_cr_2,spsy_cr,spsy_cr_2,spny_cr,spny_cr_2,spxhc_cr,spxhc_cr_2,splrcd_cr,splrcd_cr_2,splrci_cr,splrci_cr_2,splrcu_cr,splrcu_cr_2,splrcs_cr,splrcs_cr_2,splrct_cr,splrct_cr_2,splrcl_cr,splrcl_cr_2,splrcm_cr,splrcm_cr_2,ixbk_cr,ixbk_cr_2,ixfn_cr,ixfn_cr_2,ixid_cr,ixid_cr_2,ixis_cr,ixis_cr_2,ixk_cr,ixk_cr_2,ixtr_cr,ixtr_cr_2,ixut_cr,ixut_cr_2,nbi_cr,nbi_cr_2,bkx_cr,bkx_cr_2,bond_kor_10_cr,bond_kor_10_cr_2,bond_kor_2_cr,bond_kor_2_cr_2,kosdaq_cr,kosdaq_cr_2,kospi_cr,kospi_cr_2,krw_cr,krw_cr_2,,dji_cr,dji_cr_2,dji_f_cr,dji_f_cr_2,dxy_cr,dxy_cr_2,ixic_f_cr,ixic_f_cr_2,ixic_cr,ixic_cr_2,spx_f_cr,spx_f_cr_2,sox_cr,sox_cr_2,spx_cr,spx_cr_2,bond_usa_10_cr,bond_usa_10_cr_2,bond_usa_2_cr,bond_usa_2_cr_2,bond_usa_3m_cr,bond_usa_3m_cr_2,vix_cr,vix_cr_2,wti_cr,wti_cr_2,spsy_cr,spsy_cr_2,spny_cr,spny_cr_2,spxhc_cr,spxhc_cr_2,splrcd_cr,splrcd_cr_2,splrci_cr,splrci_cr_2,splrcu_cr,splrcu_cr_2,splrcs_cr,splrcs_cr_2,splrct_cr,splrct_cr_2,splrcl_cr,splrcl_cr_2,splrcm_cr,splrcm_cr_2,ixbk_cr,ixbk_cr_2,ixfn_cr,ixfn_cr_2,ixid_cr,ixid_cr_2,ixis_cr,ixis_cr_2,ixk_cr,ixk_cr_2,ixtr_cr,ixtr_cr_2,ixut_cr,ixut_cr_2,nbi_cr,nbi_cr_2,bkx_cr,bkx_cr_2,bond_kor_10_cr,bond_kor_10_cr_2,bond_kor_2_cr,bond_kor_2_cr_2,kosdaq_cr,kosdaq_cr_2,kospi_cr,kospi_cr_2,krw_cr,krw_cr_2
2022-08-17,0.71%,1.158023605,0.72%,1.186309983,-0.04%,0.832147033,-0.17%,0.592881737,-0.19%,0.424301119,0.22%,0.624854006,-1.03%,-0.72364252,0.19%,0.585259862,0.52%,-1.196340605,2.29%,0.340835815,2.82%,2.896253045,-1.30%,0.819251622,-3.22%,-6.037569529,0.69%,0.704803851,-0.34%,-2.313872646,-0.27%,0.2223368,1.09%,1.705710259,0.45%,0.681942177,0.27%,1.085894003,1.21%,2.272988046,-0.29%,0.337809756,-0.06%,0.417644864,0.58%,0.494202702,1.00%,1.5119394,0.02%,0.38890806,0.38%,1.083487601,0.20%,0.37497659,-0.43%,0.066810495,0.37%,0.171614264,-0.09%,0.441226419,-1.34%,0.296328192,0.80%,0.600733447,-3.54%,-3.539823009,-3.12%,-3.12002547,0.37%,0.311237847,0.22%,0.385928652,0.04%,0.747708079,,0.71%,1.158023605,0.72%,1.186309983,-0.04%,0.832147033,-0.17%,0.592881737,-0.19%,0.424301119,0.22%,0.624854006,-1.03%,-0.72364252,0.19%,0.585259862,0.52%,-1.196340605,2.29%,0.340835815,2.82%,2.896253045,-1.30%,0.819251622,-3.22%,-6.037569529,0.69%,0.704803851,-0.34%,-2.313872646,-0.27%,0.2223368,1.09%,1.705710259,0.45%,0.681942177,0.27%,1.085894003,1.21%,2.272988046,-0.29%,0.337809756,-0.06%,0.417644864,0.58%,0.494202702,1.00%,1.5119394,0.02%,0.38890806,0.38%,1.083487601,0.20%,0.37497659,-0.43%,0.066810495,0.37%,0.171614264,-0.09%,0.441226419,-1.34%,0.296328192,0.80%,0.600733447,-3.54%,-3.539823009,-3.12%,-3.12002547,0.37%,0.311237847,0.22%,0.385928652,0.04%,0.747708079,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-18,-0.50%,0.200159303,-0.45%,0.265698344,0.09%,0.049797905,-1.21%,-1.374143444,-1.25%,-1.446747158,-0.72%,-0.500203571,-2.48%,-3.483862901,-0.72%,-0.537566847,3.37%,3.902613677,0.52%,2.826644963,-0.75%,2.047913447,1.07%,-0.250632293,1.83%,-1.453979419,-0.53%,0.155847206,0.81%,0.46428017,-0.63%,-0.893348367,-1.12%,-0.043068177,-0.78%,-0.333658287,-0.15%,0.119965599,-0.23%,0.971205173,-0.70%,-0.988652178,-1.85%,-1.911982231,-1.40%,-0.820497221,-1.11%,-0.12608254,-1.05%,-1.033367433,-1.33%,-0.951896891,-0.29%,-0.091537666,-1.06%,-1.485455946,-1.74%,-1.378286943,-1.71%,-1.791624976,-2.13%,-3.441657545,-1.00%,-0.209367416,0.92%,-2.654867257,0.49%,-2.642470551,-0.88%,-0.506237383,-0.67%,-0.453727975,0.29%,0.332692366,,-0.50%,0.200159303,-0.45%,0.265698344,0.09%,0.049797905,-1.21%,-1.374143444,-1.25%,-1.446747158,-0.72%,-0.500203571,-2.48%,-3.483862901,-0.72%,-0.537566847,3.37%,3.902613677,0.52%,2.826644963,-0.75%,2.047913447,1.07%,-0.250632293,1.83%,-1.453979419,-0.53%,0.155847206,0.81%,0.46428017,-0.63%,-0.893348367,-1.12%,-0.043068177,-0.78%,-0.333658287,-0.15%,0.119965599,-0.23%,0.971205173,-0.70%,-0.988652178,-1.85%,-1.911982231,-1.40%,-0.820497221,-1.11%,-0.12608254,-1.05%,-1.033367433,-1.33%,-0.951896891,-0.29%,-0.091537666,-1.06%,-1.485455946,-1.74%,-1.378286943,-1.71%,-1.791624976,-2.13%,-3.441657545,-1.00%,-0.209367416,0.92%,-2.654867257,0.49%,-2.642470551,-0.88%,-0.506237383,-0.67%,-0.453727975,0.29%,0.332692366,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-19,0.06%,-0.44791697,0.05%,-0.40154757,0.87%,0.965334833,0.22%,-0.988413596,0.21%,-1.047200453,0.23%,-0.493296965,2.28%,-0.256097404,0.23%,-0.49846697,-0.56%,2.777777778,-2.35%,-1.83609768,1.06%,0.300638858,-1.71%,-0.660239028,2.71%,4.588005636,0.13%,-0.398720562,2.53%,3.355203559,-0.43%,-1.060503636,-0.04%,-1.15920523,0.33%,-0.453509196,0.34%,0.190917424,0.25%,0.019970323,0.49%,-0.215243539,-0.04%,-1.888731567,0.26%,-1.141620551,0.19%,-0.928507848,-0.01%,-1.066377445,0.09%,-1.23498175,0.59%,0.29641248,0.38%,-0.68518115,0.49%,-1.261859336,1.20%,-0.525702625,-1.20%,-3.303489056,-0.01%,-1.012553672,0.97%,1.898133502,0.92%,1.413079198,-0.16%,-1.039843877,-0.33%,-1.005319496,0.91%,1.20515011,,0.06%,-0.44791697,0.05%,-0.40154757,0.87%,0.965334833,0.22%,-0.988413596,0.21%,-1.047200453,0.23%,-0.493296965,2.28%,-0.256097404,0.23%,-0.49846697,-0.56%,2.777777778,-2.35%,-1.83609768,1.06%,0.300638858,-1.71%,-0.660239028,2.71%,4.588005636,0.13%,-0.398720562,2.53%,3.355203559,-0.43%,-1.060503636,-0.04%,-1.15920523,0.33%,-0.453509196,0.34%,0.190917424,0.25%,0.019970323,0.49%,-0.215243539,-0.04%,-1.888731567,0.26%,-1.141620551,0.19%,-0.928507848,-0.01%,-1.066377445,0.09%,-1.23498175,0.59%,0.29641248,0.38%,-0.68518115,0.49%,-1.261859336,1.20%,-0.525702625,-1.20%,-3.303489056,-0.01%,-1.012553672,0.97%,1.898133502,0.92%,1.413079198,-0.16%,-1.039843877,-0.33%,-1.005319496,0.91%,1.20515011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-22,-0.86%,-0.805119048,-0.81%,-0.756705827,0.64%,1.513813563,-1.88%,-1.665647639,-2.01%,-1.800109974,-1.28%,-1.058046414,-2.78%,-0.564961302,-1.29%,-1.06597037,3.12%,2.549965541,0.94%,-1.427745137,0.64%,1.703900038,5.32%,3.517591841,0.30%,3.018949057,-2.02%,-1.894229681,0.02%,2.551897458,0.27%,-0.160017328,-2.10%,-2.13741394,-1.27%,-0.94736582,-0.05%,0.29063471,-0.35%,-0.093809805,-1.83%,-1.345211649,-1.83%,-1.864494891,-1.81%,-1.553619997,-1.60%,-1.417875466,-2.31%,-2.320333682,-2.08%,-1.982751641,-1.51%,-0.933734894,-2.21%,-1.837973411,-2.07%,-1.590239247,-0.73%,0.461568399,-0.78%,-1.967094208,-1.95%,-1.958211273,2.83%,3.824451411,2.01%,2.943100065,-1.44%,-1.601363307,-0.61%,-0.944975683,0.66%,1.576569725,,-0.86%,-0.805119048,-0.81%,-0.756705827,0.64%,1.513813563,-1.88%,-1.665647639,-2.01%,-1.800109974,-1.28%,-1.058046414,-2.78%,-0.564961302,-1.29%,-1.06597037,3.12%,2.549965541,0.94%,-1.427745137,0.64%,1.703900038,5.32%,3.517591841,0.30%,3.018949057,-2.02%,-1.894229681,0.02%,2.551897458,0.27%,-0.160017328,-2.10%,-2.13741394,-1.27%,-0.94736582,-0.05%,0.29063471,-0.35%,-0.093809805,-1.83%,-1.345211649,-1.83%,-1.864494891,-1.81%,-1.553619997,-1.60%,-1.417875466,-2.31%,-2.320333682,-2.08%,-1.982751641,-1.51%,-0.933734894,-2.21%,-1.837973411,-2.07%,-1.590239247,-0.73%,0.461568399,-0.78%,-1.967094208,-1.95%,-1.958211273,2.83%,3.824451411,2.01%,2.943100065,-1.44%,-1.601363307,-0.61%,-0.944975683,0.66%,1.576569725,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23,-1.91%,-2.751341548,-1.93%,-2.722109414,0.82%,1.457898691,-2.70%,-4.536631357,-2.55%,-4.502539373,-2.13%,-3.388545433,-3.72%,-6.401586821,-2.14%,-3.402400706,1.24%,1.612903226,1.69%,2.411982705,1.11%,2.568875652,15.53%,21.67689104,-0.59%,-0.298338832,-2.19%,-4.16702578,-0.25%,-0.225374729,-1.38%,-1.111400731,-2.84%,-4.882939515,-1.95%,-3.189048571,-1.38%,-1.425337382,-1.11%,-1.448503606,-2.78%,-4.559102568,-2.67%,-4.443662983,-1.59%,-3.371626796,-2.34%,-3.904135124,-1.90%,-4.161514177,-2.44%,-4.460114149,-2.04%,-3.516497268,-2.85%,-4.997056203,-1.65%,-3.684163526,-2.20%,-2.915132282,-1.55%,-2.319756749,-2.28%,-4.18779597,1.45%,1.453664446,1.49%,1.493011436,-2.25%,-3.654698512,-1.21%,-1.816153902,0.59%,1.250339152,,-1.91%,-2.751341548,-1.93%,-2.722109414,0.82%,1.457898691,-2.70%,-4.536631357,-2.55%,-4.502539373,-2.13%,-3.388545433,-3.72%,-6.401586821,-2.14%,-3.402400706,1.24%,1.612903226,1.69%,2.411982705,1.11%,2.568875652,15.53%,21.67689104,-0.59%,-0.298338832,-2.19%,-4.16702578,-0.25%,-0.225374729,-1.38%,-1.111400731,-2.84%,-4.882939515,-1.95%,-3.189048571,-1.38%,-1.425337382,-1.11%,-1.448503606,-2.78%,-4.559102568,-2.67%,-4.443662983,-1.59%,-3.371626796,-2.34%,-3.904135124,-1.90%,-4.161514177,-2.44%,-4.460114149,-2.04%,-3.516497268,-2.85%,-4.997056203,-1.65%,-3.684163526,-2.20%,-2.915132282,-1.55%,-2.319756749,-2.28%,-4.18779597,1.45%,1.453664446,1.49%,1.493011436,-2.25%,-3.654698512,-1.21%,-1.816153902,0.59%,1.250339152,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-24,-0.47%,-2.364952761,-0.47%,-2.388298819,-0.39%,0.421840629,-0.10%,-2.803632664,0.00%,-2.549502715,-0.26%,-2.386860451,0.74%,-3.014553917,-0.22%,-2.359003708,1.10%,2.34348845,-0.43%,1.248045138,0.51%,1.625867068,1.30%,17.03883575,3.89%,3.272007635,-0.38%,-2.560042139,3.62%,3.363162632,-1.39%,-2.753110275,0.32%,-2.531027961,0.19%,-1.76183092,-0.63%,-1.995476705,-0.45%,-1.55369373,-0.25%,-3.027546947,-0.71%,-3.357886922,0.98%,-0.631260215,-0.57%,-2.890964267,-0.24%,-2.132273849,0.37%,-2.078146148,-0.73%,-2.753175042,-0.12%,-2.968081797,0.34%,-1.312121182,-0.75%,-2.936597385,0.04%,-1.515283955,-0.25%,-2.523407751,0.63%,2.089642641,1.56%,3.081321474,-1.56%,-3.776852579,-1.10%,-2.300721504,-0.32%,0.266544875,,-0.47%,-2.364952761,-0.47%,-2.388298819,-0.39%,0.421840629,-0.10%,-2.803632664,0.00%,-2.549502715,-0.26%,-2.386860451,0.74%,-3.014553917,-0.22%,-2.359003708,1.10%,2.34348845,-0.43%,1.248045138,0.51%,1.625867068,1.30%,17.03883575,3.89%,3.272007635,-0.38%,-2.560042139,3.62%,3.363162632,-1.39%,-2.753110275,0.32%,-2.531027961,0.19%,-1.76183092,-0.63%,-1.995476705,-0.45%,-1.55369373,-0.25%,-3.027546947,-0.71%,-3.357886922,0.98%,-0.631260215,-0.57%,-2.890964267,-0.24%,-2.132273849,0.37%,-2.078146148,-0.73%,-2.753175042,-0.12%,-2.968081797,0.34%,-1.312121182,-0.75%,-2.936597385,0.04%,-1.515283955,-0.25%,-2.523407751,0.63%,2.089642641,1.56%,3.081321474,-1.56%,-3.776852579,-1.10%,-2.300721504,-0.32%,0.266544875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-25,0.18%,-0.285446471,0.17%,-0.296466602,0.06%,-0.334925798,0.26%,0.154921668,0.41%,0.403502623,0.30%,0.036220948,0.07%,0.802210529,0.29%,0.067182376,1.71%,2.810846561,3.06%,2.614517053,0.40%,0.907441016,-5.35%,-4.117645267,1.23%,5.164574819,0.52%,0.1410018,1.20%,4.862984634,0.12%,-1.273956685,0.37%,0.694631367,0.33%,0.513367336,0.35%,-0.280941365,0.24%,-0.215208217,0.04%,-0.213705715,0.38%,-0.334028898,0.24%,1.223695656,-0.13%,-0.693206243,0.45%,0.213872898,0.61%,0.981027595,0.73%,-0.010612946,0.15%,0.033000491,0.39%,0.733845056,-0.02%,-0.770551595,1.37%,1.407116196,0.16%,-0.082120943,1.84%,2.47761194,1.54%,3.129890454,1.24%,-0.343018393,0.50%,-0.611169496,0.11%,-0.210654816,,0.18%,-0.285446471,0.17%,-0.296466602,0.06%,-0.334925798,0.26%,0.154921668,0.41%,0.403502623,0.30%,0.036220948,0.07%,0.802210529,0.29%,0.067182376,1.71%,2.810846561,3.06%,2.614517053,0.40%,0.907441016,-5.35%,-4.117645267,1.23%,5.164574819,0.52%,0.1410018,1.20%,4.862984634,0.12%,-1.273956685,0.37%,0.694631367,0.33%,0.513367336,0.35%,-0.280941365,0.24%,-0.215208217,0.04%,-0.213705715,0.38%,-0.334028898,0.24%,1.223695656,-0.13%,-0.693206243,0.45%,0.213872898,0.61%,0.981027595,0.73%,-0.010612946,0.15%,0.033000491,0.39%,0.733845056,-0.02%,-0.770551595,1.37%,1.407116196,0.16%,-0.082120943,1.84%,2.47761194,1.54%,3.129890454,1.24%,-0.343018393,0.50%,-0.611169496,0.11%,-0.210654816,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-26,0.98%,1.161337495,0.96%,1.130664721,-0.17%,-0.111467285,1.75%,2.012173846,1.67%,2.083543171,1.41%,1.706815156,3.66%,3.727250458,1.41%,1.704882615,-2.51%,-0.850507033,-0.84%,2.192743352,0.72%,1.119537739,-4.56%,-9.664039256,-2.50%,-1.301473489,1.52%,2.045231802,0.76%,1.969863367,1.10%,1.220808594,1.29%,1.669114741,1.52%,1.855650205,0.59%,0.946722471,0.46%,0.695632951,1.68%,1.716740826,2.06%,2.44953126,2.26%,2.512748535,1.47%,1.334314419,1.22%,1.674650543,1.30%,1.92466241,1.68%,2.418845567,2.12%,2.27401472,1.60%,1.997707272,1.21%,1.194647623,0.14%,1.513041949,1.72%,1.884373915,4.72%,6.644912489,7.31%,8.967642527,1.79%,3.0571102,1.22%,1.721316956,-0.47%,-0.362164624,,0.98%,1.161337495,0.96%,1.130664721,-0.17%,-0.111467285,1.75%,2.012173846,1.67%,2.083543171,1.41%,1.706815156,3.66%,3.727250458,1.41%,1.704882615,-2.51%,-0.850507033,-0.84%,2.192743352,0.72%,1.119537739,-4.56%,-9.664039256,-2.50%,-1.301473489,1.52%,2.045231802,0.76%,1.969863367,1.10%,1.220808594,1.29%,1.669114741,1.52%,1.855650205,0.59%,0.946722471,0.46%,0.695632951,1.68%,1.716740826,2.06%,2.44953126,2.26%,2.512748535,1.47%,1.334314419,1.22%,1.674650543,1.30%,1.92466241,1.68%,2.418845567,2.12%,2.27401472,1.60%,1.997707272,1.21%,1.194647623,0.14%,1.513041949,1.72%,1.884373915,4.72%,6.644912489,7.31%,8.967642527,1.79%,3.0571102,1.22%,1.721316956,-0.47%,-0.362164624,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-29,-3.03%,-2.080212575,-3.04%,-2.108744463,0.29%,0.12429305,-4.07%,-2.391770916,-3.94%,-2.331332556,-3.37%,-2.009534729,-5.81%,-2.363424204,-3.37%,-2.007114619,-0.06%,-2.541009971,0.24%,-0.599506289,1.36%,2.086330935,17.36%,12.00701055,0.58%,-1.928550788,-3.03%,-1.562930208,-1.07%,-0.316766446,-2.80%,-1.725843163,-3.88%,-2.636784798,-3.51%,-2.036895121,-1.54%,-0.958934538,-2.48%,-2.03879764,-4.28%,-2.675385457,-3.86%,-1.879980871,-3.14%,-0.944518107,-2.36%,-0.934409547,-2.60%,-1.419619541,-3.39%,-2.134212896,-2.24%,-0.595764114,-4.55%,-2.526890142,-3.73%,-2.186716194,-2.77%,-1.59064308,-3.35%,-3.210932444,-3.35%,-1.689496323,0.53%,5.272356539,0.31%,7.647951442,-0.61%,1.173815138,0.15%,1.372043506,0.56%,0.090258093,,-3.03%,-2.080212575,-3.04%,-2.108744463,0.29%,0.12429305,-4.07%,-2.391770916,-3.94%,-2.331332556,-3.37%,-2.009534729,-5.81%,-2.363424204,-3.37%,-2.007114619,-0.06%,-2.541009971,0.24%,-0.599506289,1.36%,2.086330935,17.36%,12.00701055,0.58%,-1.928550788,-3.03%,-1.562930208,-1.07%,-0.316766446,-2.80%,-1.725843163,-3.88%,-2.636784798,-3.51%,-2.036895121,-1.54%,-0.958934538,-2.48%,-2.03879764,-4.28%,-2.675385457,-3.86%,-1.879980871,-3.14%,-0.944518107,-2.36%,-0.934409547,-2.60%,-1.419619541,-3.39%,-2.134212896,-2.24%,-0.595764114,-4.55%,-2.526890142,-3.73%,-2.186716194,-2.77%,-1.59064308,-3.35%,-3.210932444,-3.35%,-1.689496323,0.53%,5.272356539,0.31%,7.647951442,-0.61%,1.173815138,0.15%,1.372043506,0.56%,0.090258093,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-30,-0.57%,-3.58283928,-0.58%,-3.600516936,0.04%,0.329237652,-1.01%,-5.041425965,-1.02%,-4.918002641,-0.70%,-4.040704594,-1.93%,-7.625874286,-0.67%,-4.012983673,1.40%,2.772277228,-0.18%,1.448675497,0.42%,1.691331924,2.54%,20.33975325,4.24%,4.853010869,-0.76%,-3.770935,1.54%,0.457406299,-0.71%,-3.482351214,-0.54%,-4.399614901,-0.44%,-3.932350819,0.25%,-1.302707493,-0.14%,-2.621875484,-1.28%,-5.501768733,-0.78%,-4.617752838,-0.69%,-3.801067555,-1.51%,-3.84089668,-0.76%,-3.343938664,-0.55%,-3.930293218,-0.94%,-3.153388911,-1.38%,-5.867534354,-1.04%,-4.725380254,-0.43%,-3.18277088,-0.65%,-3.973660376,-0.85%,-4.174891373,2.60%,2.595967965,4.20%,4.200733014,-2.81%,-3.403641532,-2.18%,-2.033299572,0.28%,0.846873314,,-0.57%,-3.58283928,-0.58%,-3.600516936,0.04%,0.329237652,-1.01%,-5.041425965,-1.02%,-4.918002641,-0.70%,-4.040704594,-1.93%,-7.625874286,-0.67%,-4.012983673,1.40%,2.772277228,-0.18%,1.448675497,0.42%,1.691331924,2.54%,20.33975325,4.24%,4.853010869,-0.76%,-3.770935,1.54%,0.457406299,-0.71%,-3.482351214,-0.54%,-4.399614901,-0.44%,-3.932350819,0.25%,-1.302707493,-0.14%,-2.621875484,-1.28%,-5.501768733,-0.78%,-4.617752838,-0.69%,-3.801067555,-1.51%,-3.84089668,-0.76%,-3.343938664,-0.55%,-3.930293218,-0.94%,-3.153388911,-1.38%,-5.867534354,-1.04%,-4.725380254,-0.43%,-3.18277088,-0.65%,-3.973660376,-0.85%,-4.174891373,2.60%,2.595967965,4.20%,4.200733014,-2.81%,-3.403641532,-2.18%,-2.033299572,0.28%,0.846873314,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-31,-0.96%,-1.525648612,-0.94%,-1.512568577,-0.04%,-0.001838053,-1.07%,-2.074006577,-1.12%,-2.129603765,-1.09%,-1.773617441,-1.31%,-3.209290193,-1.10%,-1.762099338,-0.06%,1.33507001,0.77%,0.593454545,2.01%,2.439194126,0.00%,2.543034554,-5.54%,-1.525895343,-0.42%,-1.180095172,-3.36%,-1.871687884,-0.66%,-1.360343025,-1.11%,-1.645790899,-1.48%,-1.909184011,-1.46%,-1.218743932,-0.99%,-1.131917796,-1.08%,-2.341561224,-0.79%,-1.569089245,-1.71%,-2.38381701,0.01%,-1.503685911,-0.69%,-1.442308588,-1.36%,-1.908547485,-0.71%,-1.643210058,-1.07%,-2.438681278,-1.47%,-2.485663701,-0.83%,-1.247262149,-0.95%,-1.591942828,-0.14%,-0.993961616,-0.54%,2.043634355,-0.70%,3.467719199,2.20%,-0.676676752,0.99%,-1.213209727,0.31%,0.593228549,,-0.96%,-1.525648612,-0.94%,-1.512568577,-0.04%,-0.001838053,-1.07%,-2.074006577,-1.12%,-2.129603765,-1.09%,-1.773617441,-1.31%,-3.209290193,-1.10%,-1.762099338,-0.06%,1.33507001,0.77%,0.593454545,2.01%,2.439194126,0.00%,2.543034554,-5.54%,-1.525895343,-0.42%,-1.180095172,-3.36%,-1.871687884,-0.66%,-1.360343025,-1.11%,-1.645790899,-1.48%,-1.909184011,-1.46%,-1.218743932,-0.99%,-1.131917796,-1.08%,-2.341561224,-0.79%,-1.569089245,-1.71%,-2.38381701,0.01%,-1.503685911,-0.69%,-1.442308588,-1.36%,-1.908547485,-0.71%,-1.643210058,-1.07%,-2.438681278,-1.47%,-2.485663701,-0.83%,-1.247262149,-0.95%,-1.591942828,-0.14%,-0.993961616,-0.54%,2.043634355,-0.70%,3.467719199,2.20%,-0.676676752,0.99%,-1.213209727,0.31%,0.593228549,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
