날짜,종가,오픈,고가,저가,거래량,변동 %
2022년 03월 25일,98.822,98.74,98.865,98.42,11.83K,0.02%
2022년 03월 24일,98.8,98.63,98.965,98.6,16.48K,0.19%
2022년 03월 23일,98.615,98.54,98.895,98.425,10.35K,0.09%
2022년 03월 22일,98.523,98.495,98.96,98.315,16.05K,0.02%
2022년 03월 21일,98.499,98.245,98.54,98.16,10.84K,0.28%
2022년 03월 18일,98.227,97.98,98.635,97.845,13.96K,0.26%
2022년 03월 17일,97.975,98.455,98.48,97.715,18.55K,-0.66%
2022년 03월 16일,98.621,98.91,99.1,98.295,23.70K,-0.45%
2022년 03월 15일,99.064,99.085,99.18,98.6,20.63K,0.19%
2022년 03월 14일,98.879,98.98,99.255,98.74,0.16K,-0.25%
2022년 03월 11일,99.13,98.47,99.155,98.26,13.65K,0.64%
2022년 03월 10일,98.504,98.1,98.605,97.71,29.24K,0.56%
2022년 03월 09일,97.953,99.015,99.085,97.85,42.71K,-1.14%
2022년 03월 08일,99.08,99.25,99.33,98.7,41.67K,-0.22%
2022년 03월 07일,99.295,98.635,99.425,98.625,52.82K,0.63%
2022년 03월 04일,98.671,98.065,98.945,97.84,29.68K,0.90%
2022년 03월 03일,97.791,97.48,97.965,97.44,21.77K,0.39%
2022년 03월 02일,97.414,97.405,97.85,97.295,29.37K,0.01%
2022년 03월 01일,97.406,96.81,97.575,96.625,28.47K,0.74%
2022년 02월 28일,96.694,97.23,97.4,96.61,30.60K,0.08%
2022년 02월 25일,96.619,97.04,97.225,96.51,33.08K,-0.51%
2022년 02월 24일,97.118,96.255,97.735,96.255,53.31K,0.97%
2022년 02월 23일,96.188,96.005,96.24,95.835,19.87K,0.18%
2022년 02월 22일,96.011,96.12,96.25,95.83,20.09K,-0.01%
2022년 02월 21일,96.02,96.12,96.145,95.65,22.84K,0.00%
2022년 02월 18일,96.022,95.835,96.175,95.725,18.09K,0.23%
2022년 02월 17일,95.803,95.805,96.115,95.68,34.05K,0.11%
2022년 02월 16일,95.697,95.98,96.055,95.665,17.17K,-0.31%
2022년 02월 15일,95.993,96.23,96.29,95.95,22.73K,-0.38%
2022년 02월 14일,96.356,96.01,96.43,95.91,32.84K,0.29%
2022년 02월 11일,96.073,95.85,96.135,95.63,33.61K,0.55%
2022년 02월 10일,95.548,95.595,96.01,95.16,43.97K,0.06%
2022년 02월 09일,95.494,95.63,95.665,95.375,17.66K,-0.15%
2022년 02월 08일,95.641,95.42,95.745,95.39,16.55K,0.26%
2022년 02월 07일,95.392,95.415,95.62,95.34,16.24K,-0.09%
2022년 02월 04일,95.48,95.305,95.695,95.145,26.52K,0.11%
2022년 02월 03일,95.379,96.06,96.25,95.23,38.80K,-0.58%
2022년 02월 02일,95.935,96.27,96.3,95.795,21.52K,-0.46%
2022년 02월 01일,96.375,96.695,96.715,96.215,20.90K,-0.17%
2022년 01월 31일,96.537,97.22,97.3,96.51,21.12K,-0.75%
2022년 01월 28일,97.266,97.22,97.44,97.05,22.33K,0.02%
2022년 01월 27일,97.242,96.53,97.3,96.53,24.20K,0.87%
2022년 01월 26일,96.4,95.95,96.535,95.9,23.31K,0.49%
2022년 01월 25일,95.928,95.915,96.26,95.895,16.02K,0.03%
2022년 01월 24일,95.901,95.675,96.13,95.625,20.38K,0.28%
2022년 01월 21일,95.636,95.795,95.835,95.485,13.74K,-0.09%
2022년 01월 20일,95.725,95.53,95.85,95.405,19.14K,0.24%
2022년 01월 19일,95.5,95.715,95.775,95.47,17.30K,-0.23%
2022년 01월 18일,95.723,95.15,95.81,95.105,24.08K,0.59%
2022년 01월 17일,95.161,95.155,95.335,95.03,9.31K,0.00%
2022년 01월 14일,95.161,94.83,95.255,94.61,19.21K,0.41%
2022년 01월 13일,94.775,94.975,95.01,94.635,20.14K,-0.13%
2022년 01월 12일,94.901,95.585,95.69,94.89,28.21K,-0.76%
2022년 01월 11일,95.625,95.905,96.075,95.575,14.22K,-0.38%
2022년 01월 10일,95.99,95.74,96.23,95.735,14.98K,0.28%
2022년 01월 07일,95.722,96.25,96.275,95.705,22.94K,-0.63%
2022년 01월 06일,96.326,96.21,96.4,96.035,14.33K,0.15%
2022년 01월 05일,96.182,96.33,96.335,95.885,18.72K,-0.10%
2022년 01월 04일,96.274,96.195,96.475,96.04,12.98K,0.07%
2022년 01월 03일,96.211,95.6,96.33,95.6,16.79K,0.65%
2021년 12월 31일,95.593,95.965,96.105,95.575,15.00K,-0.39%
2021년 12월 30일,95.964,95.875,96.225,95.865,12.40K,0.04%
2021년 12월 29일,95.926,96.135,96.395,95.735,16.54K,-0.29%
2021년 12월 28일,96.203,96.06,96.27,95.985,9.34K,0.12%
2021년 12월 27일,96.086,96.095,96.245,96.035,9.30K,0.11%
2021년 12월 23일,95.985,96.05,96.265,95.97,10.87K,-0.08%
2021년 12월 22일,96.059,96.47,96.585,96.01,12.71K,-0.45%
2021년 12월 21일,96.489,96.515,96.625,96.335,11.66K,-0.06%
2021년 12월 20일,96.545,96.62,96.67,96.33,13.68K,0.00%
2021년 12월 17일,96.548,95.98,96.655,95.845,13.48K,0.56%
2021년 12월 16일,96.015,96.375,96.405,95.81,20.68K,-0.48%
2021년 12월 15일,96.482,96.495,96.895,96.25,18.88K,-0.06%
2021년 12월 14일,96.538,96.365,96.555,96.07,13.31K,0.20%
2021년 12월 13일,96.345,96.065,96.43,96.065,0.78K,0.25%
2021년 12월 10일,96.1,96.235,96.425,95.985,8.92K,-0.16%
2021년 12월 09일,96.252,95.98,96.34,95.97,16.20K,0.39%
2021년 12월 08일,95.881,96.26,96.38,95.84,34.06K,-0.51%
2021년 12월 07일,96.37,96.31,96.59,96.17,24.16K,0.04%
2021년 12월 06일,96.33,96.175,96.435,96.125,22.19K,0.22%
2021년 12월 03일,96.114,96.15,96.445,95.94,18.38K,-0.05%
2021년 12월 02일,96.158,96.07,96.18,95.825,12.65K,0.14%
2021년 12월 01일,96.024,95.96,96.14,95.665,14.32K,0.02%
