date,financial,insurance,invtrust,privequity,bank,financeetc,pension,institution,corporateetc,retail,foreigner,foreigneretc,total
2020-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-16,-12835,-287,243,-1482,-13,12,6078,-8284,9550,69145,-71218,807,0
2020-03-17,4331,-1248,-4212,-4066,989,-914,1600,-3520,1485,32389,-30307,-46,0
2020-03-18,-10338,-833,-4009,-4642,-2024,244,-2600,-24202,9644,49907,-35463,114,0
2020-03-19,2271,-1506,-6217,-1084,1436,-92,9720,4529,969,32522,-38027,6,0
2020-03-20,-3599,-596,152,-1836,-84,166,8360,2562,861,52091,-55583,69,0
2020-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-23,-7360,896,-333,-140,-90,-5,3682,-3349,671,45742,-43108,44,0
2020-03-24,6661,441,6285,-58,-8,-38,9755,23038,2271,25978,-51292,5,0
2020-03-25,-4090,304,4949,-658,319,124,-448,501,651,6052,-7468,264,0
2020-03-26,-4231,148,4034,873,447,-42,1710,2937,-7784,28701,-24069,215,0
2020-03-27,1318,619,2547,346,140,146,5193,10311,-3024,13931,-21294,76,0
2020-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-30,661,1904,-486,-656,133,-34,4909,6430,-4099,16010,-18350,9,0
2020-03-31,-3360,1448,601,1649,379,477,7916,9110,-14251,-15992,21054,80,0
2020-04-01,-4789,2356,-2244,2679,-24,-377,-850,-3251,309,39351,-36339,-70,0
2020-04-02,798,-669,-358,246,-56,-97,682,546,-1815,6225,-4949,-7,0
2020-04-03,-1767,-1287,-4412,698,379,371,2193,-3824,515,3252,99,-42,0
2020-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-06,12174,-149,3602,2866,273,-19,10289,29038,-11715,-22722,5433,-33,0
2020-04-07,5037,1843,3594,3840,20,0,13371,27706,233,40854,-69285,492,0
2020-04-08,-7331,1273,1536,-132,74,28,12537,7984,288,4922,-12966,-229,0
2020-04-09,4622,4497,6513,6269,-1368,82,21302,41918,301,-64951,22693,39,0
2020-04-10,-11490,-1072,2483,-4660,355,98,9097,-5188,-1024,12624,-6485,72,0
2020-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-13,-8395,-3095,-1694,-1641,-224,-114,-1203,-16365,1277,-973,16167,-106,0
2020-04-14,5264,-566,237,-697,313,0,2468,7019,246,-32393,25142,-15,0
2020-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-16,-2536,-84,392,-805,-275,0,6344,3036,234,22348,-25731,113,0
2020-04-17,3435,-1382,-1762,269,37,-95,2893,3396,-515,29619,-32554,55,0
2020-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-20,-8568,-1616,-4640,-2264,-128,0,-18065,-35281,310,95573,-60846,245,0
2020-04-21,-6823,-5857,-3556,-8284,45,-132,-9128,-33734,-260,113332,-79538,201,0
2020-04-22,-2383,-2672,-4371,-1109,-135,-26,4175,-6522,293,61066,-55207,370,0
2020-04-23,43,-1184,-1134,-1193,-1042,-32,-854,-5396,101,51166,-46080,208,0
2020-04-24,-8371,-2810,-3458,-778,-509,-103,-8360,-24389,-535,58786,-33993,131,0
2020-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-27,9543,-434,-373,936,-6,0,12696,22362,694,-15109,-8012,65,0
2020-04-28,4160,-34,1579,3253,-2,55,10424,19435,1568,-15090,-5819,-93,0
2020-04-29,6690,-1078,346,-891,-1,30,2141,7236,-62,-6705,-520,51,0
2020-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-04,-10725,263,348,1505,13,4,2305,-6287,953,33838,-28599,96,0
2020-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,1505,-2147,1319,1146,380,0,3117,5319,-46,1095,-6414,46,0
2020-05-07,3189,-708,-1829,185,-240,-81,2232,2747,-1054,10497,-12208,18,0
2020-05-08,9997,376,1590,7291,556,0,3865,23676,1472,-34629,9719,-238,0
2020-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,-8592,-2723,1449,605,-1,-31,-2006,-11299,227,14897,-3828,3,0
2020-05-12,-8840,1865,-22,-1760,-65,-46,-6057,-14924,-126,33839,-18975,186,0
2020-05-13,-138,-1591,-1903,721,43,39,1668,-1160,-45,4381,-3155,-21,0
2020-05-14,-2131,-1053,1988,-1442,-81,-72,-1323,-4114,288,16993,-13087,-79,0
2020-05-15,-456,-390,-755,-1285,-65,-15,5177,2211,720,4851,-7768,-14,0
2020-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,555,-2129,503,-248,-40,0,-2531,-3891,336,11995,-8512,72,0
2020-05-19,24939,9694,10721,20379,1320,778,48274,116105,-1141,-171107,56861,-719,0
2020-05-20,-2216,-53,780,-2157,-70,25,-474,-4166,3202,36898,-35982,48,0
2020-05-21,-1567,512,-322,-2118,-5,0,1606,-1894,167,13219,-11636,144,0
2020-05-22,-11112,-265,-859,-9305,-673,-47,-3646,-25908,-637,29928,-3430,46,0
2020-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-25,-1020,689,-246,-5930,49,0,1979,-4478,50,-13310,17737,1,0
2020-05-26,9126,858,3009,2243,60,56,5977,21329,1459,-16680,-5948,-160,0
2020-05-27,-3352,-850,2685,2310,0,0,7089,7882,52,-6635,-1209,-90,0
2020-05-28,-2959,528,790,-509,-4,-184,124,-2214,698,1013,391,112,0
2020-05-29,4102,1557,1945,1100,-9,0,7185,15880,-658,-24798,9609,-33,0
2020-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-01,1701,2409,1305,-92,-15,0,14443,19751,2282,-19724,-2189,-120,0
2020-06-02,2256,2897,3141,98,-58,355,18721,27410,-6244,-47659,26537,-45,0
2020-06-03,22023,11052,4647,8882,712,542,8607,56466,-3006,-79018,25735,-177,0
2020-06-04,1572,-1664,-1800,188,1164,-46,8716,8130,-1401,-8631,1686,217,0
2020-06-05,4899,2678,3217,2748,268,162,35285,49258,-4010,-40073,-5054,-120,0
2020-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,-3969,299,939,3009,91,193,-5700,-5138,-745,-21643,27708,-182,0
2020-06-09,-4368,866,774,-51,121,0,-6754,-9412,-1007,9689,952,-222,0
2020-06-10,5263,-1584,726,-1451,-112,-51,-11364,-8573,-2801,3587,7803,-15,0
2020-06-11,-13169,-3530,-12054,-2704,-91,40,-24687,-56194,-513,54571,1810,326,0
2020-06-12,-8404,664,-8297,-3905,259,-139,-6519,-26340,-114,26705,101,-352,0
2020-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-15,-6193,-401,-1021,-1297,80,-90,-31178,-40098,347,42453,-3152,451,0
2020-06-16,8399,-1389,-2588,-1767,-211,-422,-8037,-6014,-591,3922,2901,-218,0
2020-06-17,-3233,-856,-2943,-264,132,0,-8158,-15321,287,31726,-16868,176,0
2020-06-18,1396,-2897,-329,392,-536,-18,4567,2576,2,-1658,-1019,99,0
2020-06-19,-1251,-1876,-175,-1757,91,5,621,-4343,59,16117,-11891,57,0
2020-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-22,-5736,-1428,-1213,-4278,-229,0,-10524,-23408,354,28715,-5794,133,0
2020-06-23,1335,-1888,-1414,435,-366,-6,-1438,-3341,-514,6877,-3108,86,0
2020-06-24,4562,4415,101,4883,96,105,8102,22264,1214,-48205,24891,-164,0
2020-06-25,-11568,-2010,-1749,-2334,493,90,-11119,-28197,963,52531,-25455,157,0
2020-06-26,-6812,-1393,-1994,-835,358,0,1505,-9171,369,16633,-7754,-76,0
2020-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-29,-6298,-287,-1817,-3495,-891,-101,-4731,-17620,-673,30655,-12243,-119,0
2020-06-30,4197,-678,-1470,-1126,65,0,957,1945,1663,20738,-24421,74,0
2020-07-01,4433,-624,-252,-47,-15,0,3450,6946,383,-10017,2904,-215,0
2020-07-02,5861,3257,-285,2492,85,-598,-1758,9053,-1622,-5839,-1648,56,0
2020-07-03,-703,-377,-968,-1016,76,0,-4046,-7034,1049,8029,-2030,-14,0
2020-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-06,10981,-548,-50,1318,-8,161,407,12261,-26,-28076,16117,-276,0
2020-07-07,-779,-4047,340,627,-9,-147,-11946,-15961,2147,44662,-30962,113,0
2020-07-08,-222,912,-347,-1724,-14,0,981,-413,1535,7658,-8794,14,0
2020-07-09,4998,-953,3440,-49,-4,0,-6142,1290,3732,-6606,1575,9,0
2020-07-10,-11250,-2062,-2432,-5019,47,-2,-3695,-24413,-2414,48294,-21630,162,0
2020-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-13,2654,75,161,822,-11,-16,5084,8770,921,-35892,26474,-272,0
2020-07-14,-5457,-442,871,-371,49,0,-1467,-6816,169,8785,-2181,44,0
2020-07-15,21609,8954,9661,2245,172,-11,31015,73644,-914,-114615,42293,-408,0
2020-07-16,-7805,9478,8703,2121,-4,476,9796,22765,1665,-18569,-5799,-62,0
2020-07-17,-4433,3632,8063,295,445,426,16424,24853,-2248,-105382,83721,-945,0
2020-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-20,-16185,3065,7323,1983,-702,-70,-5125,-9711,-91,15206,-5672,267,0
2020-07-21,5611,2413,6884,-1482,-1708,423,8071,20212,3141,-15649,-7585,-118,0
2020-07-22,3866,-3900,300,-1444,170,8,1935,935,-2264,26711,-26251,868,0
2020-07-23,-4764,7056,6973,13430,462,515,15312,38983,1300,-56942,17406,-746,0
2020-07-24,-2179,1370,7081,2773,880,293,-4258,5960,8584,-5288,-9365,109,0
2020-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-27,2852,464,1995,-3529,10,9,1597,3398,-120,3502,-6824,44,0
2020-07-28,-5992,-580,-1345,-1545,32,-106,-10014,-19550,18,34218,-14854,168,0
2020-07-29,2138,2113,6234,2073,-8,223,10643,23417,1150,-34621,10447,-394,0
2020-07-30,11792,1500,1886,6839,312,21,-4954,17395,2609,-22299,1909,386,0
2020-07-31,-10774,-1564,-37,-2779,-79,934,2130,-12168,-5816,31647,-13738,75,0
2020-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,10098,1127,2697,1215,5,67,20408,35616,1429,-2463,-34904,322,0
2020-08-04,8578,-1270,5191,1653,219,-17,8747,23099,-1408,-2177,-19348,-166,0
2020-08-05,1156,2969,2536,-1611,-74,0,4059,9034,-7190,-6372,4121,408,0
2020-08-06,3641,3129,425,816,-12,-301,7327,15026,6660,-27026,5840,-500,0
2020-08-07,-8556,3962,-1292,-535,75,0,7529,1184,-943,49171,-49924,513,0
2020-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-10,-24912,5576,-6542,-5081,-605,32,-15892,-47423,4849,61583,-19118,109,0
2020-08-11,14774,-1663,-3110,-2242,-2519,-200,-18604,-13563,16353,86328,-88937,-181,0
2020-08-12,-1519,3064,-4369,-2285,29,-146,-16569,-21795,4867,138465,-122188,651,0
2020-08-13,16634,-3368,-9927,-4479,482,-59,-1004,-1720,32,117908,-117741,1521,0
2020-08-14,-7753,-1906,-13377,-2832,91,-706,-12211,-38694,-8144,45555,1765,-482,0
2020-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-18,27670,747,-3608,415,370,0,1889,27482,498,22007,-49805,-181,0
2020-08-19,1351,1906,-2101,4898,1095,-117,2048,9081,1625,-23202,12661,-165,0
2020-08-20,-25089,3811,438,-3253,240,23,-370,-24201,3023,82011,-61049,216,0
2020-08-21,15263,-2335,-3555,-5053,92,6,6645,11062,-15412,33406,-29079,23,0
2020-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-24,7839,820,1472,2307,225,0,13566,26229,13703,-24835,-15397,300,0
2020-08-25,18395,3003,4545,-359,-58,18,8528,34073,-436,831,-34166,-303,0
2020-08-26,-19416,-1976,-14,2035,-319,0,482,-19208,1921,27735,-10627,179,0
2020-08-27,-40036,-1902,-5459,-2335,31,0,-3524,-53225,5541,57098,-9734,320,0
2020-08-28,57766,-5371,1404,5808,-70,-864,14435,73108,-2238,-124816,54056,-110,0
2020-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,8624,5563,8256,8937,-1063,0,23834,54150,8699,37700,-100533,-16,0
2020-09-01,-4641,5837,5109,-2916,-2380,0,-7537,-6528,1144,-10830,16192,21,0
2020-09-02,-7987,248,-10184,-3963,-23,51,-11781,-33640,-2406,86650,-50753,149,0
2020-09-03,-6850,-2584,-2226,-2023,-183,0,-5871,-19737,2129,26737,-9553,425,0
2020-09-04,-28400,-1051,-3865,-4842,-122,-389,-12160,-50830,-8492,56427,2548,346,0
2020-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-07,-7719,-2354,-3457,-1844,-852,-57,-9853,-26136,224,31236,-5579,255,0
2020-09-08,-5122,-2677,-4018,-2473,-17,-86,-28757,-43150,10565,63739,-31342,188,0
2020-09-09,-5965,454,-3437,-1533,-424,0,-22233,-33137,-3132,39270,-3150,149,0
2020-09-10,3261,-1882,-8241,-1112,-16,-21,-11020,-19031,-900,16305,3582,43,0
2020-09-11,-2641,-449,-1870,-919,-133,-53,3631,-2434,-279,-5621,8385,-50,0
2020-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-14,24466,4389,5724,5540,237,292,17608,58255,11300,-79606,10240,-189,0
2020-09-15,1957,1237,-2166,89,-101,224,8719,9960,-3808,22609,-28998,236,0
2020-09-16,19450,3027,3432,1230,-45,174,12201,39471,1580,-84840,44139,-349,0
2020-09-17,-8807,2018,3844,653,-149,79,-7029,-9391,-4874,12838,1735,-308,0
2020-09-18,-1545,-14702,-1011,-2243,-79,-76,-347,-20004,910,79109,-60526,511,0
2020-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-21,-2491,50,1485,-3027,191,693,14894,11796,1250,-18802,5831,-74,0
2020-09-22,-44407,2996,-2338,-2917,-457,-352,-11311,-58786,899,104854,-47353,386,0
2020-09-23,-12010,-9183,998,-817,8,56,-4740,-25690,1489,40643,-16891,449,0
2020-09-24,-9620,-734,1224,-2033,-2,9,-10950,-22106,5042,76405,-58610,-732,0
2020-09-25,-1719,-1497,139,-1294,102,61,542,-3666,-2993,16300,-10115,474,0
2020-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-28,8242,173,698,4698,178,15,-9274,4729,613,-39179,33896,-59,0
2020-09-29,1918,3852,3634,1853,-53,-20,-8379,2806,-1453,-19253,17783,117,0
2020-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-05,8008,15265,1760,7389,89,146,17523,50180,-561,-90626,41471,-464,0
2020-10-06,-300,2455,-1915,-1282,-2,12,918,-114,1020,53476,-54519,136,0
2020-10-07,12995,250,-1048,-1218,-4,1037,1497,13508,1318,23832,-38488,-170,0
2020-10-08,-19133,-2515,-5429,-4108,-167,-281,-28700,-60332,1125,94378,-35395,225,0
2020-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-12,-3814,-4622,-4069,-7455,-365,-75,-7873,-28274,-2032,35127,-4692,-129,0
2020-10-13,-7201,-7323,-5220,-4574,-3,-49,-41493,-65863,-1996,48231,19634,-6,0
2020-10-14,-13502,-10901,-5373,-652,-23,102,-27751,-58101,546,63779,-6270,46,0
2020-10-15,-3469,-2615,-4146,-630,25,24,-24907,-35718,-936,42254,-5638,38,0
2020-10-16,-23797,-15879,-17959,-9145,-574,76,-86801,-154080,-72,190295,-36901,758,0
2020-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-19,-3339,-17970,-14271,840,-215,270,-26501,-61186,-1922,87178,-24283,212,0
2020-10-20,33917,843,4064,5065,798,-163,-4158,40367,-10778,6549,-36341,203,0
2020-10-21,-3767,62,-1004,-3650,62,29,-10097,-18365,-449,28700,-9975,89,0
2020-10-22,742,-2275,-4956,-1073,43,2,-11651,-19168,-5982,6903,18336,-90,0
2020-10-23,7793,-692,7256,3267,309,72,6128,24132,1681,-27105,1212,80,0
2020-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-26,14246,4154,36490,3893,1060,433,14864,75140,-4423,-73709,3268,-276,0
2020-10-27,-13448,949,7717,931,-270,21,-4161,-8262,8027,-30779,31109,-95,0
2020-10-28,-4289,-1640,1358,897,-88,15,3352,-395,5131,-362,-4277,-97,0
2020-10-29,-17694,-58,-120,-917,-5,0,-16211,-35005,4029,42384,-11551,143,0
2020-10-30,-12868,-2150,-7540,-1541,-49,0,-17699,-41846,7858,56554,-22802,235,0
2020-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-02,6539,1162,-231,427,0,-120,8654,16432,-975,-33384,18016,-89,0
2020-11-03,5097,-1813,-895,121,-51,0,-3947,-1488,3414,13375,-15264,-37,0
2020-11-04,3589,-3809,-2127,-1041,-103,21,-5125,-8595,13498,-11044,5911,230,0
2020-11-05,14226,-777,3669,2730,-1,1184,-2341,18690,2438,-65705,44518,59,0
2020-11-06,-6951,-2670,-5094,-2502,-97,-147,-3825,-21287,5172,128404,-112478,189,0
2020-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-09,14849,-2326,-184,1405,-4,38,-2881,10898,5267,22717,-39170,287,0
2020-11-10,2174,-861,3318,838,-95,-2,11681,17052,-1180,7310,-23013,-170,0
2020-11-11,15907,5600,1146,2991,143,217,9124,35127,9967,27807,-73072,171,0
2020-11-12,-13131,-195,-2187,-814,-192,67,-35940,-52392,4634,925,47493,-661,0
2020-11-13,-988,448,5334,5617,-18,200,11167,21759,4736,-104705,78121,89,0
2020-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-16,9342,-3748,1105,10664,-659,-323,17559,33941,5582,27390,-67044,131,0
2020-11-17,-859,-9567,3945,-1601,127,283,18712,11039,-2042,-138542,129660,-116,0
2020-11-18,-11236,-1640,-5580,-5341,-89,17,-16899,-40769,5379,72481,-37144,54,0
2020-11-19,-6619,688,-1373,-1228,-16,89,-928,-9387,2179,-24975,32098,86,0
2020-11-20,-3447,-2329,-4674,-2624,-64,48,-5199,-18290,3026,25243,-10355,375,0
2020-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-23,3039,-1217,-1888,-1116,-26,9,-2739,-3939,-718,-43022,47849,-170,0
2020-11-24,-5729,-1019,-1921,-736,247,-21,-6496,-15676,5232,-25914,36314,43,0
2020-11-25,-297,-488,-3151,-1461,24,89,-5258,-10543,4730,-9187,14611,390,0
