date,financial,insurance,invtrust,privequity,bank,financeetc,pension,institution,corporateetc,retail,foreigner,foreigneretc,total
2020-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-16,-7916,-52,-501,-617,16,0,3860,-5210,-7,473,4680,64,0
2020-03-17,4248,936,-2382,-543,30,632,-205,2716,1002,-326,-3415,23,0
2020-03-18,-3441,-852,-363,-716,-122,-4,-1058,-6557,1094,3100,2346,16,0
2020-03-19,1945,-1007,-1511,-1311,-2380,-49,2531,-1783,254,-4041,5547,23,0
2020-03-20,-318,-73,-1272,-1516,-2719,137,-2763,-8523,413,11196,-3125,39,0
2020-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-23,-3042,153,-441,-331,-63,-268,-84,-4075,31,1552,2486,6,0
2020-03-24,804,-292,1652,-223,0,90,4303,6335,485,-1110,-5738,28,0
2020-03-25,-2848,-1100,-1069,-431,16,-40,-912,-6385,-50,4476,1963,-5,0
2020-03-26,-1735,425,1334,-142,145,0,4777,4804,283,-835,-4274,21,0
2020-03-27,535,705,2338,-32,21,88,6415,10071,307,-2661,-7695,-22,0
2020-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-30,431,312,713,169,-23,0,2317,3918,80,799,-4797,0,0
2020-03-31,-2178,2470,-205,786,0,-112,196,956,161,151,-1261,-8,0
2020-04-01,-3266,762,-572,877,-134,106,-151,-2378,576,11821,-10025,5,0
2020-04-02,1044,513,920,1610,0,-313,2785,6558,219,5972,-12745,-4,0
2020-04-03,-1135,2196,2579,-360,-201,141,4945,8164,466,-8567,-102,39,0
2020-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-06,7129,385,1797,5,0,179,3905,13400,337,2795,-16514,-18,0
2020-04-07,694,311,422,21,-18,27,3915,5372,199,4515,-10086,0,0
2020-04-08,-5049,2462,1160,452,262,-1,3623,2908,1091,6170,-10180,11,0
2020-04-09,1621,614,-1098,-802,0,26,2484,2845,97,6652,-9617,22,0
2020-04-10,-4618,1154,643,-436,13,2,11936,8696,124,2457,-11290,13,0
2020-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-13,-3839,1439,2263,283,232,0,4011,4389,17,4351,-8772,15,0
2020-04-14,1417,711,168,-22,0,0,2831,5104,267,3561,-8904,-29,0
2020-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-16,-432,351,-327,-9,0,-85,4595,4093,450,9812,-14385,30,0
2020-04-17,-284,-414,545,1808,39,0,2188,3884,192,957,-5033,0,0
2020-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-20,-3404,108,-129,-284,0,0,2141,-1568,3229,8786,-10448,1,0
2020-04-21,-2351,369,738,919,0,15,4418,4108,143,762,-4987,-26,0
2020-04-22,-3910,825,670,-9,47,0,3772,1395,277,-21,-1614,-37,0
2020-04-23,728,1335,4489,1404,31,75,5837,13900,-447,-3250,-10201,-2,0
2020-04-24,-2120,655,1180,435,51,0,1407,1609,671,5502,-7793,11,0
2020-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-27,6035,1090,685,-1073,30,10,6466,13241,477,-4484,-9249,15,0
2020-04-28,-85,-312,305,186,29,9,755,887,531,8848,-10248,-18,0
2020-04-29,170,70,303,-2166,-20,7,4027,2391,510,2104,-5013,8,0
2020-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-04,-3955,-720,198,-92,0,9,-759,-5320,1305,21093,-17098,20,0
2020-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,335,-1000,1900,-294,-27,9,4868,5790,727,2892,-9402,-7,0
2020-05-07,2163,0,-232,-486,20,-39,722,2148,176,6729,-9088,35,0
2020-05-08,-153,-964,-326,99,-656,0,-726,-2725,418,6894,-4585,-1,0
2020-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,-1483,-2460,3878,-251,0,0,89,-227,294,7132,-7208,9,0
2020-05-12,-4933,395,-312,-355,8,-77,2206,-3068,1622,13882,-12435,-1,0
2020-05-13,-846,2486,2303,115,-51,-56,2638,6588,2430,-6566,-2483,31,0
2020-05-14,816,497,3522,649,0,-71,-1366,4048,1260,11181,-16513,25,0
2020-05-15,-66,942,505,-102,0,-47,2614,3846,788,1351,-5983,-1,0
2020-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,-671,1421,1247,462,0,0,3240,5699,614,207,-6515,-7,0
2020-05-19,4387,-123,1256,-390,0,0,1763,6893,-269,5490,-12118,3,0
2020-05-20,-27,-571,206,956,-87,0,583,1059,303,5202,-6581,17,0
2020-05-21,-6579,179,60,-46,31,0,1669,-4687,606,5646,-1613,48,0
2020-05-22,-746,5257,14703,1133,0,177,22050,42574,-3319,-43150,3958,-63,0
2020-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-25,-1023,6193,10022,837,252,35,16366,32681,-651,-19243,-12806,18,0
2020-05-26,1396,1707,962,614,0,0,5166,9843,-207,-34,-9544,-59,0
2020-05-27,-75,220,1111,-1519,0,0,5857,5594,74,-1449,-4222,3,0
2020-05-28,52,1653,-2673,-207,0,-182,10356,8999,1464,5908,-16409,37,0
2020-05-29,3622,2526,9329,3534,91,343,4083,23529,420,-4660,-19297,9,0
2020-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-01,568,1045,815,347,0,0,3085,5860,-290,269,-5840,1,0
2020-06-02,378,2805,4969,1072,-1,-25,11559,20757,-1187,-15078,-4435,-56,0
2020-06-03,12841,-59,3202,-805,-229,27,-3196,11782,76,61,-11914,-5,0
2020-06-04,6419,86,39,1701,-15,-79,3601,11753,292,-2161,-9972,88,0
2020-06-05,3382,181,1135,251,0,0,2101,7050,342,-3182,-4217,7,0
2020-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,-761,105,-1061,-1003,0,0,-902,-3622,550,846,2223,3,0
2020-06-09,-2086,11,-1538,1607,0,0,8593,6586,797,2237,-9713,92,0
2020-06-10,3779,1252,1036,-60,-129,-23,-181,5675,788,19212,-25726,51,0
2020-06-11,-7815,-1067,-2314,169,-2,-3,318,-10714,914,9227,572,0,0
2020-06-12,-975,1090,974,278,0,0,2370,3738,-222,-2761,-786,32,0
2020-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-15,-1894,-182,-2195,130,1,0,-3111,-7250,1642,9877,-4258,-10,0
2020-06-16,5509,-736,239,-247,255,107,1712,6839,446,-738,-6628,80,0
2020-06-17,-1728,253,-997,326,-619,-29,-1297,-4090,923,878,2263,27,0
2020-06-18,245,-943,946,124,-2,0,-1610,-1240,358,2481,-1610,11,0
2020-06-19,-2275,-416,-1358,-498,0,0,870,-3676,797,9542,-6720,58,0
2020-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-22,-2065,-953,632,57,-2,0,-3246,-5577,639,9911,-4998,25,0
2020-06-23,-1038,-816,-542,137,-201,0,-2191,-4651,-1094,9185,-3538,99,0
2020-06-24,-1103,-1085,-552,-2932,-235,95,1181,-4632,444,7500,-3333,21,0
2020-06-25,-7170,487,-408,-367,-63,0,-578,-8097,700,8205,-828,19,0
2020-06-26,-3231,-917,-972,-232,0,0,-2712,-8064,362,9009,-1364,57,0
2020-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-29,-2530,676,1477,-105,1,18,670,206,141,851,-1204,6,0
2020-06-30,2011,377,1444,2,-1,0,2674,6506,389,973,-7919,50,0
2020-07-01,1236,494,-866,115,0,0,257,1235,337,3838,-5408,-3,0
2020-07-02,2875,346,-505,562,1587,0,-418,4447,157,-310,-4260,-34,0
2020-07-03,1659,-181,-2010,63,1197,0,141,868,162,2446,-3584,108,0
2020-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-06,4658,-1357,-679,-1045,32,0,-1429,180,125,2038,-2341,-2,0
2020-07-07,-1315,-174,-1685,-1782,740,-3,-8693,-12912,1066,10973,858,15,0
2020-07-08,-241,78,-294,119,0,-21,-2163,-2522,79,1403,1048,-8,0
2020-07-09,-3128,-313,-1307,-827,-25,84,-755,-6272,151,7587,-1487,21,0
2020-07-10,-4613,57,-1710,-401,0,0,-498,-7164,353,5191,1613,7,0
2020-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-13,1075,166,217,-56,0,0,1705,3107,208,-589,-2748,22,0
2020-07-14,-2248,181,1541,11,0,0,1090,575,-144,-5637,5204,2,0
2020-07-15,3668,-783,-1157,412,-242,80,-1443,535,-131,-1985,1561,20,0
2020-07-16,2580,4288,5218,737,293,225,6534,19875,-1076,-14475,-4192,-131,0
2020-07-17,-201,451,-2,28,56,0,-314,17,-10,3111,-3121,2,0
2020-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-20,-1024,134,2347,-30,469,0,3385,5281,-139,-2978,-2148,-16,0
2020-07-21,2942,-485,-1086,-612,27,-290,1244,1740,-212,3583,-5061,-51,0
2020-07-22,643,374,-346,859,53,19,4127,5729,-1112,-419,-4093,-105,0
2020-07-23,-3920,-783,150,-206,486,2,-220,-4491,-459,7454,-2504,0,0
2020-07-24,-36,566,792,690,323,15,833,3183,579,3420,-7201,19,0
2020-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-27,1618,839,772,156,47,0,-3693,-261,-97,1839,-1492,12,0
2020-07-28,-2490,-544,62,-200,0,0,-334,-3506,497,587,2412,10,0
2020-07-29,-778,239,-252,-226,0,-150,-508,-1675,135,2405,-848,-17,0
2020-07-30,-215,624,795,-241,0,123,300,1386,395,-609,-1154,-17,0
2020-07-31,-1892,-108,-421,-1443,0,0,-1363,-5227,1846,8638,-5239,-17,0
2020-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,-2114,49,-961,44,0,40,-6935,-9877,1108,14796,-6035,8,0
2020-08-04,1097,-462,-418,165,0,0,-739,-357,267,3439,-3342,-8,0
2020-08-05,-1287,-410,-763,-1325,-1,213,-4982,-8555,-54,8345,216,48,0
2020-08-06,4242,4886,4352,3843,168,1185,1000,19677,-475,-45384,26400,-218,0
2020-08-07,-4446,884,1672,27,31,315,11053,9536,9119,-5626,-13139,110,0
2020-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-10,-1791,831,1144,-496,490,30,-190,17,8454,-6083,-2388,-1,0
2020-08-11,5575,1626,131,-394,42,20,5042,12042,8591,-19809,-773,-52,0
2020-08-12,-4100,69,531,1158,18,75,2575,326,8441,-2193,-6572,-3,0
2020-08-13,2481,-215,1737,-768,625,133,-1211,2782,8127,-3886,-7014,-8,0
2020-08-14,4026,255,-122,398,174,-125,1811,6418,3751,-5510,-4651,-8,0
2020-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-18,8146,-1119,-714,140,-89,100,1983,8448,3516,-8576,-3397,9,0
2020-08-19,-379,142,-106,103,-1,-36,251,-25,296,-2155,1925,-41,0
2020-08-20,-2387,-1208,2127,-228,335,-17,15,-1364,5063,-4111,366,47,0
2020-08-21,-1483,594,-1520,-122,0,56,130,-2346,9625,-3891,-3398,10,0
2020-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-24,-1229,-892,1312,-835,-165,-2,575,-1237,8720,-5499,-1931,-54,0
2020-08-25,-2674,-426,-1719,79,177,38,-980,-5505,8724,-2025,-1189,-4,0
2020-08-26,-5254,-134,1368,-68,0,-7,2520,-1574,8631,-2944,-4127,15,0
2020-08-27,-4478,-520,2062,562,0,0,1175,-1199,8455,-3207,-4046,-2,0
2020-08-28,771,-2833,625,-2628,-280,0,-1516,-5861,8624,3403,-6167,1,0
2020-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,4648,-187,-666,2,0,0,-456,3342,6609,3458,-13431,23,0
2020-09-01,-664,1173,-643,-287,2773,0,-419,1935,6396,-3347,-4986,2,0
2020-09-02,-1699,65,-699,-93,-2,0,-156,-2584,9239,-388,-6296,28,0
2020-09-03,-1231,-1756,-2015,-537,-105,-187,-9222,-15053,9398,10146,-4500,9,0
2020-09-04,-5217,-1464,-1867,-1034,40,98,-2402,-11847,9402,8045,-5600,-1,0
2020-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-07,-2327,-180,-1215,116,-34,0,-4234,-7874,8434,3552,-4107,-5,0
2020-09-08,-937,-613,-1031,-750,-1,50,-23,-3304,9435,-4120,-2002,-9,0
2020-09-09,-1437,-103,-714,-760,2506,67,-696,-1138,9233,-5032,-3063,0,0
2020-09-10,-682,-1442,-2202,-482,-9,-18,-6405,-11240,8313,4540,-1613,0,0
2020-09-11,-1736,2934,-344,-106,-5,10,-5085,-4331,8173,-8276,4513,-80,0
2020-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-14,648,-280,-600,-293,-6,54,-5781,-6258,8515,-465,-1801,9,0
2020-09-15,-2824,532,-1066,-191,-8,0,-3296,-6853,8999,-295,-1851,-1,0
2020-09-16,-1551,-1082,-2080,-364,1350,-33,-1223,-4982,34,3846,1100,1,0
2020-09-17,-1628,-32,-2532,-157,1251,0,-3893,-6990,34,8959,-2004,1,0
2020-09-18,1213,-67,-335,-31,734,0,-827,687,180,8351,-9219,1,0
2020-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-21,682,506,-1097,-191,-2,-21,-1570,-1694,-42,4637,-2907,5,0
2020-09-22,-4774,495,-350,-178,-32,-138,-988,-5965,494,6550,-1086,7,0
2020-09-23,-2444,-723,286,62,-147,270,-1715,-4410,-85,6222,-1724,-2,0
2020-09-24,-931,279,-1363,-103,1157,102,-686,-1545,1991,14619,-15070,6,0
2020-09-25,-29,256,-497,145,-1,-2,-84,-212,-18,2476,-2303,57,0
2020-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-28,2725,1435,880,202,158,0,-1289,4111,-1037,-1795,-1280,1,0
2020-09-29,1450,1390,679,136,-9,0,-1108,2538,174,-789,-1916,-7,0
2020-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-05,2164,89,-152,47,-14,0,-2214,-79,482,1606,-2004,-4,0
2020-10-06,-539,-1268,960,-22,-10,-10,-809,-1698,40,-1407,3064,1,0
2020-10-07,3353,472,-328,-73,-4,0,-503,2918,5,797,-3721,1,0
2020-10-08,-4786,74,70,1094,-6,0,-797,-4352,-77,-4760,9226,-37,0
2020-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-12,-1250,-462,-1754,579,215,0,-1602,-4274,67,7203,-2997,0,0
2020-10-13,-2072,-102,118,-77,-3,100,-979,-3015,-180,9264,-6075,6,0
2020-10-14,650,468,-99,0,38,-15,-1963,-921,17,7776,-6906,33,0
2020-10-15,-1223,8,-1322,134,-5,7,-618,-3019,54,6156,-3193,2,0
2020-10-16,1718,514,-438,-150,16,6,-560,1106,4,-1509,403,-3,0
2020-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-19,4736,-54,32,529,-4,6,-1796,3451,191,-729,-2910,-3,0
2020-10-20,832,-1155,-1362,85,-32,-124,-860,-2617,92,3018,-495,1,0
2020-10-21,978,223,0,-64,-9,8,-3356,-2220,45,617,1481,78,0
2020-10-22,2104,2366,1070,-324,-11,20,209,5434,-276,-10749,5558,34,0
2020-10-23,164,116,-56,15,13,93,-2478,-2133,34,5022,-2861,-62,0
2020-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-26,8881,-1358,-1504,-58,-115,-70,-819,4956,-53,5604,-10540,33,0
2020-10-27,-1886,276,-357,166,-9,103,-4152,-5858,732,5599,-453,-21,0
2020-10-28,-1790,-437,-251,8,-322,-95,67,-2819,752,8624,-6588,31,0
2020-10-29,-4194,579,949,117,-5,2,-961,-3512,226,11289,-8023,20,0
2020-10-30,-2883,231,29,-69,-2,0,-949,-3642,144,14392,-10984,91,0
2020-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-02,-810,801,-90,125,0,0,865,891,569,-2626,1329,-164,0
2020-11-03,2896,711,-1656,179,-5,0,2507,4632,660,-3396,-1888,-7,0
2020-11-04,3816,-1046,-2660,-10,0,10,-2425,-2315,709,3080,-1512,39,0
2020-11-05,2959,-669,-2899,-53,-1,0,-2997,-3659,747,541,2383,-12,0
2020-11-06,-522,-1619,-813,-512,-10,202,-771,-4046,1111,17186,-14256,5,0
2020-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-09,4090,-2579,-3794,-1969,-6,-69,-2362,-6688,432,6449,-217,23,0
2020-11-10,-1090,-539,-594,101,-56,0,-374,-2552,349,-7837,10040,-1,0
2020-11-11,4530,272,1372,519,19,-24,4108,10795,-1630,-25104,16048,-109,0
2020-11-12,-5859,-911,-14,-113,35,1,-1713,-8574,-29,5119,3493,-9,0
2020-11-13,-24,-1083,-1154,33,-46,18,-74,-2329,201,5643,-3521,6,0
2020-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-16,187,-1632,-1051,-215,-23,69,-3329,-5994,-87,13856,-7793,17,0
2020-11-17,-1914,-1650,-3113,543,-28,49,-438,-6550,548,-176,6174,5,0
2020-11-18,7050,-451,-1794,-254,-14,35,-2677,1895,28,4029,-5952,0,0
2020-11-19,-3293,-552,-923,-9,-16,34,-4480,-9239,90,9437,-344,56,0
2020-11-20,-1474,18,-316,-585,-55,37,1544,-831,102,-4471,5201,-1,0
2020-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-23,-334,-1035,-9,-309,8,35,-2167,-3811,178,3819,-231,45,0
2020-11-24,-2707,-1352,-2086,-456,-536,36,-4499,-11599,85,9787,1712,16,0
2020-11-25,-1020,-466,-514,-459,-34,38,-2508,-4963,-1929,10304,-3459,47,0
2020-11-26,-3843,45,-1777,-164,-70,-11,-6473,-12293,434,31274,-19498,83,0
2020-11-27,-1045,79,-4587,-1384,5,36,-126,-7024,310,20860,-14191,46,0
2020-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-30,1231,-3057,-1897,607,-22,35,-3996,-7099,782,43800,-37491,7,0
2020-12-01,2049,-4258,-1152,616,6,-192,-4544,-7476,266,20390,-13233,52,0
2020-12-02,-3321,-321,-9867,-456,-2,0,-1906,-15873,147,17366,-1652,12,0
2020-12-03,-2180,-722,-4291,-10,104,-104,-3869,-11071,998,19846,-9783,10,0
2020-12-04,-182,-1024,-5601,-1431,-5,-38,-6989,-15270,-1022,15706,557,29,0
2020-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-07,-3491,-1743,-3239,-387,-241,94,-5100,-14108,1354,31558,-18871,66,0
2020-12-08,-1302,-885,-1313,-355,-31,0,-4634,-8520,257,9078,-816,1,0
