,iter1,iter1,iter1,iter2,iter2,iter2,iter3,iter3,iter3,iter4,iter4,iter4
25,6,0.5976342504743833,0.0531628560979896,47,0.5964130485364605,0.039877583690482346,31,0.6070933977455717,0.07259087260256472,,,
26,7,0.5946244545221185,0.06014190819169792,7,0.5946244545221185,0.06014190819169792,36,0.6044586894586894,0.05401922020891534,,,
27,28,0.5928329461866048,0.0380906308590926,43,0.5906015037593985,0.03904330362453143,22,0.600690537084399,0.03483698088833387,,,
28,12,0.5902247074660869,0.03331757618217369,34,0.586111111111111,0.07214630581800208,30,0.5996740864017751,0.11998424251825249,,,
29,49,0.5836464758822933,0.04319992288746129,32,0.5804428183970272,0.041722043605468995,9,0.5988128917256053,0.03471797659697287,,,
30,47,0.5825670498084291,0.037906402854178296,33,0.5777894293322546,0.037466739326552444,13,0.5970395054573554,0.03933684254368889,,,
31,27,0.5823642678409413,0.0437379931788371,42,0.5770413494551425,0.03534313772906806,6,0.596656733367834,0.05351005211989763,,,
32,18,0.5801850993776982,0.04190771992458105,35,0.5649285508418636,0.07344996487536744,7,0.5946244545221185,0.06014190819169792,,,
33,19,0.5789711836151465,0.04109135244405788,49,0.553303497577691,0.043558794304710345,24,0.5911234598734598,0.056781125978591855,,,
34,34,0.5771709640675159,0.0595425161649517,41,0.551833216456288,0.050616831006764056,43,0.58569551890235,0.053672038958208615,,,
35,23,0.5766957273353268,0.049381019923612206,21,0.5515773081201335,0.037682392799474385,23,0.5838425430778372,0.04273117132926989,,,
36,14,0.5633935508935509,0.06049572630112202,28,0.5481687727564789,0.05823238350520658,46,0.5826931646784588,0.05039764253590455,,,
37,21,0.4844615384615385,0.021409780433830992,31,0.5261485130450647,0.0729276978078203,32,0.5807987711213518,0.08751366564031274,,,
38,46,0.48241912149475175,0.011027596501590858,14,0.48586232790988737,0.016717756181275426,40,0.5804544686897628,0.046683709891480504,,,
39,44,0.1,0.2,22,0.48160700876095125,0.01187665850079039,28,0.575730050933786,0.03277633436502105,,,
40,24,0.1,0.2,37,0.47285067873303166,0.007260998432525434,41,0.5733603238866396,0.04185865008276448,,,
41,15,0.0,0.0,25,0.2,0.4000000000000001,14,0.5696701571701571,0.04006922622508827,,,
42,10,0.0,0.0,27,0.0,0.0,11,0.5691036414565827,0.03368987575788356,,,
43,38,0.0,0.0,26,0.0,0.0,34,0.5630020703933748,0.07296189629129603,,,
44,39,0.0,0.0,1,0.0,0.0,21,0.562506443747823,0.08628043807272924,,,
45,40,0.0,0.0,19,0.0,0.0,26,0.49841842901917993,0.05668491323490635,,,
46,41,0.0,0.0,17,0.0,0.0,17,0.0,0.0,,,
47,31,0.0,0.0,13,0.0,0.0,15,0.0,0.0,,,
48,1,0.0,0.0,12,0.0,0.0,33,0.0,0.0,,,
49,22,0.0,0.0,10,0.0,0.0,1,0.0,0.0,,,
