날짜,종가,오픈,고가,저가,거래량,변동 %
2022년 04월 08일,"34,721.12","34,569.24","34,908.46","34,470.19",306.19M,0.40%
2022년 04월 07일,"34,583.57","34,439.24","34,705.83","34,190.95",324.81M,0.25%
2022년 04월 06일,"34,496.51","34,520.34","34,609.84","34,277.17",386.25M,-0.42%
2022년 04월 05일,"34,641.18","34,876.33","35,112.21","34,566.04",308.98M,-0.80%
2022년 04월 04일,"34,921.88","34,799.98","34,940.78","34,615.38",317.56M,0.30%
2022년 04월 01일,"34,818.27","34,740.89","34,847.91","34,538.25",346.81M,0.40%
2022년 03월 31일,"34,678.35","35,201.52","35,201.52","34,677.99",438.36M,-1.56%
2022년 03월 30일,"35,228.81","35,273.63","35,361.36","35,058.58",324.67M,-0.19%
2022년 03월 29일,"35,294.19","35,114.35","35,372.26","35,030.07",355.05M,0.97%
2022년 03월 28일,"34,955.89","34,833.03","34,957.93","34,552.23",302.86M,0.27%
2022년 03월 25일,"34,861.24","34,702.39","34,942.70","34,631.52",287.07M,0.44%
2022년 03월 24일,"34,707.94","34,406.81","34,713.56","34,355.42",324.87M,1.02%
2022년 03월 23일,"34,358.50","34,748.84","34,748.84","34,352.96",349.59M,-1.29%
2022년 03월 22일,"34,807.46","34,583.24","34,882.03","34,583.24",368.55M,0.74%
2022년 03월 21일,"34,552.99","34,669.85","34,808.28","34,341.81",408.49M,-0.58%
2022년 03월 18일,"34,754.93","34,466.72","34,755.20","34,279.83",627.89M,0.80%
2022년 03월 17일,"34,480.76","33,995.39","34,483.92","33,896.06",339.47M,1.23%
2022년 03월 16일,"34,063.10","33,653.93","34,075.94","33,391.24",430.18M,1.55%
2022년 03월 15일,"33,544.34","32,989.27","33,620.84","32,989.27",394.82M,1.82%
2022년 03월 14일,"32,945.24","33,000.37","33,395.59","32,818.16",401.15M,0.00%
2022년 03월 11일,"32,944.19","33,279.72","33,515.61","32,911.89",369.48M,-0.69%
2022년 03월 10일,"33,174.07","33,106.77","33,236.59","32,819.76",399.48M,-0.34%
2022년 03월 09일,"33,286.25","32,860.42","33,457.28","32,860.42",421.55M,2.00%
2022년 03월 08일,"32,632.64","32,885.17","33,402.98","32,578.73",553.75M,-0.56%
2022년 03월 07일,"32,817.38","33,579.75","33,579.75","32,806.15",493.67M,-2.37%
2022년 03월 04일,"33,614.80","33,655.43","33,655.43","33,254.12",412.93M,-0.53%
2022년 03월 03일,"33,794.66","33,972.87","34,179.07","33,641.53",369.87M,-0.29%
2022년 03월 02일,"33,891.35","33,379.51","34,013.67","33,379.51",402.81M,1.79%
2022년 03월 01일,"33,294.95","33,813.48","33,870.14","33,107.67",442.31M,-1.76%
2022년 02월 28일,"33,892.60","33,870.62","33,963.63","33,469.31",451.81M,-0.49%
2022년 02월 25일,"34,058.75","33,277.22","34,095.74","33,277.22",421.17M,2.51%
2022년 02월 24일,"33,223.83","32,830.33","33,269.34","32,272.64",593.19M,0.28%
2022년 02월 23일,"33,131.76","33,680.97","33,832.59","33,084.90",376.49M,-1.38%
2022년 02월 22일,"33,596.61","33,974.09","34,024.74","33,364.29",438.32M,-1.42%
2022년 02월 18일,"34,079.18","34,310.45","34,423.58","33,976.18",414.08M,-0.68%
2022년 02월 17일,"34,312.03","34,858.47","34,858.47","34,246.23",351.85M,-1.78%
2022년 02월 16일,"34,934.27","34,951.83","35,042.09","34,642.64",309.36M,-0.16%
2022년 02월 15일,"34,988.84","34,686.19","35,047.79","34,686.19",305.67M,1.22%
2022년 02월 14일,"34,566.17","34,694.50","34,744.56","34,304.28",373.41M,-0.49%
2022년 02월 11일,"34,738.06","35,267.89","35,431.15","34,620.52",410.40M,-1.43%
2022년 02월 10일,"35,241.59","35,630.81","35,800.24","35,100.72",416.71M,-1.47%
2022년 02월 09일,"35,768.06","35,614.90","35,824.28","35,614.90",339.61M,0.86%
2022년 02월 08일,"35,462.78","35,160.68","35,544.89","35,090.42",333.94M,1.06%
2022년 02월 07일,"35,091.13","35,108.38","35,325.01","34,993.98",328.91M,0.00%
2022년 02월 04일,"35,089.74","35,095.74","35,333.55","34,799.08",349.88M,-0.06%
2022년 02월 03일,"35,111.16","35,520.08","35,535.94","35,071.06",390.18M,-1.45%
2022년 02월 02일,"35,629.33","35,378.19","35,679.20","35,290.12",364.06M,0.63%
2022년 02월 01일,"35,405.24","35,151.47","35,441.09","34,977.95",394.90M,0.78%
2022년 01월 31일,"35,131.86","34,691.17","35,148.14","34,496.10",474.44M,1.17%
2022년 01월 28일,"34,725.47","34,135.24","34,731.77","33,807.51",568.44M,1.65%
2022년 01월 27일,"34,160.78","34,261.75","34,773.32","34,007.78",527.78M,-0.02%
2022년 01월 26일,"34,168.09","34,520.82","34,815.67","33,876.48",549.31M,-0.38%
2022년 01월 25일,"34,297.73","34,186.64","34,591.04","33,545.52",522.19M,-0.19%
2022년 01월 24일,"34,364.50","34,070.61","34,420.99","33,150.33",678.12M,0.29%
2022년 01월 21일,"34,265.37","34,701.69","34,896.67","34,229.55",523.88M,-1.30%
2022년 01월 20일,"34,715.39","35,102.66","35,490.20","34,670.12",369.07M,-0.89%
2022년 01월 19일,"35,028.65","35,412.30","35,547.83","35,015.49",393.08M,-0.96%
2022년 01월 18일,"35,368.47","35,661.76","35,661.76","35,262.02",427.26M,-1.51%
2022년 01월 14일,"35,911.81","35,996.43","35,996.43","35,641.49",396.47M,-0.56%
2022년 01월 13일,"36,113.62","36,312.49","36,513.88","36,044.22",349.74M,-0.49%
2022년 01월 12일,"36,290.32","36,336.16","36,453.49","36,168.15",317.86M,0.11%
2022년 01월 11일,"36,252.02","36,058.85","36,271.47","35,769.38",363.19M,0.51%
2022년 01월 10일,"36,068.87","36,175.21","36,175.21","35,639.91",440.30M,-0.45%
2022년 01월 07일,"36,231.66","36,249.59","36,382.84","36,111.53",361.42M,-0.01%
2022년 01월 06일,"36,236.47","36,409.05","36,464.19","36,200.68",390.19M,-0.47%
2022년 01월 05일,"36,407.11","36,722.60","36,952.65","36,400.39",468.46M,-1.07%
2022년 01월 04일,"36,799.65","36,636.00","36,934.84","36,636.00",435.08M,0.59%
2022년 01월 03일,"36,585.06","36,321.59","36,595.82","36,246.45",347.93M,0.68%
2021년 12월 31일,"36,338.30","36,385.85","36,484.94","36,303.97",218.21M,-0.16%
2021년 12월 30일,"36,398.08","36,522.48","36,679.44","36,372.13",207.64M,-0.25%
2021년 12월 29일,"36,488.63","36,421.14","36,571.55","36,396.19",214.40M,0.25%
2021년 12월 28일,"36,398.21","36,302.99","36,527.26","36,302.99",239.09M,0.26%
2021년 12월 27일,"36,302.38","35,954.48","36,306.61","35,954.48",250.26M,0.98%
2021년 12월 23일,"35,950.56","35,782.42","36,060.99","35,782.42",250.94M,0.55%
2021년 12월 22일,"35,753.89","35,491.71","35,764.67","35,433.13",290.73M,0.74%
2021년 12월 21일,"35,492.70","35,069.50","35,508.96","35,069.50",349.67M,1.60%
2021년 12월 20일,"34,932.16","35,222.12","35,222.12","34,665.50",388.89M,-1.23%
2021년 12월 17일,"35,365.44","35,800.11","35,800.11","35,284.26",760.83M,-1.48%
2021년 12월 16일,"35,897.64","36,036.28","36,189.83","35,778.21",482.77M,-0.08%
2021년 12월 15일,"35,927.43","35,549.35","35,943.84","35,389.30",432.38M,1.08%
2021년 12월 14일,"35,544.18","35,605.73","35,779.47","35,441.74",451.23M,-0.30%
2021년 12월 13일,"35,650.95","35,958.93","35,958.93","35,609.53",451.59M,-0.89%
2021년 12월 10일,"35,970.99","35,830.55","35,982.69","35,710.43",361.20M,0.60%
2021년 12월 09일,"35,754.69","35,722.26","35,864.24","35,577.14",353.02M,0.00%
2021년 12월 08일,"35,754.75","35,716.85","35,840.52","35,602.65",387.65M,0.10%
2021년 12월 07일,"35,719.43","35,423.99","35,819.47","35,423.99",482.89M,1.40%
2021년 12월 06일,"35,227.03","34,633.43","35,356.75","34,633.43",418.75M,1.87%
2021년 12월 03일,"34,580.08","34,692.78","34,801.31","34,264.57",444.85M,-0.17%
2021년 12월 02일,"34,639.79","34,076.25","34,759.65","34,076.25",470.58M,1.82%
2021년 12월 01일,"34,022.04","34,678.94","35,004.64","34,006.98",498.38M,-1.34%
