,date,bond_usa_2,open,high,low,bond_usa_2_cr
873,2022-11-24,4.4402,4.4381,4.4443,4.4381,-0.74%
874,2022-11-25,4.467,4.442,4.523,4.424,0.60%
875,2022-11-27,4.4629,4.4752,4.4752,4.4629,-0.09%
876,2022-11-28,4.4443,4.465,4.486,4.424,-0.42%
877,2022-11-29,4.4814,4.448,4.49,4.409,0.83%
878,2022-11-30,4.3287,4.481,4.549,4.312,-3.41%
879,2022-12-01,4.2358,4.325,4.368,4.23,-2.15%
880,2022-12-02,4.2841,4.242,4.41,4.181,1.14%
881,2022-12-04,4.3089,4.3131,4.3131,4.3089,0.58%
882,2022-12-05,4.3957,4.311,4.416,4.292,2.01%
883,2022-12-06,4.3664,4.394,4.412,4.339,-0.67%
884,2022-12-07,4.2644,4.373,4.381,4.235,-2.34%
885,2022-12-08,4.3139,4.273,4.326,4.268,1.16%
886,2022-12-09,4.3422,4.318,4.355,4.253,0.66%
887,2022-12-11,4.3589,4.361,4.361,4.3589,0.38%
888,2022-12-12,4.3817,4.363,4.409,4.319,0.52%
889,2022-12-13,4.2141,4.382,4.444,4.139,-3.83%
890,2022-12-14,4.2158,4.222,4.316,4.161,0.04%
891,2022-12-15,4.2404,4.235,4.278,4.196,0.58%
892,2022-12-16,4.1825,4.247,4.3,4.155,-1.37%
893,2022-12-18,4.2056,4.2014,4.2056,4.2014,0.55%
894,2022-12-19,4.2641,4.214,4.268,4.169,1.39%
895,2022-12-20,4.2658,4.26,4.314,4.245,0.04%
896,2022-12-21,4.2232,4.262,4.281,4.198,-1.00%
897,2022-12-22,4.2799,4.219,4.282,4.191,1.34%
898,2022-12-23,4.3275,4.28,4.33,4.259,1.11%
899,2022-12-26,4.3317,4.3275,4.3317,4.3275,0.10%
900,2022-12-27,4.3827,4.334,4.445,4.33,1.18%
901,2022-12-28,4.3574,4.332,4.366,4.328,-0.58%
902,2022-12-29,4.3656,4.351,4.386,4.339,0.19%
903,2022-12-30,4.4279,4.376,4.447,4.37,1.43%
904,2023-01-02,4.4258,4.4258,4.4258,4.4258,-0.05%
905,2023-01-03,4.3803,4.461,4.461,4.343,-1.03%
906,2023-01-04,4.3555,4.382,4.393,4.318,-0.57%
907,2023-01-05,4.4638,4.37,4.497,4.366,+2.49%
908,2023-01-06,4.2578,4.462,4.519,4.245,-4.61%
909,2023-01-08,4.2578,4.2578,4.2578,4.2578,0.00%
910,2023-01-09,4.2077,4.279,4.293,4.185,-1.18%
911,2023-01-10,4.2472,4.212,4.283,4.199,+0.94%
912,2023-01-11,4.22,4.249,4.268,4.207,-0.64%
913,2023-01-12,4.1447,4.228,4.329,4.109,-1.78%
914,2023-01-13,4.2237,4.136,4.243,4.11,+1.91%
915,2023-01-16,4.2406,4.2364,4.2406,4.2364,+0.40%
916,2023-01-17,4.2047,4.241,4.266,4.177,-0.85%
917,2023-01-18,4.0846,4.201,4.217,4.072,-2.86%
918,2023-01-19,4.1285,4.085,4.143,4.041,+1.07%
919,2023-01-20,4.1766,4.131,4.202,4.126,+1.17%
920,2023-01-22,4.1808,4.1766,4.1808,4.1766,+0.10%
921,2023-01-23,4.2316,4.183,4.242,4.159,+1.22%
922,2023-01-24,4.2103,4.225,4.255,4.195,-0.50%
923,2023-01-25,4.1332,4.15,4.17,4.111,-1.83%
924,2023-01-26,4.1888,4.125,4.222,4.123,+1.35%
925,2023-01-27,4.2011,4.187,4.23,4.181,+0.29%
926,2023-01-29,4.2114,4.2135,4.2176,4.2114,+0.25%
927,2023-01-30,4.2402,4.214,4.271,4.197,+0.68%
928,2023-01-31,4.2052,4.244,4.251,4.179,-0.83%
929,2023-02-01,4.1002,4.209,4.265,4.084,-2.50%
930,2023-02-02,4.1001,4.104,4.121,4.036,0.00%
931,2023-02-03,4.2865,4.098,4.318,4.069,+4.55%
932,2023-02-05,4.351,4.3469,4.351,4.3469,+1.50%
933,2023-02-06,4.4744,4.349,4.493,4.334,+2.84%
934,2023-02-07,4.4665,4.477,4.483,4.385,-0.18%
935,2023-02-08,4.4292,4.462,4.482,4.415,-0.84%
936,2023-02-09,4.4841,4.438,4.514,4.409,+1.24%
937,2023-02-10,4.5255,4.495,4.534,4.475,+0.92%
938,2023-02-12,4.5149,4.5128,4.5149,4.5128,-0.23%
939,2023-02-13,4.5217,4.513,4.56,4.504,+0.15%
940,2023-02-14,4.6218,4.524,4.643,4.425,+2.21%
941,2023-02-15,4.633,4.62,4.703,4.59,+0.24%
942,2023-02-16,4.6443,4.635,4.687,4.581,+0.24%
943,2023-02-17,4.6169,4.646,4.718,4.615,-0.59%
944,2023-02-20,4.664,4.6576,4.6683,4.6576,+1.02%
945,2023-02-21,4.729,4.666,4.738,4.645,+1.39%
946,2023-02-22,4.6974,4.714,4.714,4.654,-0.67%
947,2023-02-23,4.7036,4.693,4.728,4.679,+0.13%
948,2023-02-24,4.8136,4.704,4.84,4.677,+2.34%
949,2023-02-26,4.8073,4.8094,4.8094,4.8073,-0.13%
950,2023-02-27,4.7824,4.805,4.857,4.772,-0.65%
951,2023-02-28,4.8179,4.789,4.834,4.787,+0.74%
952,2023-03-01,4.8785,4.834,4.904,4.818,+1.26%
953,2023-03-02,4.8892,4.885,4.944,4.874,+0.22%
954,2023-03-03,4.8606,4.898,4.915,4.835,-0.58%
955,2023-03-05,4.8711,4.8711,4.8711,4.8711,+0.22%
956,2023-03-06,4.8861,4.871,4.901,4.823,+0.52%
957,2023-03-07,5.0148,4.897,5.021,4.851,+2.63%
958,2023-03-08,5.0701,5.036,5.084,4.971,+1.10%
959,2023-03-09,4.87,5.057,5.064,4.868,-3.95%
960,2023-03-10,4.5925,4.834,4.852,4.578,-5.70%
961,2023-03-12,4.4918,4.4353,4.4918,4.4353,-2.19%
962,2023-03-13,4.0158,4.515,4.536,3.939,-12.56%
963,2023-03-14,4.2462,4.03,4.399,3.83,+5.74%
964,2023-03-15,3.8916,4.288,4.413,3.72,-8.35%
965,2023-03-16,4.174,3.885,4.214,3.823,+7.26%
966,2023-03-17,3.8458,4.155,4.256,3.804,-7.86%
967,2023-03-19,3.9605,3.9667,3.973,3.9605,+2.98%
968,2023-03-20,3.9658,3.963,4.029,3.635,+3.12%
969,2023-03-21,4.1791,3.98,4.188,3.923,+5.38%
970,2023-03-22,3.9597,4.16,4.259,3.916,-5.25%
971,2023-03-23,3.8246,3.956,4.009,3.758,-3.41%
972,2023-03-24,3.7667,3.835,3.86,3.555,-1.51%
973,2023-03-26,3.8087,3.8066,3.8129,3.8066,+1.12%
974,2023-03-27,4.0078,3.809,4.033,3.777,+6.40%
975,2023-03-28,4.0804,3.959,4.089,3.895,+1.81%
976,2023-03-29,4.101,4.087,4.14,4.004,+0.50%
977,2023-03-30,4.1215,4.097,4.161,4.035,+0.50%
978,2023-03-31,4.0376,4.107,4.172,4.023,-2.04%
979,2023-04-02,4.1017,4.11,4.11,4.1017,+1.59%
980,2023-04-03,3.9696,4.104,4.139,3.966,-1.68%
981,2023-04-04,3.8211,3.968,4.034,3.819,-3.74%
982,2023-04-05,3.7922,3.842,3.897,3.646,-0.76%
983,2023-04-06,3.8289,3.78,3.837,3.674,+0.97%
984,2023-04-07,3.993,3.8372,3.993,3.8268,+4.29%
985,2023-04-09,3.943,3.943,3.943,3.943,-1.25%
986,2023-04-10,4.0098,3.941,4.024,3.927,+0.42%
987,2023-04-11,4.0329,3.999,4.081,3.964,+0.58%
988,2023-04-12,3.9682,4.027,4.075,3.876,-1.60%
989,2023-04-13,3.9683,3.956,3.996,3.893,0.00%
990,2023-04-14,4.0989,3.97,4.137,3.943,+3.29%
991,2023-04-16,4.1285,4.1348,4.1348,4.1285,+0.72%
992,2023-04-17,4.2048,4.126,4.207,4.099,+2.58%
993,2023-04-18,4.2031,4.186,4.231,4.152,-0.04%
994,2023-04-19,4.248,4.216,4.286,4.201,+1.07%
995,2023-04-20,4.1508,4.252,4.256,4.142,-2.29%
996,2023-04-21,4.1795,4.149,4.203,4.094,+0.69%
997,2023-04-23,4.1859,4.1837,4.1859,4.1837,+0.15%
998,2023-04-24,4.1053,4.186,4.186,4.093,-1.78%
999,2023-04-25,3.948,4.082,4.101,3.904,-3.83%
1000,2023-04-26,3.9488,3.932,3.998,3.869,+0.02%
1001,2023-04-27,4.0806,3.945,4.111,3.926,+3.34%
1002,2023-04-28,4.0208,4.07,4.109,4.006,-1.47%
