date,dji_cr,dji_f_cr,dxy_cr,ixic_f_cr,bond_kor_10_cr,bond_kor_2_cr,kosdaq_cr,kospi_cr,krw_cr,ixic_cr,spx_f_cr,sox_cr,spx_cr,bond_usa_10_cr,bond_usa_2_cr,bond_usa_3m_cr,vix_cr,wti_cr,spsy_cr,spny_cr,spxhc_cr,splrcd_cr,splrci_cr,splrcu_cr,splrcs_cr,splrct_cr,splrcl_cr,splrcm_cr,ixbk_cr,ixfn_cr,ixid_cr,ixis_cr,ixk_cr,ixtr_cr,ixut_cr,nbi_cr,bkx_cr,dji_cr_2,dji_f_cr_2,dxy_cr_2,ixic_f_cr_2,bond_kor_10_cr_2,bond_kor_2_cr_2,kosdaq_cr_2,kospi_cr_2,krw_cr_2,ixic_cr_2,spx_f_cr_2,sox_cr_2,spx_cr_2,bond_usa_10_cr_2,bond_usa_2_cr_2,bond_usa_3m_cr_2,vix_cr_2,wti_cr_2,spsy_cr_2,spny_cr_2,spxhc_cr_2,splrcd_cr_2,splrci_cr_2,splrcu_cr_2,splrcs_cr_2,splrct_cr_2,splrcl_cr_2,splrcm_cr_2,ixbk_cr_2,ixfn_cr_2,ixid_cr_2,ixis_cr_2,ixk_cr_2,ixtr_cr_2,ixut_cr_2,nbi_cr_2,bkx_cr_2
2022-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-18,,,,,2.08%,0.29%,-0.38%,-0.76%,-0.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18270401948843568,-4.083044982698973,-0.30949683759946245,-0.7520709339651325,0.40548384195940557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-19,-0.11%,-0.13%,0.44%,0.10%,0.96%,1.08%,-0.67%,-0.11%,+0.57%,-0.14%,-0.02%,1.88%,-0.02%,0.35%,-1.57%,-2.50%,-2.33%,1.18%,0.61%,1.51%,-1.12%,0.34%,-0.38%,-0.49%,-0.81%,0.32%,-0.16%,0.08%,0.22%,-0.70%,-0.06%,-0.55%,0.36%,-0.60%,-1.46%,-2.86%,0.91%,-0.442355711990742,-0.4901107824372137,0.853739562395477,-2.20616671940372,0.963855421686748,1.0830324909747222,-1.0538710998758527,-0.8650168894691455,0.4121448603828749,-2.281140782974147,-1.249366874894479,-1.0941527706413259,-1.2346539707956108,1.025459688826038,-0.4112377850162866,-0.8894536213468875,1.6040347679415774,3.7985602728754495,-0.43719626429577624,1.9301944688704764,-1.575797426349939,-1.2402602972824355,-0.47739769894756273,-0.4813082702515653,-0.8546890282190115,-2.1341504868984322,-1.9740304735331706,-0.2584047063440493,-0.9884352929382941,-1.9934294735126419,-1.8311000106084698,-0.4884818164140472,-2.417041695882556,-0.4690293928145383,-2.7638078313374663,-3.9573484508932872,-0.4647586947636074
2022-04-20,1.45%,1.54%,0.20%,2.23%,0.33%,-0.21%,1.45%,0.95%,+0.35%,2.15%,1.65%,2.21%,+1.61%,2.92%,6.21%,9.74%,-3.61%,-5.22%,1.32%,-0.96%,0.93%,2.91%,1.81%,0.61%,1.47%,1.84%,2.07%,0.93%,3.56%,1.92%,2.52%,0.95%,1.98%,2.46%,2.31%,0.81%,2.18%,1.335130106360724,1.4057861342336573,0.6359273878969233,2.3283850652271703,1.2951807228915708,0.866425992779784,0.7701954803322985,0.8467850674025011,0.9233099113329304,2.011673037337657,1.6353276353276351,4.1281680649044405,1.584941913540756,3.266596417281348,4.539418085234819,6.999999999999992,-5.859030303987669,-4.104721379069278,1.9400737421064165,0.5315702718421441,-0.19866956288918744,3.2575259243596015,1.4181952829001576,0.11902076226508837,0.6464466200184591,2.165538289293683,1.9078702109109513,1.0121120786377054,3.7972880821684423,1.201802209424131,2.4574728985732537,0.40089879477138834,2.3454856479473425,1.8425671030283302,0.81591457397673,-2.0782641826278243,3.109737984259513
2022-04-21,0.71%,0.68%,-0.54%,-1.49%,-1.43%,-1.04%,-0.28%,-0.01%,-0.47%,-1.22%,-0.08%,-0.35%,-0.06%,-3.61%,-0.86%,-3.86%,-4.91%,0.19%,0.69%,0.41%,1.34%,-1.36%,0.54%,0.80%,1.46%,-0.13%,-4.07%,0.69%,0.26%,-0.07%,-2.53%,1.22%,-0.96%,0.25%,-0.53%,0.26%,0.70%,2.1768696208694513,2.2323900562469032,-0.34634601696401945,0.6974528590174542,-1.1038186157517877,-1.2499999999999893,1.1652867402095681,0.9460822155833881,-0.12629329188322286,0.9053907766853396,1.5672194677152789,1.8478606130694002,1.5429140034929658,-0.8050402520126052,5.290486119628765,5.512820512820503,-8.344611525048684,-5.045743582541188,2.014128460437324,-0.552849094036594,2.2851176489104565,1.5159364214567461,2.360456936412226,1.411891293971828,2.9566760919976187,1.7049069700183168,-2.0853859850082026,1.6241181396518483,3.8312731872810297,1.8483450403749035,-0.07407152091289824,2.186685839338819,0.9925127236583022,2.712535107754852,1.7693937681501646,1.0687655856197,2.8949792055442036
2022-04-22,-1.05%,-1.05%,0.20%,-1.97%,-0.75%,-1.88%,0.08%,0.35%,+0.74%,-2.07%,-1.46%,-2.66%,-1.48%,2.60%,3.83%,0.61%,11.61%,1.01%,-1.54%,-3.10%,-1.11%,-1.23%,-1.00%,-1.59%,-0.11%,-1.73%,-2.41%,-1.68%,-1.72%,-2.37%,-1.72%,-0.83%,-2.32%,1.10%,-1.38%,-2.34%,-1.81%,-0.3392535995623718,-0.3788639820900663,-0.34665671418703653,-3.439483725755684,-2.170680939637227,-2.899069434502504,-0.20181253893893727,0.3427894739252371,0.2646164271941762,-3.267407266552,-1.5417390816841399,-2.9966095343394015,-1.5362342874943176,-1.0884353741496609,2.933364129807139,-3.271028037383181,6.13008616984863,1.1993012736090192,-0.86041527487489,-2.7027486104075304,0.22200934047071763,-2.5714636626676546,-0.46300814492573494,-0.8089121990654022,1.3568818526549418,-1.8573375785526278,-6.383723887102892,-0.9984270392790701,-1.4642553362042476,-2.4327994435568394,-4.204889910806169,0.3843363076920183,-3.2673480423062324,1.3537168776987338,-1.9002233534853104,-2.0822486813404226,-1.1216338212655237
2022-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,-2.82%,-2.83%,0.60%,-2.73%,1.73%,1.92%,-0.74%,-0.86%,+0.10%,-2.55%,-2.81%,-2.25%,-2.77%,-0.11%,0.14%,0.00%,24.38%,-1.66%,-3.00%,-2.43%,-3.63%,-2.37%,-2.49%,-1.68%,-1.59%,-2.79%,-3.30%,-3.73%,-1.47%,-2.05%,-2.02%,-2.65%,-2.78%,-2.50%,-2.56%,-2.25%,-2.49%,-3.837771167767006,-3.8513070498018753,0.7926920950440351,-4.65020796515468,0.9653092006033192,0.0,-0.6620481012989247,-0.5142175374922974,0.8470729374381771,-4.562380625240637,-4.2251150263719,-4.849146311966845,-4.208366502595613,2.50529287226534,3.976235778355931,0.6075334143377891,38.82873773693081,-0.6618007836260644,-4.490369490662757,-5.459819924452092,-4.696372653871533,-3.577212326237933,-3.4625196547016976,-3.2485470660613016,-1.6983560325922913,-4.472891399719743,-5.630716248803897,-5.3412573082722705,-3.157733760374438,-4.368529082278715,-3.7103050988954784,-3.457937444353683,-5.041951548785696,-1.4303398325782626,-3.9052268775082126,-4.532793661948132,-4.249169988579828
2022-04-26,0.70%,0.70%,0.55%,1.36%,-2.87%,-1.87%,-2.49%,-1.76%,+0.48%,1.29%,0.60%,1.76%,+0.57%,-2.39%,-1.24%,-6.37%,-4.22%,-3.46%,0.16%,-3.34%,0.66%,0.78%,0.00%,-0.72%,0.41%,1.44%,1.53%,-0.29%,0.11%,0.60%,0.66%,0.26%,1.86%,0.88%,0.58%,1.42%,0.06%,-2.136366142068657,-2.1435362586072775,1.1479503821673536,-1.402218054012711,-2.874432677760974,-1.8667642752562281,-3.209702914486508,-2.6053741883038435,0.5865739734955435,-1.2888446844162877,-2.226397904566678,-0.5345370220564966,-2.2200170245308004,-2.9948364888123837,-1.863539604884791,0.24154589371980698,19.13580288443587,-5.058290734839546,-2.8407881421466294,-5.690241049597292,-2.9898071563130046,-1.6165396796032867,-2.4851804919499547,-2.3918065538091673,-1.1924822913865323,-1.3951622184117574,-1.8218430647297228,-4.008937489522799,-1.3553360222256514,-1.4584286169801846,-1.3794615739920528,-2.404705164535888,-0.9738373350042887,-1.6412636231030757,-1.9912749371514322,-0.8641370647822669,-2.428366807640472
2022-04-27,-2.38%,-2.37%,0.54%,-3.84%,-0.47%,-0.97%,1.26%,0.42%,+0.85%,-3.95%,-2.85%,-4.38%,-2.81%,-3.19%,-5.57%,3.13%,24.06%,3.21%,-2.55%,0.04%,-1.90%,-4.99%,-2.19%,-1.04%,-1.48%,-3.71%,-3.16%,-1.55%,-3.12%,-2.68%,-4.68%,-2.28%,-3.81%,-2.82%,-2.82%,-3.63%,-2.58%,-1.6894265732779186,-1.6840607210626186,1.091760332092334,-2.527427266259782,-3.3282904689863937,-2.8184480234260763,-1.2592444334970938,-1.3457968828248466,1.3310720113173413,-2.714712446148233,-2.2672681469330365,-2.6994832090295686,-2.260884221565716,-5.50744717700034,-6.742079747453861,-3.440496333897346,18.82311785048496,-0.36249901801537227,-2.388156601211629,-3.297119212317081,-1.2488010384547077,-4.249331143687509,-2.1916743305303394,-1.7543381502878486,-1.0776961040782551,-2.3258173577264167,-1.685391224112139,-1.8350676884840131,-3.0079588296180555,-2.0926432354930125,-4.052596887835499,-2.0325221034536822,-2.0220448867520213,-1.960584897553538,-2.2523234870470006,-2.2678525503881124,-2.5247740009700936
2022-04-28,0.19%,0.20%,0.63%,-0.05%,-1.00%,0.75%,-1.64%,-1.10%,+0.44%,-0.01%,0.23%,-0.49%,+0.21%,3.59%,4.41%,-3.27%,-5.73%,0.31%,-0.10%,1.48%,-0.12%,-0.07%,0.35%,-0.46%,0.27%,1.36%,-2.62%,1.48%,-0.23%,0.16%,0.03%,0.44%,0.09%,0.63%,-0.47%,-0.36%,-0.65%,-2.1954275616055776,-2.17576917414986,1.1732455630701581,-3.8915464602995766,-1.4641744548286653,-0.2237970906378302,-0.4067427620971311,-0.6800504685764017,1.2934965202783837,-3.9671348563929656,-2.620697687962262,-4.847504286959594,-2.6107278195208665,0.2838892831795602,-1.400410990181899,-0.240963855421687,16.95040653631847,3.531556418922973,-2.6482179272043074,1.525339829463516,-2.0155102736779655,-5.054313255391619,-1.8468002543932112,-1.4974817275769159,-1.214100709512479,-2.403208920162805,-5.695750686110491,-0.09127474596730595,-3.336597181178681,-2.527131035704933,-4.653089645750508,-1.8487000718117157,-3.727381136215945,-2.208762089459914,-3.277060932404148,-3.9797622849964585,-3.2121970967171594
2022-04-29,1.85%,1.81%,0.68%,3.43%,0.16%,2.62%,-0.44%,1.08%,+0.46%,3.06%,2.47%,5.58%,+2.47%,0.22%,1.48%,-0.36%,-5.09%,3.27%,1.30%,3.13%,1.35%,2.32%,1.14%,1.11%,1.43%,4.04%,3.88%,1.56%,1.22%,1.68%,2.30%,0.03%,4.58%,2.99%,-0.72%,-0.27%,1.25%,2.0343179364770094,2.0144752714113388,1.310615706107475,3.3708512599877074,-0.8450704225352016,3.389830508474588,-2.078669278682408,-0.030733623205962488,0.9074539728874191,3.0485786423974384,2.7095072533269393,5.061323847181833,2.689691511783871,3.812316715542509,5.960104775337494,-3.621495327102807,-10.53102815763212,3.5988237678827537,1.1943315733237665,4.661356012634118,1.2327351990821314,2.2465601235554993,1.5024546030405406,0.639277923813646,1.700109014510022,5.450616073414291,1.1674852794027093,3.0632713696948195,0.9938592158320291,1.8395307964457295,2.3336305791834864,0.47278995189403994,4.670392085126245,3.6388054145073623,-1.1841457775627724,-0.6323008756084819,0.6011317969105404
2022-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02,-2.77%,-2.80%,-0.67%,-4.48%,2.43%,1.28%,1.40%,1.03%,-0.71%,-4.17%,-3.64%,-4.47%,-3.63%,3.72%,3.86%,1.94%,11.37%,-0.64%,-3.41%,-2.47%,-2.48%,-5.92%,-2.62%,-3.01%,-2.66%,-4.14%,-3.57%,-1.97%,-2.95%,-3.14%,-5.20%,-4.78%,-3.99%,-2.81%,-4.77%,-2.25%,-3.29%,-0.9750748771831211,-1.0353337747547102,0.0,-1.2068567914520716,2.5924754979449984,3.925233644859813,0.9562819293288101,2.121588330362206,-0.25586960126987207,-1.2354144264013818,-1.2618862508223192,0.8577150543143351,-1.2435587338311012,3.96319886765747,5.399459668081818,1.5700483091787454,5.696206084429994,2.617139664963227,-2.1557482125560616,0.585147247256405,-1.1580247341293257,-3.736578343897741,-1.5081783432789675,-1.9348502366886269,-1.2765208309667075,-0.26483662905184713,0.17198458884707496,-0.4418943270445906,-1.7578946477490414,-1.5137134972264394,-3.0123138929802957,-4.74976723277647,0.4045051816144766,0.09907965590612539,-5.450517553119075,-2.515755550658568,-2.073139820009012
2022-05-03,0.26%,0.30%,0.78%,1.72%,4.23%,4.83%,-0.32%,-0.28%,+0.35%,1.63%,0.57%,3.51%,+0.57%,1.47%,-0.43%,-10.78%,-3.17%,0.46%,0.02%,1.37%,-0.68%,1.36%,0.17%,-1.04%,-1.29%,1.56%,2.42%,-0.33%,1.04%,0.22%,1.12%,0.25%,2.14%,0.32%,1.77%,1.40%,1.11%,-2.5205825538813507,-2.5067991013361715,0.1032252499339064,-2.8372879466359464,4.234930448222566,4.8275862068965525,1.0759719504516718,0.7482675103026815,-0.36160394934399614,-2.6066111414886004,-3.0932648535076455,-1.116364433125692,-3.08151603498542,1.327433628318574,0.00732359295470277,-4.875148632580252,7.8359466468982495,-0.18033640879419505,-3.389174925346386,-1.1381436772112428,-3.139370898061175,-4.638442388002086,-2.4581530613390665,-4.020369808259475,-3.9210299533240742,-2.6384083657758257,-1.2367888915240275,-2.2947989748254503,-1.9371087665284086,-2.930836157013349,-4.136606766455361,-4.538708187021499,-1.9391909554693127,-2.496960043211333,-3.085902353571361,-0.8764968100966096,-2.2144149427788724
2022-05-04,0.20%,0.16%,-0.26%,0.11%,1.07%,0.35%,0.64%,-0.26%,-0.56%,0.22%,0.44%,0.75%,+0.48%,0.07%,1.95%,15.62%,-9.55%,-2.62%,1.26%,2.87%,0.34%,-0.29%,0.70%,0.37%,-0.24%,0.18%,0.54%,1.12%,1.24%,1.40%,0.05%,1.02%,0.20%,1.20%,-0.10%,0.47%,1.65%,0.45964507212959327,0.4592178091356974,0.5176663209234796,1.8323996265172737,5.347758887171563,5.190562613430136,0.31168912121787784,-0.5413661203423341,-0.2121881507169318,1.857533934657945,1.0115081768625076,4.286337234217349,1.0539868778028494,1.5337423312883411,1.5092963908129904,3.1560165049626394,-12.425153701455411,-2.177857222396153,1.2828978900050119,4.273164885350485,-0.3457473192282876,1.0659070285112835,0.8700407702646452,-0.6770233707232973,-1.5262177812692783,1.744551269925343,2.97429653383617,0.7884379653620868,2.290908664843901,1.6199276450046591,1.1723515608552848,1.2679187698612573,2.346585686358115,1.5294110915907155,1.6668808656202985,1.8842566543455057,2.780306429099451
2022-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-06,2.81%,2.83%,-0.87%,3.39%,1.58%,3.52%,-0.83%,-0.11%,-0.70%,3.19%,3.02%,3.90%,+2.99%,-1.10%,-4.67%,-0.32%,-13.09%,5.27%,3.02%,4.11%,2.20%,2.85%,2.87%,2.22%,2.17%,3.51%,3.68%,3.24%,2.82%,2.05%,2.83%,3.17%,3.67%,3.13%,3.69%,1.68%,3.34%,3.0233310459295555,2.9987871437234688,-1.1294615610224004,3.5053163007725847,2.6690391459074823,3.8781163434903085,-0.1951619781476248,-0.36763039282617455,-1.2623174570614828,3.420869114342702,3.4750662490966033,4.683613785983547,3.4843985387617975,-1.041316761840769,-2.812053751235765,15.25,-21.3976501040313,2.5102210094246997,4.31842179523685,7.098787249180889,2.5422357600486105,2.553786446148801,3.5896854885414045,2.597036479882218,1.9211533847452538,3.69970515199214,4.235071863306287,4.402395991893785,4.09019827864058,3.477569031250237,2.8811647775089275,4.219234729307183,3.880030232383048,4.37097372793637,3.588068954784286,2.160799609365772,5.050326031839971
2022-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,-0.30%,-0.31%,-0.10%,-1.26%,0.26%,-1.18%,-1.76%,-1.23%,+0.06%,-1.40%,-0.57%,-0.78%,-0.70%,3.55%,0.86%,-0.35%,-3.24%,1.39%,-0.72%,2.91%,-0.30%,-1.31%,-0.65%,0.80%,-0.04%,-0.79%,-1.31%,-1.37%,-1.45%,-1.60%,-1.63%,-0.69%,-0.97%,-0.98%,-1.20%,-3.84%,-1.06%,-3.4106030404268255,-3.414878271365068,1.0721859515597336,-6.17459584295612,-0.7221259387637305,-2.5666666666666655,-2.572808315904629,-1.3411859045005612,1.4766162475729334,-6.326332664382699,-4.091729235783714,-5.744059442155667,-4.112163007509004,6.653088934147988,3.0365821497193237,-8.026030368763564,18.764753908132576,1.818012363285153,-3.6117601067432124,1.4788475853628378,-2.2509432770787616,-7.045579814823551,-3.2916070278930345,-0.2803480665236699,-1.9364465173821195,-5.683196627495465,-5.340078225292103,-4.434528471465043,-4.198115561986503,-4.83397785843417,-7.063452771879529,-2.9090611503036667,-6.172076612288687,-3.853528184329031,-3.803462245594081,-7.717526053067579,-3.7639020260447555
2022-05-10,-1.99%,-1.98%,-0.00%,-3.95%,-0.20%,-1.78%,,,+0.34%,-4.29%,-3.20%,-5.13%,-3.20%,-3.46%,-5.29%,-1.21%,15.10%,-6.09%,-2.46%,-8.30%,-2.57%,-4.26%,-2.41%,-0.77%,0.05%,-3.94%,-2.44%,-3.24%,-1.18%,-4.34%,-4.82%,-1.88%,-4.19%,-3.29%,-1.72%,-4.92%,-1.90%,-2.2797449653624513,-2.2759039805530232,-0.10886009930075521,-5.166044485923161,-0.20467836257310285,-1.7777777777777644,,,0.40025212732429305,-5.6377486806600805,-3.759126289748386,-5.870176971144743,-3.880666027675702,-3.4373010821133065,-5.009323924092289,-1.7688679245283037,11.37820240465305,-4.775545627492318,-3.157538647545434,-5.631804537699818,-2.858572783619999,-5.507066805683867,-3.0358572344258654,0.02201537768253641,0.007500069621704271,-4.700140066978287,-3.7133833832854632,-4.560228272741846,-2.6150460732570178,-5.868518911891241,-6.372551344462954,-2.561359907944603,-5.117348702039856,-4.235008147428686,-2.9038932478585253,-8.572812212490662,-2.9375518272098438
2022-05-11,-0.26%,-0.23%,0.24%,1.27%,-0.29%,-0.73%,-3.18%,-1.81%,+0.17%,0.98%,0.23%,2.51%,+0.25%,-1.48%,0.32%,8.88%,-5.06%,-3.23%,-0.80%,0.93%,0.33%,-0.30%,-0.65%,-1.24%,-0.76%,1.58%,0.84%,-0.59%,-1.13%,-1.62%,0.07%,-0.49%,1.73%,-0.33%,0.98%,2.66%,-1.49%,-2.245121516974287,-2.200615684720656,0.24013014131015392,-2.7312289545714115,-0.49707602339181006,-2.4957264957264944,-4.879672802845242,-3.0255047560814043,0.5110276458869762,-3.351186687307597,-2.9797305498240076,-2.7474354698236967,-2.9657995702513,-4.869509866327181,-4.990703948087939,7.566413662239099,9.274597863125152,-9.119062415010301,-3.2358112139330006,-7.446643356738113,-2.2465572360888175,-4.541086837137294,-3.037023877471566,-2.006170320024336,-0.7065886856961933,-2.422521543366135,-1.6189503893038277,-3.80602475613524,-2.299153415109335,-5.885319145261764,-4.752995170143783,-2.363202288676746,-2.529786735943022,-3.61136434022649,-0.7584468591650323,-2.3898842665499727,-3.359998914930556
2022-05-12,-1.02%,-1.07%,-0.07%,-3.07%,-3.82%,-3.44%,1.19%,-0.17%,+0.20%,-3.18%,-1.66%,-3.04%,-1.65%,-2.15%,1.58%,-0.33%,-1.30%,5.96%,-1.00%,1.37%,-0.64%,-3.57%,-0.93%,0.77%,-0.35%,-3.30%,-1.51%,0.03%,-1.60%,-2.15%,-3.13%,-1.45%,-3.53%,-1.03%,-1.64%,-3.61%,-1.78%,-1.2764177974800177,-1.2997108298871303,0.17841579459521106,-1.8370066632496158,-4.10196308233225,-4.142011834319534,-2.0221149080627816,-1.9754128379723876,0.37275951910098254,-2.228376449142882,-1.4357366771159876,-0.6065588228644233,-1.4045760214870553,-3.592617007251153,1.9053851187497632,8.523409363745506,-6.302154321464704,2.541471374190991,-1.792815571990415,2.3121078565689688,-0.31097759187639007,-3.8533413752383656,-1.5686255676222967,-0.48413096887725887,-1.0987273878034058,-1.7736842974728766,-0.6811789147527209,-0.5566339858915891,-2.7133939627264096,-3.7301297032137555,-3.063753757015432,-1.9327210861577386,-1.8677699756248198,-1.355176116495623,-0.6806341868067728,-1.0452956197435237,-3.234867411272341
2022-05-13,-0.33%,-0.29%,0.98%,-0.19%,-3.24%,-0.87%,-3.77%,-1.63%,+0.91%,0.06%,-0.08%,0.54%,-0.13%,-2.38%,-2.56%,3.98%,-2.43%,0.40%,-0.71%,0.10%,0.92%,0.80%,0.14%,-1.16%,-0.06%,-1.14%,0.51%,-0.19%,-0.06%,1.08%,0.69%,0.09%,-0.86%,-0.08%,1.69%,2.93%,-0.58%,-1.3384003290599789,-1.3556892199333064,0.9178130062521208,-3.2532998623370313,-6.935057302380258,-4.277699859747542,-2.6257435839086884,-1.790059903098206,1.115567811481575,-3.1242142893631564,-1.738912866704197,-2.5143674532356948,-1.7737843815998362,-4.483104717296752,-1.0168060778144412,3.638368246968017,-3.698093842473015,6.385319748177981,-1.7033565236536783,1.464902378359216,0.2781441022711164,-2.799554704487171,-0.7907009815990909,-0.39551639284969603,-0.4042924866109632,-4.399115346669814,-1.0056354988455352,-0.15857740853255434,-1.660199689790485,-1.0952526707298968,-2.461285962791062,-1.3668317971959352,-4.360959550766993,-1.1089752508623745,0.022550386809101916,-0.7913422513146483,-2.3454773943400444
2022-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,1.47%,1.48%,-0.26%,3.65%,1.55%,-0.92%,2.33%,2.12%,-0.95%,3.82%,2.36%,5.06%,+2.39%,2.54%,0.33%,5.11%,-9.13%,4.11%,1.37%,3.38%,1.05%,4.10%,1.24%,1.09%,1.42%,3.44%,2.51%,1.53%,0.69%,3.47%,4.36%,2.04%,3.84%,2.20%,1.94%,3.36%,1.07%,1.1388752139386653,1.1876634218567872,0.7191420798263795,3.450364460410618,-1.7415215398716755,-1.779230210602757,-1.530577989540031,0.4617563221785624,-0.04534686442068812,3.878479832657643,2.277208828954901,5.634194864845482,2.25428061740505,0.10256410256410647,-2.232378937825805,9.292035398230084,-11.332924995158404,4.521803822434231,0.65133170067895,3.485285558035857,1.9874442721933065,4.9268700096594715,1.3757246148994902,-0.07462795471912786,1.3611743484327394,2.266823481875766,3.037334697433837,1.3426205266339841,0.6302400428808941,4.579612409782513,5.083342037613305,2.1259286114511142,2.9523626612099436,2.116597406881638,3.6685078697847207,6.3885860986133425,0.48693383145275204
2022-05-17,0.08%,0.12%,-0.40%,-1.11%,1.89%,4.75%,0.37%,-0.29%,+0.15%,-1.20%,-0.37%,-1.69%,-0.39%,-1.92%,-1.11%,1.81%,-4.85%,3.36%,-0.78%,2.62%,0.69%,-2.12%,-0.17%,0.33%,0.45%,-0.91%,-0.59%,-0.19%,-1.18%,-1.20%,-1.77%,-0.44%,-1.14%,-1.19%,-0.42%,0.49%,-1.13%,1.5540953866923093,1.6017945153544801,-0.6644672435788338,2.4901127874615496,1.8885448916408654,4.747774480712154,2.709741091474033,1.8234721489291468,-0.8011032601958533,2.5664506701942473,1.9733910497167229,3.284159964739973,1.9829112893376288,-1.4344262295081904,-0.5563497276204361,3.947368421052624,-13.534784647314613,7.603881940705808,0.5794447424406434,6.0958062590174,1.7512451286796356,1.8955761861920293,1.0661073807307102,1.4233770276886426,1.881734622268369,2.5045841691303763,1.9085737780560597,1.3431910968956124,-0.4979461087607141,2.2210660844500896,2.516092171264585,1.588208264301399,2.6550035396728235,0.9821671787061578,1.51561160918723,3.873952844518186,-0.06593170955209986
2022-05-18,1.34%,1.31%,-0.76%,2.58%,-0.06%,-0.60%,1.14%,0.92%,-1.08%,2.76%,2.00%,5.01%,+2.02%,3.79%,5.31%,4.19%,-4.99%,-1.58%,2.69%,1.14%,1.38%,2.68%,2.28%,1.03%,-1.15%,2.91%,1.82%,2.86%,3.30%,1.79%,2.86%,2.17%,2.75%,3.37%,2.44%,3.02%,3.89%,1.422289409142665,1.4352428393524286,-1.1603831841646148,1.4334457208616824,1.826625386996909,4.117210682492573,1.5121633516762667,0.6220606101059467,-0.9347256443349404,1.5207075921219821,1.6170159835810685,3.2362930887387438,1.614358245379472,1.8014955812372513,4.145694855342525,6.07712897789235,-9.594736325741046,1.7286665752897792,1.892834812080816,3.79746835443038,2.0822713458166136,0.5053482483995558,2.1074462796547513,1.3554241277194925,-0.7032437217503117,1.9761772513800742,1.2211613388818174,2.6709187747940595,2.074841211312161,0.5705445287871246,1.0397474084665626,1.720840906283761,1.5742512443747443,2.1381804655102634,2.0101719762638885,3.5253245699894147,2.7210939006362875
2022-05-19,-3.57%,-3.50%,0.44%,-4.97%,0.94%,-0.28%,0.00%,0.21%,+0.70%,-4.73%,-3.97%,-5.17%,-4.04%,-3.71%,-1.60%,-2.90%,18.62%,-2.50%,-2.80%,-2.75%,-2.60%,-6.60%,-3.75%,-1.03%,-6.38%,-4.74%,-3.41%,-3.18%,-2.24%,-2.97%,-5.56%,-2.11%,-4.92%,-6.19%,-2.63%,-2.88%,-2.88%,-2.2758279883171637,-2.235766037501166,-0.3243737489659681,-2.525572183997223,0.8811911273169224,-0.8852691218130281,1.1363480839416058,1.1322547912706693,-0.39441415829676985,-2.0976082705606616,-2.047568512391535,-0.4143783830965859,-2.1040366665751926,-0.06930006930007705,3.6287346050740092,1.168451801363195,12.704768323097507,-4.036778225520365,-0.1811659906851666,-1.6377231091861062,-1.2515334184836677,-4.0957945787914225,-1.5593536061743374,-0.013782511961251452,-7.458669599683505,-1.967542998447736,-1.6462791079274106,-0.4024567113102039,0.9857188412219541,-1.2330115547067217,-2.8627712474255906,0.018595189404748892,-2.301724461243269,-3.032618059942246,-0.2591166207041613,0.05087599058308098,0.8953860426948403
