,date,qnet,open,high,low,volume,qnet_cr
448,2023-10-03,913.97,931.26,934.28,909.87,,-2.54
449,2023-10-04,925.15,917.58,926.75,914.37,,1.22
450,2023-10-05,921.33,924.06,924.24,908.57,,-0.41
451,2023-10-06,941.47,913.84,944.36,913.59,,2.19
452,2023-10-09,943.87,932.47,946.46,926.42,,0.25
453,2023-10-10,952.86,946.84,960.79,945.75,,0.95
454,2023-10-11,959.77,957.61,964.45,951.98,,0.73
455,2023-10-12,949.3,960.27,963.12,943.51,,-1.09
456,2023-10-13,931.36,949.26,951.56,927.98,,-1.89
457,2023-10-16,946.41,937.24,949.22,934.62,,1.62
458,2023-10-17,948.93,938.57,952.85,938.1,,0.27
459,2023-10-18,929.57,942.88,948.31,927.42,,-2.04
460,2023-10-19,926.78,939.4,943.57,924.95,,-0.3
461,2023-10-20,912.17,924.63,926.2,909.09,,-1.58
462,2023-10-23,917.99,907.47,927.6,901.71,,0.64
463,2023-10-24,931.33,925.6,937.1,922.63,,1.45
464,2023-10-25,898.4,920.41,920.53,896.08,,-3.54
465,2023-10-26,881.23,894.39,897.87,875.39,,-1.91
466,2023-10-27,885.62,892.5,896.33,882.39,,0.5
467,2023-10-30,904.76,896.7,908.98,895.01,,2.16
468,2023-10-31,909.6,906.56,910.75,898.12,,0.53
469,2023-11-01,922.28,912.14,923.37,908.8,,1.39
470,2023-11-02,946.32,939.39,946.87,938.14,,2.61
471,2023-11-03,967.49,953.36,970.61,952.38,,2.24
472,2023-11-06,966.89,971.27,973.05,959.95,,-0.06
473,2023-11-07,980.65,970.24,984.08,966.47,,1.42
474,2023-11-08,981.61,979.34,984.19,975.3,,0.1
475,2023-11-09,974.49,984.66,989.45,973.19,,-0.73
476,2023-11-10,992.94,974.58,993.36,972.89,,1.89
477,2023-11-13,993.32,987.99,996.28,984.45,,0.04
478,2023-11-14,1017.06,1009.22,1019.87,1009.08,,2.39
479,2023-11-15,1022.21,1022.99,1029.15,1017.42,,0.51
480,2023-11-16,1021.59,1016.05,1022.31,1011.85,,-0.06
481,2023-11-17,1021.93,1019.62,1024.03,1017.02,,0.03
482,2023-11-20,1035.65,1023.18,1037.65,1023.13,,1.34
483,2023-11-21,1029.2,1028.16,1031.49,1023.12,,-0.62
484,2023-11-22,1040.89,1036.63,1044.09,1034.95,,1.14
485,2023-11-24,1039.83,1037.82,1040.84,1036.25,,-0.1
486,2023-11-27,1044.37,1039.91,1049.52,1038.45,,0.44
487,2023-11-28,1048.53,1042.21,1048.83,1039.1,,0.4
488,2023-11-29,1042.63,1052.04,1054.94,1041.46,,-0.56
489,2023-11-30,1041.8,1046.22,1049.38,1032.57,,-0.08
490,2023-12-01,1051.74,1037.93,1052.77,1034.61,,0.95
491,2023-12-04,1042.02,1045.29,1046.72,1034.71,,-0.92
492,2023-12-05,1041.72,1034.16,1043.61,1031.87,,-0.03
493,2023-12-06,1035.88,1048.23,1048.23,1035.25,,-0.56
494,2023-12-07,1051.87,1039.82,1052.99,1039.82,,1.54
495,2023-12-08,1058.49,1045.07,1059.77,1044.08,,0.63
496,2023-12-11,1060.39,1053.2,1061.99,1050.17,,0.18
497,2023-12-12,1067.13,1058.94,1067.21,1054.77,,0.64
498,2023-12-13,1076.73,1068.85,1078.69,1059.55,,0.9
499,2023-12-14,1073.65,1076.06,1081.46,1062.55,,-0.29
500,2023-12-15,1076.62,1076.33,1081.67,1071.65,,0.28
501,2023-12-18,1089.08,1077.26,1092.1,1077.14,,1.16
502,2023-12-19,1099.85,1092.29,1101.38,1091.93,,0.99
503,2023-12-20,1082.71,1098.19,1106.69,1082.44,,-1.56
504,2023-12-21,1099.26,1094.15,1099.59,1088.83,,1.53
505,2023-12-22,1097.99,1098.25,1101.68,1092.74,,-0.12
506,2023-12-26,1100.92,1099.51,1102.73,1097.79,,0.27
507,2023-12-27,1102.47,1102.4,1105.2,1098.45,,0.14
508,2023-12-28,1104.3,1105.06,1107.21,1102.2,,0.17
509,2023-12-29,1095.5,1103.8,1106.81,1091.35,,-0.8
510,2024-01-02,1068.62,1086.44,1086.67,1062.37,,-2.45
511,2024-01-03,1057.87,1056.93,1065.05,1056.43,,-1.01
512,2024-01-04,1054.16,1054.17,1064.84,1050.81,,-0.35
513,2024-01-05,1055.93,1052.73,1064.06,1052.43,,0.17
514,2024-01-08,1079.84,1060.45,1080.53,1060.03,,2.26
515,2024-01-09,1082.37,1073.47,1085.8,1071.96,,0.23
516,2024-01-10,1093.84,1085.59,1098.28,1084.1,,1.06
517,2024-01-11,1098.78,1100.66,1105.46,1082.8,,0.45
518,2024-01-12,1098.42,1100.52,1106.85,1097.42,,-0.03
519,2024-01-16,1090.89,1092.71,1095.99,1085.94,,-0.69
520,2024-01-17,1084.52,1082.07,1085.13,1065.4,,-0.58
521,2024-01-18,1095.31,1090.8,1096.61,1085.27,,0.99
522,2024-01-19,1114.54,1098.92,1114.66,1095.72,,1.76
523,2024-01-22,1113.15,1121.81,1126.12,1112.0,,-0.12
524,2024-01-23,1119.8,1116.59,1122.23,1114.22,,0.6
525,2024-01-24,1128.42,1134.46,1140.39,1127.91,,0.77
526,2024-01-25,1137.5,1134.13,1142.61,1129.43,,0.8
527,2024-01-26,1143.06,1138.07,1149.22,1136.2,,0.49
528,2024-01-29,1161.39,1145.73,1161.89,1144.26,,1.6
529,2024-01-30,1149.07,1157.79,1158.03,1147.02,,-1.06
530,2024-01-31,1121.27,1132.09,1141.98,1119.75,,-2.42
531,2024-02-01,1134.92,1131.17,1137.17,1125.51,,1.22
532,2024-02-02,1172.54,1156.59,1175.39,1148.2,,3.31
533,2024-02-05,1163.78,1167.85,1170.27,1155.46,,-0.75
534,2024-02-06,1167.87,1168.37,1171.34,1160.08,,0.35
535,2024-02-07,1177.94,1170.54,1180.36,1164.56,,0.86
536,2024-02-08,1185.33,1177.27,1188.32,1175.87,,0.63
537,2024-02-09,1194.95,1186.13,1197.39,1183.65,,0.81
538,2024-02-12,1189.94,1194.83,1203.19,1189.09,,-0.42
539,2024-02-13,1162.96,1160.8,1175.09,1156.78,,-2.27
540,2024-02-14,1191.73,1179.41,1192.32,1174.28,,2.47
541,2024-02-15,1202.2,1193.04,1202.64,1189.39,,0.88
542,2024-02-16,1178.61,1195.29,1195.63,1176.93,,-1.96
543,2024-02-20,1163.27,1168.93,1173.41,1154.61,,-1.3
544,2024-02-21,1158.51,1157.76,1161.7,1148.56,,-0.41
545,2024-02-22,1183.75,1181.52,1186.42,1176.28,,2.18
546,2024-02-23,1177.74,1181.34,1184.76,1169.99,,-0.51
547,2024-02-26,1176.45,1178.08,1183.03,1175.47,,-0.11
548,2024-02-27,1183.12,1181.14,1184.22,1173.95,,0.57
549,2024-02-28,1177.98,1179.2,1183.51,1176.05,,-0.43
550,2024-02-29,1193.74,1186.31,1195.68,1180.41,,1.34
551,2024-03-01,1208.36,1196.42,1210.47,1196.39,,1.22
552,2024-03-04,1202.52,1209.2,1209.22,1201.46,,-0.48
553,2024-03-05,1177.44,1193.0,1194.07,1171.63,,-2.09
554,2024-03-06,1183.35,1190.44,1193.64,1179.25,,0.5
555,2024-03-07,1199.23,1191.88,1202.03,1183.44,,1.34
556,2024-03-08,1197.31,1203.19,1218.0,1192.35,,-0.16
557,2024-03-11,1193.41,1196.18,1199.57,1187.48,,-0.33
558,2024-03-12,1210.07,1202.83,1211.95,1194.04,,1.4
559,2024-03-13,1212.98,1208.07,1221.08,1208.07,,0.24
560,2024-03-14,1212.0,1217.21,1218.81,1205.42,,-0.08
561,2024-03-15,1184.31,1196.25,1198.07,1182.77,,-2.28
562,2024-03-18,1197.93,1197.36,1204.02,1194.62,,1.15
563,2024-03-19,1201.81,1193.29,1202.79,1185.85,,0.32
564,2024-03-20,1223.86,1205.17,1225.32,1202.16,,1.83
565,2024-03-21,1223.12,1231.16,1232.97,1222.87,,-0.06
566,2024-03-22,1221.31,1221.99,1223.93,1217.82,,-0.15
567,2024-03-25,1220.59,1215.59,1223.85,1214.52,,-0.06
568,2024-03-26,1217.3,1226.04,1227.94,1216.82,,-0.27
569,2024-03-27,1217.34,1225.71,1226.28,1209.9,,0.0
570,2024-03-28,1213.95,1216.76,1220.68,1213.32,,-0.28
571,2024-04-01,1215.88,1216.66,1223.97,1211.63,,0.16
572,2024-04-02,1212.78,1202.38,1213.72,1196.58,,-0.25
573,2024-04-03,1217.09,1211.09,1222.78,1210.57,,0.36
574,2024-04-04,1201.76,1227.07,1233.41,1201.63,,-1.26
575,2024-04-05,1221.26,1205.07,1226.14,1204.62,,1.62
576,2024-04-08,1218.6,1223.59,1224.64,1217.08,,-0.22
577,2024-04-09,1223.8,1223.68,1225.96,1211.73,,0.43
578,2024-04-10,1215.4,1210.51,1217.77,1208.82,,-0.69
579,2024-04-11,1231.82,1219.55,1234.27,1213.23,,1.35
580,2024-04-12,1209.92,1222.69,1224.66,1206.23,,-1.78
581,2024-04-15,1182.75,1215.46,1216.86,1181.14,,-2.25
582,2024-04-16,1183.77,1180.36,1192.43,1177.73,,0.09
583,2024-04-17,1175.58,1189.7,1191.14,1170.17,,-0.69
584,2024-04-18,1171.39,1179.29,1187.75,1169.93,,-0.36
585,2024-04-19,1149.94,1166.55,1167.06,1145.09,,-1.83
586,2024-04-22,1160.62,1161.49,1168.18,1146.74,,0.93
587,2024-04-23,1185.36,1167.26,1188.05,1166.62,,2.13
588,2024-04-24,1180.63,1189.69,1192.88,1172.71,,-0.4
589,2024-04-25,1163.43,1144.94,1165.38,1139.38,,-1.46
590,2024-04-26,1187.48,1184.88,1190.31,1179.82,,2.07
591,2024-04-29,1182.92,1189.58,1192.94,1177.05,,-0.38
592,2024-04-30,1159.67,1181.33,1184.82,1159.55,,-1.97
593,2024-05-01,1167.86,1161.69,1191.32,1160.94,,0.71
594,2024-05-02,1188.11,1175.42,1188.64,1165.32,,1.73
595,2024-05-03,1207.88,1211.8,1214.51,1204.46,,1.66
596,2024-05-06,1224.94,1212.88,1225.0,1212.11,,1.41
597,2024-05-07,1220.17,1219.29,1224.56,1217.2,,-0.39
598,2024-05-08,1205.94,1207.78,1209.09,1199.42,,-1.17
599,2024-05-09,1209.06,1202.44,1210.17,1197.96,0.00K,0.26
600,2024-05-10,1201.31,1210.22,1211.7,1198.11,0.00K,-0.64
601,2024-05-13,1204.18,1203.69,1204.48,1198.24,0.00K,0.24
602,2024-05-14,1204.87,1202.36,1206.06,1199.1,0.00K,0.06
603,2024-05-15,1219.53,1212.78,1220.12,1205.76,0.00K,1.22
604,2024-05-16,1216.5,1218.99,1224.83,1216.26,0.00K,-0.25
605,2024-05-17,1220.71,1217.87,1223.08,1216.19,0.00K,0.35
606,2024-05-18,1220.71,1217.87,1220.71,1220.71,0.00K,0.0
607,2024-05-20,1227.53,1220.23,1227.93,1219.96,0.00K,0.56
608,2024-05-21,1222.75,1222.8,1225.13,1218.75,0.00K,-0.39
609,2024-05-22,1218.41,1224.94,1225.99,1213.55,0.00K,-0.35
610,2024-05-23,1199.45,1224.11,1224.11,1195.35,0.00K,-1.56
611,2024-05-24,1208.56,1200.19,1213.35,1200.01,0.00K,0.76
612,2024-05-28,1210.39,1207.35,1210.67,1202.61,0.00K,0.15
613,2024-05-29,1205.37,1201.57,1210.93,1201.47,0.00K,-0.41
614,2024-05-30,1184.37,1201.54,1201.54,1180.9,0.00K,-1.74
615,2024-05-31,1186.36,1184.66,1186.97,1164.7,0.00K,0.17
616,2024-06-03,1190.75,1192.56,1196.03,1177.99,0.00K,0.37
617,2024-06-04,1194.21,1189.95,1195.64,1186.48,0.00K,0.29
618,2024-06-05,1208.3,1200.75,1208.3,1197.21,0.00K,1.18
619,2024-06-06,1216.81,1209.21,1219.67,1209.04,0.00K,0.7
620,2024-06-07,1211.88,1214.04,1219.97,1210.67,0.00K,-0.41
621,2024-06-10,1216.57,1209.63,1218.25,1207.83,0.00K,0.39
622,2024-06-11,1225.29,1215.8,1225.42,1210.96,0.00K,0.72
623,2024-06-12,1237.94,1235.52,1245.84,1235.48,0.00K,1.03
624,2024-06-13,1223.52,1234.56,1235.56,1219.93,0.00K,-1.16
625,2024-06-14,1229.52,1226.17,1230.52,1224.27,0.00K,0.49
626,2024-06-17,1236.26,1227.06,1241.4,1223.03,0.00K,0.55
627,2024-06-18,1229.65,1233.87,1235.24,1227.2,0.00K,-0.53
628,2024-06-20,1231.85,1231.48,1235.38,1225.73,0.00K,0.18
629,2024-06-21,1237.96,1234.56,1239.4,1232.1,0.00K,0.5
630,2024-06-24,1230.17,1237.91,1243.82,1228.91,0.00K,-0.63
631,2024-06-25,1242.21,1233.76,1242.63,1233.76,0.00K,0.98
632,2024-06-26,1249.2,1239.72,1250.66,1238.98,0.00K,0.56
633,2024-06-27,1258.89,1252.25,1262.12,1252.25,0.00K,0.78
634,2024-06-28,1247.85,1259.21,1264.92,1247.4,0.00K,-0.88
635,2024-07-01,1250.93,1249.82,1251.74,1236.68,0.00K,0.25
636,2024-07-02,1260.32,1247.91,1260.62,1246.99,0.00K,0.75
637,2024-07-03,1264.39,1259.0,1264.95,1259.0,0.00K,0.32
638,2024-07-05,1282.81,1263.59,1283.6,1263.12,0.00K,1.46
639,2024-07-08,1277.86,1281.14,1281.21,1273.3,0.00K,-0.39
640,2024-07-09,1275.6,1281.09,1282.16,1275.26,0.00K,-0.18
641,2024-07-10,1277.47,1277.44,1278.19,1265.53,0.00K,0.15
642,2024-07-11,1263.52,1277.24,1281.95,1257.68,,-1.09
643,2024-07-12,1266.43,1262.75,1273.89,1261.8,,0.23
644,2024-07-15,1269.79,1269.23,1278.38,1265.08,,0.27
645,2024-07-16,1277.48,1276.68,1281.35,1270.72,,0.61
646,2024-07-17,1244.32,1262.1,1262.3,1240.81,,-2.6
647,2024-07-18,1227.16,1251.07,1251.41,1223.07,,-1.38
648,2024-07-19,1228.86,1227.47,1236.36,1226.06,,0.14
649,2024-07-22,1240.36,1239.51,1244.27,1233.37,,0.94
650,2024-07-23,1242.76,1242.6,1252.54,1241.61,,0.19
651,2024-07-24,1204.56,1227.27,1228.66,1202.89,,-3.07
652,2024-07-25,1192.67,1207.08,1217.42,1180.74,,-0.99
653,2024-07-26,1205.04,1202.82,1212.15,1198.16,,1.04
654,2024-07-29,1207.12,1211.66,1216.66,1205.16,,0.17
655,2024-07-30,1206.14,1211.33,1219.61,1194.16,,-0.08
656,2024-07-31,1220.22,1219.0,1227.42,1213.24,,1.17
657,2024-08-01,1202.9,1231.84,1241.4,1193.66,,-1.42
658,2024-08-02,1169.35,1174.17,1181.35,1158.35,,-2.79
659,2024-08-05,1136.83,1108.89,1150.47,1107.78,,-2.78
660,2024-08-06,1155.64,1142.65,1169.74,1136.62,,1.65
661,2024-08-07,1153.08,1171.63,1184.89,1151.93,,-0.22
662,2024-08-08,1184.99,1166.17,1186.41,1160.13,,2.77
663,2024-08-09,1195.07,1184.3,1196.03,1182.74,,0.85
664,2024-08-12,1191.96,1196.36,1197.91,1187.7,,-0.26
665,2024-08-13,1213.83,1199.2,1214.53,1199.15,,1.83
666,2024-08-14,1213.97,1216.58,1219.12,1205.09,,0.01
667,2024-08-15,1239.53,1227.54,1240.12,1227.1,,2.11
668,2024-08-16,1240.51,1236.27,1245.5,1235.42,,0.08
669,2024-08-19,1257.89,1242.29,1257.89,1241.59,,1.4
670,2024-08-20,1253.25,1257.09,1260.2,1249.23,,-0.37
671,2024-08-21,1261.59,1253.05,1262.98,1251.87,,0.67
672,2024-08-22,1248.45,1263.64,1268.73,1246.56,,-1.04
673,2024-08-23,1260.47,1257.75,1265.13,1251.53,,0.96
674,2024-08-26,1253.91,1259.52,1261.22,1247.53,,-0.52
675,2024-08-27,1254.32,1248.63,1258.44,1244.62,,0.03
676,2024-08-28,1239.44,1253.04,1253.81,1231.47,,-1.19
677,2024-08-29,1245.44,1251.22,1260.88,1243.03,,0.48
678,2024-08-30,1255.63,1252.66,1255.98,1242.56,,0.82
679,2024-09-03,1226.88,1250.39,1252.78,1220.57,,-2.29
680,2024-09-04,1225.64,1220.65,1233.94,1219.25,,-0.1
681,2024-09-05,1229.19,1225.05,1238.34,1222.96,,0.29
682,2024-09-06,1201.4,1232.28,1234.8,1197.82,,-2.26
683,2024-09-09,1211.17,1211.18,1218.07,1203.78,,0.81
684,2024-09-10,1217.47,1217.26,1221.27,1204.62,,0.52
685,2024-09-11,1235.83,1218.22,1237.29,1199.72,,1.51
686,2024-09-12,1249.21,1240.2,1250.72,1235.89,,1.08
687,2024-09-13,1253.9,1247.38,1257.66,1245.94,,0.38
688,2024-09-16,1251.62,1250.42,1253.58,1244.38,,-0.18
689,2024-09-17,1259.73,1259.74,1267.44,1253.69,,0.65
690,2024-09-18,1261.22,1261.64,1273.21,1255.4,,0.12
691,2024-09-19,1295.1,1289.09,1300.41,1286.24,,2.69
692,2024-09-20,1295.92,1296.91,1298.52,1284.74,,0.06
693,2024-09-23,1300.2,1301.53,1304.93,1297.82,,0.33
694,2024-09-24,1315.4,1310.11,1315.73,1298.79,,1.17
695,2024-09-25,1312.46,1312.45,1318.24,1309.92,,-0.22
696,2024-09-26,1321.53,1328.46,1328.88,1310.54,,0.69
697,2024-09-27,1319.31,1324.45,1326.42,1318.59,,-0.17
698,2024-09-30,1320.14,1317.77,1323.9,1310.52,,0.06
699,2024-10-01,1310.72,1321.31,1322.27,1298.82,,-0.71
700,2024-10-02,1311.43,1309.97,1313.54,1303.01,,0.05
701,2024-10-03,1305.65,1301.47,1307.62,1297.1,,-0.44
702,2024-10-04,1327.26,1321.27,1327.62,1312.35,,1.66
703,2024-10-07,1308.3,1324.88,1325.79,1305.22,,-1.43
704,2024-10-08,1319.89,1310.44,1321.21,1306.29,,0.89
705,2024-10-09,1326.76,1317.95,1327.77,1315.71,,0.52
706,2024-10-10,1325.36,1322.73,1330.06,1319.51,,-0.11
707,2024-10-11,1339.6,1328.46,1342.59,1327.94,,1.07
708,2024-10-14,1343.35,1342.43,1348.25,1340.85,,0.28
709,2024-10-15,1333.58,1342.19,1343.94,1328.84,,-0.73
710,2024-10-16,1333.72,1331.78,1334.07,1324.59,,0.01
711,2024-10-17,1327.38,1339.0,1339.41,1324.98,,-0.48
712,2024-10-18,1342.13,1336.63,1344.14,1336.22,,1.11
713,2024-10-21,1342.25,1338.1,1342.35,1330.66,,0.01
714,2024-10-22,1342.64,1336.06,1346.43,1334.53,,0.03
715,2024-10-23,1320.11,1340.41,1341.35,1313.26,,-1.68
716,2024-10-24,1323.67,1322.64,1324.51,1317.1,,0.27
717,2024-10-25,1327.89,1329.75,1341.57,1326.22,,0.32
718,2024-10-28,1337.36,1340.46,1343.05,1336.62,,0.71
719,2024-10-29,1348.73,1337.67,1351.71,1333.26,,0.85
720,2024-10-30,1348.52,1355.69,1360.59,1347.83,,-0.02
721,2024-10-31,1320.98,1338.6,1342.38,1318.2,,-2.04
722,2024-11-01,1330.79,1327.33,1339.6,1322.74,,0.74
723,2024-11-04,1328.62,1328.85,1334.18,1322.39,,-0.16
724,2024-11-05,1347.01,1333.27,1347.47,1333.2,,1.38
725,2024-11-06,1376.2,1361.75,1376.7,1353.79,,2.17
726,2024-11-07,1389.85,1378.73,1394.36,1378.73,,0.99
727,2024-11-08,1383.24,1385.8,1386.64,1378.46,,-0.48
728,2024-11-11,1405.19,1389.8,1405.39,1389.8,,1.59
729,2024-11-12,1418.91,1403.32,1424.04,1403.05,,0.98
730,2024-11-13,1424.41,1418.59,1431.98,1416.79,,0.39
731,2024-11-14,1415.55,1424.57,1430.27,1414.36,,-0.62
732,2024-11-15,1393.56,1405.56,1407.24,1385.49,,-1.55
733,2024-11-18,1397.6,1394.17,1400.1,1387.06,0.00K,0.29
734,2024-11-19,1404.89,1387.34,1405.66,1385.67,0.00K,0.52
735,2024-11-20,1410.01,1407.4,1410.74,1392.83,0.00K,0.36
736,2024-11-21,1409.73,1412.63,1414.82,1394.88,0.00K,-0.02
737,2024-11-22,1417.7,1409.17,1419.06,1407.47,0.00K,0.57
738,2024-11-25,1434.68,1429.08,1439.0,1423.2,0.00K,1.2
739,2024-11-26,1442.71,1433.63,1446.37,1433.15,0.00K,0.56
740,2024-11-27,1438.82,1441.71,1443.21,1432.02,0.00K,-0.27
741,2024-11-29,1442.1,1436.4,1444.84,1434.35,0.00K,0.23
742,2024-12-02,1453.05,1444.49,1454.23,1444.48,0.00K,0.76
743,2024-12-03,1459.36,1448.08,1459.76,1446.46,0.00K,0.43
744,2024-12-04,1486.42,1463.78,1487.93,1463.78,0.00K,1.85
745,2024-12-05,1478.88,1489.13,1489.2,1478.21,0.00K,-0.51
746,2024-12-06,1499.72,1485.99,1501.28,1485.78,0.00K,1.41
