,date,lmt,open,high,low,volume,lmt_cr
759,2025-01-03,468.02374267578125,467.6352020638633,470.06361794303643,467.1397957385124,817200,-0.09%
760,2025-01-06,452.6567687988281,465.0416911211137,466.25589919192595,452.52076326589633,1698600,-3.28%
761,2025-01-07,450.6751403808594,452.3847547071014,459.8642877406607,449.684357338378,1276600,-0.44%
762,2025-01-08,455.42510986328125,450.2282940677305,455.7845106624716,448.0329966753815,998700,1.05%
763,2025-01-10,454.6479797363281,454.5994232793738,458.0866246998442,452.39443247495984,1127400,-0.17%
764,2025-01-13,469.325439453125,455.5708863216434,470.93791139266517,455.3766011650712,1435200,3.23%
765,2025-01-14,470.5881652832031,471.1127114477456,471.306996588317,464.28400673354173,1162000,0.27%
766,2025-01-15,470.1121826171875,473.7936694545886,473.7936694545886,466.6152577613282,882200,-0.10%
767,2025-01-16,472.9194030761719,468.0042917567459,473.0554085930623,467.7128937116211,956400,0.60%
768,2025-01-17,476.2803649902344,473.5799676711415,477.9608098359969,470.3258844074192,1337600,0.71%
769,2025-01-21,491.7930908203125,480.8263561346877,494.9597250484197,480.5543747351494,1615900,3.26%
770,2025-01-22,485.0420837402344,488.83040668651995,491.0548439928803,481.0011960496133,1324800,-1.37%
771,2025-01-23,483.04107666015625,489.1023934405625,491.51139275665327,479.83557943446056,913000,-0.41%
772,2025-01-24,482.7302551269531,480.82638521503884,483.0508226509304,480.4378445698779,759400,-0.06%
