,date,krw,open,high,low,vol,krw_cr
349,2021-05-04,1125.77,1120.5,1128.92,1118.84,94.61K,+0.48%
350,2021-05-05,1124.72,1125.94,1128.3,1122.18,150.21K,-0.09%
351,2021-05-06,1120.28,1125.02,1127.02,1119.63,136.37K,-0.39%
352,2021-05-07,1111.23,1120.45,1123.67,1109.48,111.58K,-0.81%
353,2021-05-10,1116.68,1112.97,1118.1,1110.49,97.85K,+0.49%
354,2021-05-11,1119.58,1116.83,1122.39,1114.95,160.76K,+0.26%
355,2021-05-12,1132.73,1119.67,1133.94,1118.74,161.18K,+1.17%
356,2021-05-13,1126.73,1132.92,1136.13,1126.17,131.24K,-0.53%
357,2021-05-14,1125.79,1126.89,1131.31,1125.23,111.28K,-0.08%
358,2021-05-17,1136.73,1126.52,1139.74,1125.95,83.99K,+0.97%
359,2021-05-18,1126.93,1136.91,1139.74,1125.64,127.43K,-0.86%
360,2021-05-19,1131.18,1127.07,1133.31,1124.6,128.79K,+0.38%
361,2021-05-20,1127.66,1131.35,1134.41,1127.17,143.54K,-0.31%
362,2021-05-21,1127.63,1127.99,1129.36,1122.24,114.54K,0.00%
363,2021-05-24,1123.48,1127.86,1129.6,1122.8,87.74K,-0.37%
364,2021-05-25,1122.36,1123.6,1126.55,1120.35,132.62K,-0.10%
365,2021-05-26,1116.61,1122.54,1123.49,1114.67,124.93K,-0.51%
366,2021-05-27,1118.55,1116.79,1120.32,1115.07,130.32K,+0.17%
367,2021-05-28,1113.08,1118.72,1119.35,1112.86,124.90K,-0.49%
368,2021-05-31,1106.58,1113.83,1117.42,1106.5,43.95K,-0.58%
369,2021-06-01,1108.38,1108.08,1110.59,1104.69,93.06K,+0.16%
370,2021-06-02,1110.92,1108.49,1114.81,1106.78,121.50K,+0.23%
371,2021-06-03,1116.46,1111.1,1118.82,1108.86,126.41K,+0.50%
372,2021-06-04,1110.52,1116.64,1119.51,1108.77,113.46K,-0.53%
373,2021-06-07,1110.62,1110.68,1114.53,1109.07,84.68K,+0.01%
374,2021-06-08,1117.72,1110.8,1118.81,1108.99,120.10K,+0.64%
375,2021-06-09,1115.61,1117.72,1119.02,1112.3,122.92K,-0.19%
376,2021-06-10,1112.32,1117.03,1119.26,1111.93,127.52K,-0.29%
377,2021-06-11,1116.4,1112.56,1118.54,1109.25,111.57K,+0.37%
378,2021-06-14,1116.33,1116.55,1120.05,1114.45,86.52K,-0.01%
379,2021-06-15,1117.09,1117.33,1119.39,1116.14,115.09K,+0.07%
380,2021-06-16,1132.68,1118.09,1137.17,1115.74,124.24K,+1.40%
381,2021-06-17,1134.3,1132.84,1137.0,1127.35,123.77K,+0.14%
382,2021-06-18,1134.94,1134.47,1138.14,1128.06,111.31K,+0.06%
383,2021-06-21,1131.4,1135.24,1139.47,1130.91,98.67K,-0.31%
384,2021-06-22,1133.57,1131.57,1138.81,1130.35,126.13K,+0.19%
385,2021-06-23,1135.85,1133.73,1138.63,1131.17,128.47K,+0.20%
386,2021-06-24,1130.78,1136.03,1138.69,1129.97,117.45K,-0.45%
387,2021-06-25,1127.12,1131.87,1133.1,1124.1,84.64K,-0.32%
388,2021-06-28,1130.04,1127.34,1132.68,1126.58,89.06K,+0.26%
389,2021-06-29,1131.62,1130.21,1134.77,1127.65,124.76K,+0.14%
390,2021-06-30,1130.48,1131.8,1132.89,1125.59,129.33K,-0.10%
391,2021-07-01,1134.33,1130.63,1135.98,1128.28,129.06K,+0.34%
392,2021-07-02,1130.53,1134.51,1138.6,1129.6,119.87K,-0.33%
393,2021-07-05,1130.42,1130.77,1132.72,1128.13,63.74K,-0.01%
394,2021-07-06,1136.75,1130.59,1139.97,1129.03,152.78K,+0.56%
395,2021-07-07,1141.5,1136.93,1144.27,1135.03,174.38K,+0.42%
396,2021-07-08,1146.59,1141.65,1151.69,1139.55,128.90K,+0.45%
397,2021-07-09,1143.73,1146.81,1150.52,1143.18,119.85K,-0.25%
398,2021-07-12,1146.85,1145.31,1150.06,1144.18,114.97K,+0.27%
399,2021-07-13,1149.94,1147.18,1152.9,1141.21,131.89K,+0.27%
400,2021-07-14,1144.22,1150.11,1152.27,1142.63,120.81K,-0.50%
401,2021-07-15,1141.59,1144.36,1148.31,1138.93,75.44K,-0.23%
402,2021-07-16,1141.51,1141.77,1144.28,1137.99,110.90K,-0.01%
403,2021-07-19,1150.83,1142.5,1155.59,1141.85,94.13K,+0.82%
404,2021-07-20,1147.47,1151.92,1153.07,1146.55,112.50K,-0.29%
405,2021-07-21,1149.31,1148.46,1156.44,1147.07,88.90K,+0.16%
406,2021-07-22,1150.55,1149.48,1153.12,1146.85,123.59K,+0.11%
407,2021-07-23,1151.52,1150.86,1155.41,1147.15,117.74K,+0.08%
408,2021-07-26,1152.54,1152.12,1157.24,1151.26,92.84K,+0.09%
409,2021-07-27,1154.25,1152.71,1158.65,1148.86,135.54K,+0.15%
410,2021-07-28,1150.27,1154.44,1159.96,1149.24,134.10K,-0.34%
411,2021-07-29,1143.12,1150.44,1152.12,1140.48,133.40K,-0.62%
412,2021-07-30,1151.41,1143.3,1154.78,1142.04,184.82K,+0.73%
413,2021-08-02,1150.18,1151.9,1154.6,1148.52,84.13K,-0.11%
414,2021-08-03,1148.44,1150.35,1153.91,1146.59,120.40K,-0.15%
415,2021-08-04,1144.76,1148.63,1149.72,1140.02,131.77K,-0.32%
416,2021-08-05,1142.59,1144.94,1146.84,1140.62,127.03K,-0.19%
417,2021-08-06,1144.93,1142.94,1148.29,1140.15,116.83K,+0.20%
418,2021-08-09,1146.89,1145.93,1148.86,1142.35,90.38K,+0.17%
419,2021-08-10,1152.7,1147.07,1154.29,1145.78,127.44K,+0.51%
420,2021-08-11,1153.98,1152.9,1159.69,1151.89,122.70K,+0.11%
421,2021-08-12,1162.98,1154.16,1166.15,1152.96,122.07K,+0.78%
422,2021-08-13,1161.37,1163.16,1171.15,1160.38,104.31K,-0.14%
423,2021-08-16,1165.28,1162.37,1168.81,1161.46,83.64K,+0.34%
424,2021-08-17,1177.3,1165.45,1179.8,1164.6,116.70K,+1.03%
425,2021-08-18,1170.03,1177.44,1179.94,1166.89,100.71K,-0.62%
426,2021-08-19,1176.28,1170.28,1178.4,1169.66,130.71K,+0.53%
427,2021-08-20,1175.15,1176.46,1184.85,1171.21,114.56K,-0.10%
428,2021-08-23,1169.36,1175.24,1177.56,1167.43,91.97K,-0.49%
429,2021-08-24,1163.65,1169.06,1171.57,1163.1,126.95K,-0.49%
430,2021-08-25,1163.87,1164.02,1169.37,1162.92,126.44K,+0.02%
431,2021-08-26,1170.53,1164.05,1172.01,1162.97,128.30K,+0.57%
432,2021-08-27,1161.23,1170.71,1174.77,1160.89,111.35K,-0.79%
433,2021-08-30,1164.34,1162.33,1167.71,1161.88,51.82K,+0.27%
434,2021-08-31,1158.73,1166.07,1167.43,1155.18,100.65K,-0.48%
435,2021-09-01,1155.47,1158.95,1160.64,1154.54,135.98K,-0.28%
436,2021-09-02,1158.05,1156.08,1162.44,1155.05,144.87K,+0.22%
437,2021-09-03,1154.28,1158.23,1159.71,1152.54,177.64K,-0.33%
438,2021-09-06,1157.04,1155.75,1159.97,1154.53,81.29K,+0.24%
439,2021-09-07,1161.98,1157.33,1166.02,1155.0,127.83K,+0.43%
440,2021-09-08,1166.54,1162.16,1168.83,1161.15,128.98K,+0.39%
441,2021-09-09,1169.64,1167.14,1172.21,1166.05,124.70K,+0.27%
442,2021-09-10,1170.23,1169.81,1174.13,1164.83,116.40K,+0.05%
443,2021-09-13,1172.83,1170.38,1177.53,1170.02,89.77K,+0.22%
444,2021-09-14,1172.23,1173.44,1175.2,1166.38,129.79K,-0.05%
445,2021-09-15,1166.23,1172.41,1174.7,1164.77,140.77K,-0.51%
446,2021-09-16,1175.19,1166.39,1176.94,1165.2,127.96K,+0.77%
447,2021-09-17,1180.69,1175.36,1182.81,1174.23,51.52K,+0.47%
448,2021-09-20,1185.67,1181.56,1192.41,1181.47,7.78K,+0.42%
449,2021-09-21,1183.96,1187.39,1188.61,1182.66,2.93K,-0.14%
450,2021-09-22,1181.75,1184.41,1185.53,1178.25,2.31K,-0.19%
451,2021-09-23,1174.63,1181.99,1186.62,1170.36,5.24K,-0.60%
452,2021-09-24,1179.68,1174.83,1182.05,1171.81,13.32K,+0.43%
453,2021-09-27,1177.94,1179.95,1182.46,1173.98,9.05K,-0.15%
454,2021-09-28,1187.16,1177.09,1188.67,1176.37,21.90K,+0.78%
455,2021-09-29,1187.11,1188.04,1189.26,1181.2,25.24K,0.00%
456,2021-09-30,1184.23,1187.93,1189.38,1180.22,25.17K,-0.24%
457,2021-10-01,1180.35,1184.78,1189.05,1179.2,5.63K,-0.33%
458,2021-10-04,1184.12,1179.9,1185.97,1178.41,4.28K,+0.32%
459,2021-10-05,1186.48,1184.45,1189.12,1183.83,9.19K,+0.20%
460,2021-10-06,1190.21,1186.69,1197.94,1185.9,8.56K,+0.31%
461,2021-10-07,1190.88,1190.74,1192.08,1188.15,6.34K,+0.06%
462,2021-10-08,1196.79,1191.33,1197.61,1190.35,8.86K,+0.50%
463,2021-10-11,1195.3,1196.54,1196.99,1191.89,3.30K,-0.12%
464,2021-10-12,1197.29,1195.75,1200.9,1195.38,7.82K,+0.17%
465,2021-10-13,1186.18,1197.92,1199.49,1186.3,8.62K,-0.93%
466,2021-10-14,1181.69,1186.87,1190.94,1181.76,8.97K,-0.38%
467,2021-10-15,1182.07,1182.23,1185.31,1180.87,11.25K,+0.03%
468,2021-10-18,1185.47,1182.49,1188.85,1182.39,10.10K,+0.29%
469,2021-10-19,1175.13,1185.89,1186.04,1173.73,10.13K,-0.87%
470,2021-10-20,1175.63,1175.61,1179.26,1172.01,69.39K,+0.04%
471,2021-10-21,1177.78,1175.81,1180.03,1172.98,165.63K,+0.18%
472,2021-10-22,1177.48,1177.86,1181.7,1173.64,188.94K,-0.03%
473,2021-10-25,1168.02,1177.44,1178.96,1166.96,85.38K,-0.80%
474,2021-10-26,1167.95,1168.13,1170.47,1163.75,89.73K,-0.01%
475,2021-10-27,1172.05,1168.06,1174.09,1165.45,111.86K,+0.35%
476,2021-10-28,1168.44,1172.17,1174.7,1166.06,107.38K,-0.31%
477,2021-10-29,1174.47,1168.45,1177.07,1167.81,116.23K,+0.52%
478,2021-11-01,1177.45,1174.61,1179.89,1173.28,80.65K,+0.25%
479,2021-11-02,1178.48,1177.56,1179.91,1174.03,127.92K,+0.09%
480,2021-11-03,1178.78,1178.59,1185.94,1177.99,85.66K,+0.03%
481,2021-11-04,1185.75,1178.89,1188.81,1176.94,92.41K,+0.59%
482,2021-11-05,1181.05,1185.97,1188.43,1181.21,74.69K,-0.40%
483,2021-11-08,1180.84,1181.51,1186.74,1178.93,58.32K,-0.02%
484,2021-11-09,1178.4,1180.95,1182.1,1173.36,122.51K,-0.21%
485,2021-11-10,1185.04,1178.51,1186.15,1176.82,99.53K,+0.56%
486,2021-11-11,1182.39,1185.15,1187.3,1178.17,88.28K,-0.22%
487,2021-11-12,1179.2,1182.45,1184.1,1176.31,39.63K,-0.27%
488,2021-11-15,1183.42,1179.94,1184.78,1177.17,26.54K,+0.36%
489,2021-11-16,1183.85,1183.56,1185.8,1175.3,46.70K,+0.04%
490,2021-11-17,1180.46,1183.99,1186.96,1179.58,55.84K,-0.29%
491,2021-11-18,1182.37,1180.58,1187.76,1177.92,41.94K,+0.16%
492,2021-11-19,1187.1,1182.99,1187.67,1181.16,13.99K,+0.40%
493,2021-11-22,1190.08,1188.77,1191.36,1184.81,22.65K,+0.25%
494,2021-11-23,1189.08,1190.57,1192.47,1187.06,24.46K,-0.08%
495,2021-11-24,1188.77,1190.07,1190.79,1185.02,24.54K,-0.03%
496,2021-11-25,1190.16,1188.81,1192.28,1187.82,18.98K,+0.12%
497,2021-11-26,1194.43,1190.24,1196.26,1189.74,10.99K,+0.36%
498,2021-11-29,1190.69,1195.8,1196.0,1189.9,23.78K,-0.31%
499,2021-11-30,1182.71,1190.96,1191.73,1182.26,23.65K,-0.67%
500,2021-12-01,1176.93,1182.84,1185.49,1173.33,7.27K,-0.49%
501,2021-12-02,1176.74,1177.06,1179.35,1173.32,26.56K,-0.02%
502,2021-12-03,1180.0,1176.85,1183.63,1175.83,6.21K,+0.28%
503,2021-12-06,1180.54,1184.85,1186.49,1179.7,21.15K,+0.05%
504,2021-12-07,1176.73,1180.66,1184.03,1176.56,22.36K,-0.32%
505,2021-12-08,1175.19,1176.85,1179.31,1175.12,7.03K,-0.13%
506,2021-12-09,1178.15,1173.42,1179.37,1172.62,6.40K,+0.25%
507,2021-12-10,1180.86,1178.27,1182.82,1176.4,22.21K,+0.23%
508,2021-12-13,1184.91,1180.96,1186.16,1177.03,24.42K,+0.34%
509,2021-12-14,1185.19,1185.1,1186.38,1180.97,25.16K,+0.02%
510,2021-12-15,1184.57,1185.24,1190.22,1183.93,15.27K,-0.05%
511,2021-12-16,1186.29,1185.41,1188.86,1181.63,25.88K,+0.15%
512,2021-12-17,1187.7,1186.39,1188.63,1180.03,25.78K,+0.12%
513,2021-12-20,1189.53,1188.1,1192.67,1186.79,4.11K,+0.15%
514,2021-12-21,1190.67,1189.95,1193.81,1189.0,2.52K,+0.10%
515,2021-12-22,1190.21,1190.43,1192.98,1189.5,2.42K,-0.04%
516,2021-12-23,1185.55,1187.94,1190.76,1184.89,15.88K,-0.39%
517,2021-12-24,1185.99,1185.64,1188.4,1184.69,16.81K,+0.04%
518,2021-12-27,1185.61,1187.1,1188.63,1185.02,17.11K,-0.03%
519,2021-12-28,1188.09,1186.59,1189.39,1185.31,14.25K,+0.21%
520,2021-12-29,1184.7,1188.14,1188.59,1184.06,23.93K,-0.29%
521,2021-12-30,1189.36,1184.79,1190.72,1182.75,9.76K,+0.39%
522,2021-12-31,1187.96,1190.22,1191.31,1186.67,1.68K,-0.12%
523,2022-01-03,1193.0,1189.8,1193.86,1187.55,2.28K,+0.42%
524,2022-01-04,1197.49,1194.77,1199.49,1192.75,2.59K,+0.38%
525,2022-01-05,1198.2,1197.54,1200.18,1195.91,2.66K,+0.06%
526,2022-01-06,1204.95,1200.65,1207.11,1197.2,,+0.56%
527,2022-01-07,1197.63,1205.03,1205.78,1197.32,,-0.61%
528,2022-01-10,1198.04,1198.2,1201.81,1195.95,,+0.03%
529,2022-01-11,1192.31,1198.14,1198.6,1192.3,,-0.48%
530,2022-01-12,1185.87,1190.55,1193.2,1185.11,,-0.54%
531,2022-01-13,1186.11,1185.96,1189.94,1184.04,,+0.02%
532,2022-01-14,1190.07,1186.77,1192.42,1185.67,,+0.33%
533,2022-01-17,1189.99,1190.55,1194.13,1189.49,,-0.01%
534,2022-01-18,1192.69,1190.98,1194.33,1185.93,,+0.23%
535,2022-01-19,1188.13,1193.03,1193.94,1186.66,,-0.38%
536,2022-01-20,1192.42,1188.21,1193.88,1187.19,,+0.36%
537,2022-01-21,1192.51,1192.49,1195.05,1190.14,,+0.01%
538,2022-01-24,1195.59,1193.3,1197.9,1192.49,,+0.26%
539,2022-01-25,1196.35,1195.69,1199.93,1195.17,,+0.06%
540,2022-01-26,1197.03,1196.35,1198.51,1194.29,,+0.06%
541,2022-01-27,1203.77,1200.75,1205.79,1200.15,,+0.56%
542,2022-01-28,1209.56,1203.82,1213.86,1203.65,,+0.48%
543,2022-01-31,1204.63,1209.71,1212.92,1204.2,,-0.41%
544,2022-02-01,1202.31,1204.75,1208.01,1201.61,,-0.19%
545,2022-02-02,1199.46,1202.47,1204.41,1198.82,,-0.24%
546,2022-02-03,1199.47,1200.36,1207.19,1198.68,,0.00%
547,2022-02-04,1198.25,1200.65,1202.05,1196.81,,-0.10%
548,2022-02-07,1196.87,1199.0,1201.09,1196.72,,-0.12%
549,2022-02-08,1196.35,1196.92,1200.38,1196.21,,-0.04%
550,2022-02-09,1194.05,1196.4,1197.47,1193.02,,-0.19%
551,2022-02-10,1199.83,1194.17,1200.65,1193.42,,+0.48%
552,2022-02-11,1199.48,1200.1,1201.87,1193.23,,-0.03%
553,2022-02-14,1197.32,1200.1,1200.17,1193.93,,-0.18%
554,2022-02-15,1196.76,1197.44,1200.59,1195.29,,-0.05%
555,2022-02-16,1196.53,1196.86,1199.57,1195.22,,-0.02%
556,2022-02-17,1198.63,1196.69,1200.06,1194.44,,+0.18%
557,2022-02-18,1195.59,1198.76,1199.55,1192.95,,-0.25%
558,2022-02-21,1193.68,1198.3,1199.72,1189.73,,-0.16%
559,2022-02-22,1191.9,1194.6,1196.6,1190.74,,-0.15%
560,2022-02-23,1192.44,1193.03,1194.34,1189.64,,+0.05%
561,2022-02-24,1206.05,1192.6,1211.47,1191.93,,+1.14%
562,2022-02-25,1197.57,1206.11,1206.9,1197.73,,-0.70%
563,2022-02-28,1200.12,1207.65,1208.97,1200.76,,+0.21%
564,2022-03-01,1205.32,1201.18,1206.37,1197.68,,+0.43%
565,2022-03-02,1203.16,1205.42,1208.99,1201.98,,-0.18%
566,2022-03-03,1205.54,1203.26,1209.29,1202.18,,+0.20%
567,2022-03-04,1217.45,1206.93,1219.78,1206.35,,+0.99%
568,2022-03-07,1232.14,1221.65,1233.47,1220.05,,+1.21%
569,2022-03-08,1233.53,1232.26,1238.83,1227.97,,+0.11%
570,2022-03-09,1223.13,1233.64,1235.94,1222.75,,-0.84%
571,2022-03-10,1228.83,1223.24,1231.74,1223.13,,+0.47%
572,2022-03-11,1237.08,1228.77,1237.91,1228.23,,+0.67%
573,2022-03-14,1240.64,1237.1,1242.82,1234.68,,+0.29%
574,2022-03-15,1240.62,1242.01,1247.35,1239.3,,0.00%
575,2022-03-16,1225.35,1241.66,1244.06,1225.32,,-1.23%
576,2022-03-17,1209.89,1224.95,1227.7,1207.83,,-1.26%
577,2022-03-18,1211.15,1210.58,1217.27,1207.01,,+0.10%
578,2022-03-21,1217.55,1211.55,1219.23,1210.39,,+0.53%
579,2022-03-22,1215.07,1218.82,1223.92,1214.51,,-0.20%
580,2022-03-23,1218.62,1215.19,1219.8,1210.91,,+0.29%
581,2022-03-24,1219.58,1219.02,1225.05,1217.1,,+0.08%
582,2022-03-25,1225.08,1221.0,1226.31,1216.35,,+0.45%
583,2022-03-28,1223.65,1224.4,1227.86,1222.27,,-0.12%
584,2022-03-29,1207.35,1223.82,1225.12,1207.27,,-1.33%
585,2022-03-30,1210.31,1208.19,1213.22,1207.06,,+0.25%
586,2022-03-31,1214.17,1210.51,1215.47,1208.16,,+0.32%
587,2022-04-01,1219.73,1215.13,1220.27,1214.39,,+0.46%
588,2022-04-04,1213.75,1219.8,1220.26,1213.54,,-0.49%
589,2022-04-05,1218.22,1214.49,1220.31,1210.31,,+0.37%
590,2022-04-06,1217.48,1218.82,1221.95,1215.85,,-0.06%
591,2022-04-07,1222.55,1217.6,1223.95,1216.37,,+0.42%
592,2022-04-08,1229.19,1222.76,1230.86,1221.29,,+0.54%
593,2022-04-11,1234.32,1228.95,1236.81,1228.94,,+0.42%
594,2022-04-12,1228.08,1234.9,1238.63,1224.52,,-0.51%
595,2022-04-13,1223.23,1228.15,1231.69,1221.71,,-0.39%
596,2022-04-14,1230.15,1223.36,1231.57,1222.61,,+0.57%
597,2022-04-15,1228.19,1230.26,1232.11,1227.01,,-0.16%
598,2022-04-18,1235.22,1229.08,1235.81,1228.88,,+0.57%
599,2022-04-19,1239.53,1235.45,1242.67,1233.17,,+0.35%
600,2022-04-20,1233.66,1239.81,1241.04,1232.37,,-0.47%
601,2022-04-21,1242.81,1233.98,1244.95,1233.85,,+0.74%
602,2022-04-22,1244.11,1242.34,1247.45,1238.45,,+0.10%
603,2022-04-25,1250.1,1244.4,1253.77,1243.63,,+0.48%
604,2022-04-26,1260.67,1250.22,1261.43,1245.14,,+0.85%
605,2022-04-27,1266.27,1260.98,1270.72,1260.89,,+0.44%
606,2022-04-28,1272.11,1266.4,1276.56,1264.27,,+0.46%
607,2022-04-29,1263.03,1272.38,1273.06,1254.87,,-0.71%
608,2022-05-02,1267.51,1264.65,1270.75,1262.88,,+0.35%
609,2022-05-03,1260.35,1267.64,1268.77,1260.11,,-0.56%
610,2022-05-04,1251.51,1260.95,1267.49,1250.61,,-0.70%
611,2022-05-05,1269.2,1251.53,1274.36,1250.42,,+1.41%
612,2022-05-06,1269.99,1269.56,1276.46,1266.98,,+0.06%
613,2022-05-09,1274.28,1270.41,1278.35,1270.29,,+0.34%
614,2022-05-10,1276.48,1275.01,1278.94,1271.37,,+0.17%
615,2022-05-11,1279.03,1276.63,1280.55,1272.35,,+0.20%
616,2022-05-12,1290.72,1279.14,1293.14,1278.47,,+0.91%
617,2022-05-13,1278.45,1290.87,1291.74,1278.22,,-0.95%
618,2022-05-16,1280.38,1278.56,1286.56,1276.16,,+0.15%
619,2022-05-17,1266.5,1280.64,1281.44,1264.02,,-1.08%
620,2022-05-18,1275.33,1266.8,1276.98,1263.93,,+0.70%
621,2022-05-19,1262.61,1276.0,1280.63,1261.35,,-1.00%
622,2022-05-20,1273.59,1263.99,1277.18,1263.05,,+0.87%
623,2022-05-23,1257.88,1270.41,1272.97,1258.36,,-1.23%
624,2022-05-24,1261.03,1258.87,1266.72,1258.21,,+0.25%
625,2022-05-25,1266.41,1261.14,1271.95,1260.06,,+0.43%
626,2022-05-26,1260.02,1266.55,1269.73,1259.34,,-0.50%
627,2022-05-27,1251.99,1260.29,1262.13,1248.85,,-0.64%
628,2022-05-30,1234.85,1251.1,1253.58,1234.55,,-1.37%
629,2022-05-31,1242.26,1235.6,1243.89,1234.72,,+0.60%
630,2022-06-01,1246.89,1242.48,1248.58,1240.29,,+0.37%
631,2022-06-02,1240.32,1247.23,1255.04,1240.67,,-0.53%
632,2022-06-03,1250.58,1241.14,1252.23,1238.47,,+0.83%
633,2022-06-06,1254.45,1251.86,1255.7,1248.23,,+0.31%
634,2022-06-07,1254.36,1254.8,1260.15,1253.06,,-0.01%
635,2022-06-08,1256.81,1254.85,1258.92,1253.17,,+0.20%
636,2022-06-09,1264.04,1257.22,1267.19,1253.34,,+0.58%
637,2022-06-10,1279.32,1264.38,1283.85,1263.14,,+1.21%
638,2022-06-13,1291.68,1279.43,1294.37,1278.88,,+0.97%
639,2022-06-14,1289.57,1291.88,1292.65,1285.25,,-0.16%
640,2022-06-15,1277.9,1289.92,1293.72,1278.02,,-0.90%
641,2022-06-16,1288.23,1278.38,1296.59,1277.06,,+0.81%
642,2022-06-17,1291.26,1288.57,1296.67,1282.29,,+0.24%
643,2022-06-20,1291.54,1291.5,1296.26,1287.91,,+0.02%
644,2022-06-21,1291.72,1292.55,1294.29,1287.34,,+0.01%
645,2022-06-22,1297.58,1292.08,1305.26,1290.69,,+0.45%
646,2022-06-23,1299.81,1297.69,1307.92,1296.32,,+0.17%
647,2022-06-24,1288.89,1300.14,1302.32,1288.11,,-0.84%
648,2022-06-27,1286.31,1289.29,1293.35,1280.58,,-0.20%
649,2022-06-28,1292.06,1286.63,1293.0,1281.46,,+0.45%
650,2022-06-29,1301.9,1292.43,1302.8,1289.34,,+0.76%
651,2022-06-30,1287.51,1301.96,1304.24,1287.35,,-1.11%
652,2022-07-01,1298.67,1288.05,1302.81,1287.8,,+0.87%
653,2022-07-04,1295.87,1298.92,1300.16,1292.05,,-0.22%
654,2022-07-05,1308.95,1296.06,1315.57,1293.68,,+1.01%
655,2022-07-06,1304.79,1309.09,1311.02,1302.81,,-0.32%
656,2022-07-07,1297.62,1305.14,1308.74,1295.9,,-0.55%
657,2022-07-08,1294.68,1297.97,1303.68,1292.29,,-0.23%
658,2022-07-11,1310.81,1294.79,1314.39,1294.62,,+1.25%
659,2022-07-12,1305.21,1311.16,1316.73,1305.01,,-0.43%
660,2022-07-13,1304.73,1306.45,1310.83,1301.75,,-0.04%
661,2022-07-14,1316.41,1305.1,1327.31,1303.55,,+0.90%
662,2022-07-15,1317.74,1317.57,1329.58,1316.6,,+0.10%
663,2022-07-18,1318.3,1319.15,1322.13,1312.97,,+0.04%
664,2022-07-19,1305.12,1319.2,1319.99,1305.38,,-1.00%
665,2022-07-20,1313.1,1304.38,1314.22,1302.35,,+0.61%
666,2022-07-21,1306.16,1313.7,1316.88,1306.55,,-0.53%
667,2022-07-22,1310.01,1306.66,1316.22,1306.22,,+0.29%
668,2022-07-25,1311.12,1310.6,1313.97,1307.33,,+0.08%
669,2022-07-26,1310.1,1311.47,1313.6,1306.75,,-0.08%
670,2022-07-27,1306.08,1311.03,1316.68,1305.74,,-0.31%
671,2022-07-28,1295.47,1306.37,1309.68,1296.07,,-0.81%
672,2022-07-29,1302.97,1296.07,1309.4,1295.55,,+0.58%
673,2022-08-01,1307.33,1303.29,1309.99,1301.09,,+0.33%
674,2022-08-02,1311.82,1307.74,1313.33,1304.2,,+0.34%
675,2022-08-03,1307.82,1315.3,1315.98,1306.4,,-0.30%
676,2022-08-04,1302.41,1308.23,1312.49,1301.85,,-0.41%
677,2022-08-05,1302.24,1302.81,1305.85,1294.54,,-0.01%
678,2022-08-08,1299.1,1303.7,1307.48,1298.7,,-0.24%
679,2022-08-09,1306.14,1300.11,1308.74,1299.39,,+0.54%
680,2022-08-10,1297.33,1307.52,1312.06,1297.49,,-0.67%
681,2022-08-11,1305.14,1297.54,1305.68,1296.48,,+0.60%
682,2022-08-12,1301.31,1307.05,1307.62,1299.34,,-0.29%
683,2022-08-15,1310.52,1302.34,1312.6,1302.16,,+0.71%
684,2022-08-16,1311.04,1313.55,1314.21,1307.77,,+0.04%
685,2022-08-17,1314.88,1311.4,1317.88,1308.2,,+0.29%
686,2022-08-18,1326.84,1315.25,1329.42,1312.55,,+0.91%
687,2022-08-19,1335.61,1327.23,1338.42,1324.15,,+0.66%
688,2022-08-22,1343.43,1335.78,1346.82,1334.29,,+0.59%
689,2022-08-23,1339.17,1343.73,1347.01,1334.64,,-0.32%
690,2022-08-24,1340.6,1339.54,1344.81,1337.75,,+0.11%
691,2022-08-25,1334.32,1340.96,1342.42,1333.36,,-0.47%
692,2022-08-26,1341.81,1334.96,1342.83,1328.26,,+0.56%
693,2022-08-29,1345.62,1342.18,1352.3,1342.03,,+0.28%
694,2022-08-30,1349.77,1345.98,1353.54,1344.46,,+0.31%
695,2022-08-31,1341.19,1350.55,1352.58,1337.6,,-0.64%
696,2022-09-01,1355.82,1341.76,1359.49,1341.1,,+1.09%
697,2022-09-02,1361.15,1356.79,1364.85,1352.23,,+0.39%
698,2022-09-05,1369.39,1363.68,1374.99,1361.31,,+0.61%
699,2022-09-06,1377.07,1370.53,1381.1,1364.35,,+0.56%
700,2022-09-07,1377.11,1378.52,1391.28,1377.12,,0.00%
701,2022-09-08,1384.55,1375.39,1387.74,1374.41,,+0.54%
702,2022-09-09,1379.77,1384.88,1385.6,1374.16,,-0.35%
703,2022-09-12,1374.63,1380.06,1384.24,1373.04,,-0.37%
704,2022-09-13,1394.68,1375.25,1395.26,1371.4,,+1.46%
705,2022-09-14,1391.01,1392.37,1396.25,1388.88,,-0.26%
706,2022-09-15,1398.41,1391.44,1400.38,1389.99,,+0.53%
707,2022-09-16,1384.77,1397.7,1399.31,1383.2,,-0.98%
708,2022-09-19,1390.08,1385.95,1396.46,1384.0,,+0.38%
709,2022-09-20,1392.5,1390.33,1395.27,1387.26,,+0.17%
710,2022-09-21,1397.71,1392.91,1398.85,1388.4,,+0.37%
711,2022-09-22,1404.23,1397.72,1414.85,1396.35,,+0.47%
712,2022-09-23,1421.34,1407.07,1423.8,1404.04,,+1.22%
713,2022-09-26,1430.19,1421.3,1435.2,1419.35,,+0.62%
714,2022-09-27,1426.32,1430.61,1432.1,1419.02,,-0.27%
715,2022-09-28,1424.48,1426.67,1445.64,1424.8,,-0.13%
716,2022-09-29,1429.99,1424.2,1442.17,1422.56,,+0.39%
