,date,bkx,open,high,low,volume,bkx_cr
72,2022-04-08,119.79000091552734,119.41000366210938,120.47000122070312,118.66000366210938,0,0.82%
73,2022-04-11,119.77999877929688,119.62000274658203,122.04000091552734,119.26000213623047,0,-0.01%
74,2022-04-12,118.16999816894531,119.51000213623047,120.98999786376953,117.44000244140625,0,-1.34%
75,2022-04-13,118.33999633789062,116.80000305175781,118.4000015258789,116.5999984741211,0,0.14%
76,2022-04-14,116.7300033569336,118.45999908447266,119.2699966430664,116.38999938964844,0,-1.36%
77,2022-04-18,117.79000091552734,116.19999694824219,118.30000305175781,116.05000305175781,0,0.91%
78,2022-04-19,120.36000061035156,118.91000366210938,120.62999725341797,118.55000305175781,0,2.18%
79,2022-04-20,121.19999694824219,121.30000305175781,122.94999694824219,120.98999786376953,0,0.70%
80,2022-04-21,119.01000213623047,122.27999877929688,122.97000122070312,118.55999755859375,0,-1.81%
81,2022-04-22,116.05000305175781,119.44000244140625,119.52999877929688,115.94000244140625,0,-2.49%
82,2022-04-25,116.12000274658203,114.98999786376953,116.33999633789062,112.75,0,0.06%
83,2022-04-26,113.12000274658203,114.38999938964844,116.18000030517578,113.11000061035156,0,-2.58%
84,2022-04-27,112.38999938964844,112.87000274658203,113.62000274658203,111.87000274658203,0,-0.65%
85,2022-04-28,113.80000305175781,113.33999633789062,114.0999984741211,111.66000366210938,0,1.25%
86,2022-04-29,110.05999755859375,113.75,114.19999694824219,109.83000183105469,0,-3.29%
87,2022-05-02,111.27999877929688,111.08000183105469,111.44000244140625,108.83999633789062,0,1.11%
88,2022-05-03,113.12000274658203,112.04000091552734,114.16000366210938,111.76000213623047,0,1.65%
89,2022-05-04,116.9000015258789,113.0999984741211,117.0999984741211,112.75,0,3.34%
90,2022-05-05,113.69999694824219,115.37999725341797,115.47000122070312,111.69999694824219,0,-2.74%
91,2022-05-06,112.5,113.41000366210938,113.55999755859375,110.55999755859375,0,-1.06%
92,2022-05-09,110.36000061035156,111.20999908447266,111.66999816894531,109.38999938964844,0,-1.90%
93,2022-05-10,108.72000122070312,111.2300033569336,112.0199966430664,106.6500015258789,0,-1.49%
94,2022-05-11,106.79000091552734,109.0199966430664,111.38999938964844,106.68000030517578,0,-1.78%
95,2022-05-12,106.16999816894531,106.19000244140625,107.22000122070312,103.81999969482422,0,-0.58%
96,2022-05-13,107.30999755859375,107.4000015258789,108.51000213623047,106.37999725341797,0,1.07%
97,2022-05-16,106.0999984741211,107.30000305175781,107.33000183105469,105.33000183105469,0,-1.13%
98,2022-05-17,110.2300033569336,107.87000274658203,110.55999755859375,107.87000274658203,0,3.89%
99,2022-05-18,107.05000305175781,109.12999725341797,109.33000183105469,106.55000305175781,0,-2.88%
100,2022-05-19,106.56999969482422,105.80999755859375,107.47000122070312,105.80999755859375,0,-0.45%
101,2022-05-20,106.51000213623047,107.2699966430664,108.16999816894531,104.04000091552734,0,-0.06%
102,2022-05-23,110.8499984741211,108.38999938964844,111.94000244140625,108.38999938964844,0,4.07%
103,2022-05-24,110.27999877929688,110.5199966430664,110.69999694824219,107.83999633789062,0,-0.51%
104,2022-05-25,112.0999984741211,110.02999877929688,112.80999755859375,110.0,0,1.65%
105,2022-05-26,114.81999969482422,113.20999908447266,115.2699966430664,113.20999908447266,0,2.43%
106,2022-05-27,116.27999877929688,114.95999908447266,116.29000091552734,114.75,0,1.27%
107,2022-05-31,116.52999877929688,115.16999816894531,117.2699966430664,114.4800033569336,0,0.21%
108,2022-06-01,114.23999786376953,116.61000061035156,116.88999938964844,112.94000244140625,0,-1.97%
109,2022-06-02,115.97000122070312,114.33000183105469,116.0,113.43000030517578,0,1.51%
110,2022-06-03,114.33000183105469,115.12000274658203,115.36000061035156,114.19000244140625,0,-1.41%
111,2022-06-06,114.7699966430664,115.3499984741211,116.87000274658203,114.73999786376953,0,0.38%
112,2022-06-07,115.7300033569336,113.80000305175781,115.87000274658203,113.55000305175781,0,0.84%
113,2022-06-08,113.73999786376953,114.61000061035156,114.94999694824219,113.0199966430664,0,-1.72%
114,2022-06-09,110.1500015258789,113.55999755859375,113.62000274658203,110.13999938964844,0,-3.16%
115,2022-06-10,105.37000274658203,107.88999938964844,108.26000213623047,105.19999694824219,0,-4.34%
116,2022-06-13,101.7699966430664,103.56999969482422,103.56999969482422,101.1500015258789,0,-3.42%
117,2022-06-14,100.93000030517578,102.16999816894531,103.43000030517578,100.06999969482422,0,-0.83%
118,2022-06-15,102.5199966430664,102.05999755859375,104.05000305175781,100.83999633789062,0,1.58%
119,2022-06-16,99.66000366210938,100.51000213623047,100.51000213623047,98.47000122070312,0,-2.79%
120,2022-06-17,100.54000091552734,100.05999755859375,101.81999969482422,99.43000030517578,0,0.88%
121,2022-06-21,102.48999786376953,102.68000030517578,103.62999725341797,101.8499984741211,0,1.94%
122,2022-06-22,102.16000366210938,101.45999908447266,102.75,101.1500015258789,0,-0.32%
123,2022-06-23,100.77999877929688,101.73999786376953,101.9000015258789,99.01000213623047,0,-1.35%
124,2022-06-24,105.05999755859375,101.19000244140625,105.33000183105469,100.93000030517578,0,4.25%
125,2022-06-27,104.29000091552734,105.6500015258789,105.72000122070312,103.61000061035156,0,-0.73%
126,2022-06-28,103.79000091552734,105.41000366210938,106.88999938964844,103.61000061035156,0,-0.48%
127,2022-06-29,102.69999694824219,103.91000366210938,103.94000244140625,102.26000213623047,0,-1.05%
128,2022-06-30,101.01000213623047,101.0,102.30000305175781,98.81999969482422,0,-1.65%
129,2022-07-01,102.55999755859375,100.68000030517578,102.83999633789062,99.54000091552734,0,1.53%
130,2022-07-05,102.4000015258789,100.4000015258789,102.41999816894531,98.95999908447266,0,-0.16%
131,2022-07-06,101.48999786376953,101.70999908447266,102.37999725341797,100.45999908447266,0,-0.89%
132,2022-07-07,103.43000030517578,102.87000274658203,103.88999938964844,102.7300033569336,0,1.91%
133,2022-07-08,103.0,104.01000213623047,104.06999969482422,102.4000015258789,0,-0.42%
134,2022-07-11,102.11000061035156,102.18000030517578,102.75,101.37000274658203,0,-0.86%
135,2022-07-12,101.87000274658203,101.12000274658203,103.80999755859375,101.0999984741211,0,-0.24%
136,2022-07-13,100.37999725341797,100.9000015258789,100.91999816894531,98.81999969482422,0,-1.46%
137,2022-07-14,98.36000061035156,98.7300033569336,98.86000061035156,97.01000213623047,0,-2.01%
138,2022-07-15,104.02999877929688,99.3499984741211,104.76000213623047,99.3499984741211,0,5.76%
139,2022-07-18,104.13999938964844,105.66000366210938,106.9800033569336,103.69000244140625,0,0.11%
140,2022-07-19,107.08999633789062,105.1500015258789,107.4800033569336,105.12999725341797,0,2.83%
141,2022-07-20,107.13999938964844,106.44000244140625,107.25,105.72000122070312,0,0.05%
142,2022-07-21,107.80999755859375,106.55999755859375,107.87000274658203,105.94000244140625,0,0.63%
143,2022-07-22,106.16999816894531,107.43000030517578,107.94000244140625,105.37999725341797,0,-1.52%
144,2022-07-25,107.55999755859375,107.18000030517578,108.18000030517578,106.41000366210938,0,1.31%
145,2022-07-26,105.22000122070312,106.70999908447266,107.56999969482422,105.0199966430664,0,-2.18%
146,2022-07-27,107.30000305175781,105.7300033569336,107.88999938964844,105.33000183105469,0,1.98%
147,2022-07-28,106.9800033569336,107.16000366210938,107.73999786376953,105.26000213623047,0,-0.30%
148,2022-07-29,108.44999694824219,107.19000244140625,108.75,106.98999786376953,0,1.37%
149,2022-08-01,108.05000305175781,107.63999938964844,108.33000183105469,106.55000305175781,0,-0.37%
150,2022-08-02,106.54000091552734,107.58999633789062,107.87999725341797,106.38999938964844,0,-1.40%
151,2022-08-03,108.37000274658203,107.63999938964844,108.70999908447266,106.98999786376953,0,1.72%
152,2022-08-04,107.18000030517578,108.0199966430664,108.26000213623047,106.94000244140625,0,-1.10%
153,2022-08-05,108.56999969482422,106.88999938964844,109.13999938964844,106.69000244140625,0,1.30%
154,2022-08-08,107.98999786376953,109.16000366210938,109.54000091552734,107.91999816894531,0,-0.53%
155,2022-08-09,108.4800033569336,108.16999816894531,108.58000183105469,107.73999786376953,0,0.45%
156,2022-08-10,111.62000274658203,109.97000122070312,112.4000015258789,109.97000122070312,0,2.89%
157,2022-08-11,113.41000366210938,112.94000244140625,113.98999786376953,112.83000183105469,0,1.60%
158,2022-08-12,114.86000061035156,114.06999969482422,114.87999725341797,113.2300033569336,0,1.28%
159,2022-08-15,114.62999725341797,113.61000061035156,114.80999755859375,113.29000091552734,0,-0.20%
160,2022-08-16,115.55000305175781,114.30000305175781,116.19999694824219,114.27999877929688,0,0.80%
161,2022-08-17,114.38999938964844,114.13999938964844,114.98999786376953,113.5,0,-1.00%
162,2022-08-18,114.37999725341797,114.30000305175781,114.45999908447266,113.43000030517578,0,-0.01%
163,2022-08-19,112.1500015258789,113.44000244140625,113.48999786376953,111.6500015258789,0,-1.95%
164,2022-08-22,109.58999633789062,110.08999633789062,110.2300033569336,109.0999984741211,0,-2.28%
165,2022-08-23,109.31999969482422,109.70999908447266,110.47000122070312,109.23999786376953,0,-0.25%
166,2022-08-24,109.5,109.05000305175781,110.01000213623047,108.56999969482422,0,0.16%
167,2022-08-25,111.37999725341797,109.81999969482422,111.4800033569336,109.44999694824219,0,1.72%
168,2022-08-26,107.6500015258789,112.01000213623047,112.05999755859375,107.61000061035156,0,-3.35%
169,2022-08-29,106.7300033569336,107.04000091552734,107.52999877929688,106.05999755859375,0,-0.85%
170,2022-08-30,106.58000183105469,107.23999786376953,107.58000183105469,105.61000061035156,0,-0.14%
171,2022-08-31,105.80000305175781,106.97000122070312,107.26000213623047,105.62000274658203,0,-0.73%
172,2022-09-01,105.61000061035156,105.48999786376953,105.68000030517578,103.61000061035156,0,-0.18%
173,2022-09-02,104.97000122070312,106.9800033569336,108.08999633789062,104.45999908447266,0,-0.61%
174,2022-09-06,104.02999877929688,105.3499984741211,105.62999725341797,102.9000015258789,0,-0.90%
175,2022-09-07,106.30000305175781,103.58999633789062,106.4800033569336,103.30000305175781,0,2.18%
176,2022-09-08,109.31999969482422,105.63999938964844,109.33999633789062,105.16000366210938,0,2.84%
177,2022-09-09,110.25,109.94999694824219,110.80000305175781,109.87999725341797,0,0.85%
178,2022-09-12,111.16000366210938,110.6500015258789,112.04000091552734,110.45999908447266,0,0.83%
179,2022-09-13,106.79000091552734,109.0,109.41000366210938,106.41999816894531,0,-3.93%
180,2022-09-14,106.26000213623047,107.08000183105469,107.58999633789062,104.87000274658203,0,-0.50%
181,2022-09-15,107.72000122070312,106.3499984741211,109.0999984741211,106.33999633789062,0,1.37%
182,2022-09-16,106.08000183105469,106.70999908447266,106.76000213623047,104.97000122070312,0,-1.52%
183,2022-09-19,107.27999877929688,104.8499984741211,107.62000274658203,104.81999969482422,0,1.13%
184,2022-09-20,105.68000030517578,106.56999969482422,106.66000366210938,104.80000305175781,0,-1.49%
185,2022-09-21,103.43000030517578,106.08000183105469,106.8499984741211,103.41999816894531,0,-2.13%
186,2022-09-22,100.87000274658203,103.9800033569336,103.9800033569336,100.76000213623047,0,-2.48%
187,2022-09-23,98.88999938964844,99.80000305175781,99.9000015258789,97.19999694824219,0,-1.96%
188,2022-09-26,97.08000183105469,98.0199966430664,99.12999725341797,96.37999725341797,0,-1.83%
189,2022-09-27,96.16999816894531,97.58999633789062,98.3499984741211,95.18000030517578,0,-0.94%
190,2022-09-28,98.16999816894531,96.37000274658203,98.76000213623047,96.23999786376953,0,2.08%
191,2022-09-29,96.62999725341797,96.94999694824219,97.31999969482422,95.33999633789062,0,-1.57%
192,2022-09-30,95.83000183105469,96.73999786376953,98.25,95.70999908447266,0,-0.83%
193,2022-10-03,98.70999908447266,96.95999908447266,99.2699966430664,95.6500015258789,0,3.01%
194,2022-10-04,102.97000122070312,100.1500015258789,102.98999786376953,100.13999938964844,0,4.32%
195,2022-10-05,101.73999786376953,101.2699966430664,102.12999725341797,100.58999633789062,0,-1.19%
196,2022-10-06,99.81999969482422,100.88999938964844,101.5999984741211,99.66999816894531,0,-1.89%
197,2022-10-07,97.55999755859375,99.01000213623047,99.08000183105469,97.01000213623047,0,-2.26%
198,2022-10-10,96.79000091552734,98.36000061035156,98.52999877929688,96.23999786376953,0,-0.79%
199,2022-10-11,94.79000091552734,96.25,96.63999938964844,94.41000366210938,0,-2.07%
200,2022-10-12,94.66000366210938,94.5199966430664,95.9800033569336,94.02999877929688,0,-0.14%
201,2022-10-13,99.56999969482422,93.44999694824219,99.95999908447266,92.7300033569336,0,5.19%
202,2022-10-14,98.19000244140625,100.0199966430664,102.30000305175781,98.06999969482422,0,-1.39%
203,2022-10-17,101.12000274658203,100.52999877929688,101.97000122070312,100.4000015258789,0,2.98%
204,2022-10-18,102.16000366210938,102.45999908447266,103.9000015258789,100.80999755859375,0,1.03%
205,2022-10-19,98.4800033569336,100.9800033569336,101.68000030517578,98.16999816894531,0,-3.60%
206,2022-10-20,96.30999755859375,98.08999633789062,99.69000244140625,95.95999908447266,0,-2.20%
207,2022-10-21,98.83999633789062,95.87000274658203,99.0199966430664,95.3499984741211,0,2.63%
208,2022-10-24,100.58000183105469,99.13999938964844,100.9800033569336,98.9800033569336,0,1.76%
209,2022-10-25,102.31999969482422,99.83000183105469,102.68000030517578,99.55999755859375,0,1.73%
210,2022-10-26,102.7300033569336,102.54000091552734,103.87000274658203,102.5,0,0.40%
211,2022-10-27,102.73999786376953,103.80999755859375,104.33000183105469,102.56999969482422,0,0.01%
212,2022-10-28,104.62999725341797,103.18000030517578,104.72000122070312,102.66000366210938,0,1.84%
213,2022-10-31,104.12000274658203,104.13999938964844,104.94999694824219,103.80999755859375,0,-0.49%
214,2022-11-01,104.8499984741211,105.02999877929688,105.3499984741211,104.16000366210938,0,0.70%
215,2022-11-02,102.77999877929688,104.52999877929688,106.0999984741211,102.72000122070312,0,-1.97%
216,2022-11-03,101.31999969482422,101.72000122070312,102.12000274658203,100.41000366210938,0,-1.42%
217,2022-11-04,103.91000366210938,102.51000213623047,104.2699966430664,102.19999694824219,0,2.56%
218,2022-11-07,104.63999938964844,104.69999694824219,105.0999984741211,103.66999816894531,0,0.70%
219,2022-11-08,105.2300033569336,104.73999786376953,105.83000183105469,104.11000061035156,0,0.56%
220,2022-11-09,102.91999816894531,104.31999969482422,104.43000030517578,102.76000213623047,0,-2.20%
221,2022-11-10,108.83999633789062,105.48999786376953,108.95999908447266,105.4800033569336,0,5.75%
222,2022-11-11,109.93000030517578,109.30999755859375,110.56999969482422,109.0199966430664,0,1.00%
223,2022-11-14,107.4000015258789,109.33999633789062,109.4800033569336,107.4000015258789,0,-2.30%
224,2022-11-15,107.87999725341797,108.8499984741211,109.45999908447266,106.72000122070312,0,0.45%
225,2022-11-16,106.3499984741211,107.73999786376953,107.83999633789062,106.12000274658203,0,-1.42%
226,2022-11-17,105.02999877929688,104.98999786376953,105.29000091552734,104.11000061035156,0,-1.24%
227,2022-11-18,105.86000061035156,106.69999694824219,106.77999877929688,104.81999969482422,0,0.79%
228,2022-11-21,106.22000122070312,105.69999694824219,106.45999908447266,105.5199966430664,0,0.34%
229,2022-11-22,107.26000213623047,106.88999938964844,107.69000244140625,106.83999633789062,0,0.98%
230,2022-11-23,107.5999984741211,107.05000305175781,107.87999725341797,107.05000305175781,0,0.32%
231,2022-11-25,107.98999786376953,107.83000183105469,108.18000030517578,107.61000061035156,0,0.36%
232,2022-11-28,105.54000091552734,107.06999969482422,107.55000305175781,105.30000305175781,0,-2.27%
233,2022-11-29,106.76000213623047,105.79000091552734,106.81999969482422,105.55999755859375,0,1.16%
234,2022-11-30,108.88999938964844,106.43000030517578,108.88999938964844,104.4800033569336,0,2.00%
235,2022-12-01,107.44999694824219,108.91999816894531,109.33999633789062,106.68000030517578,0,-1.32%
236,2022-12-02,106.4000015258789,106.36000061035156,106.58000183105469,105.61000061035156,0,-0.98%
237,2022-12-05,101.7300033569336,105.69999694824219,105.70999908447266,101.2699966430664,0,-4.39%
238,2022-12-06,100.06999969482422,101.62000274658203,102.16000366210938,99.05999755859375,0,-1.63%
239,2022-12-07,100.29000091552734,99.25,101.16000366210938,98.77999877929688,0,0.22%
240,2022-12-08,100.47000122070312,100.80999755859375,101.12999725341797,99.73999786376953,0,0.18%
241,2022-12-09,100.5199966430664,100.16000366210938,101.19000244140625,100.0999984741211,0,0.05%
242,2022-12-12,102.01000213623047,100.41999816894531,102.27999877929688,99.68000030517578,0,1.48%
243,2022-12-13,102.05000305175781,104.05000305175781,104.9000015258789,101.26000213623047,0,0.04%
244,2022-12-14,100.31999969482422,101.94999694824219,102.51000213623047,99.91000366210938,0,-1.70%
245,2022-12-15,98.43000030517578,98.86000061035156,98.97000122070312,97.79000091552734,0,-1.88%
246,2022-12-16,97.68000030517578,97.58999633789062,98.43000030517578,96.81999969482422,0,-0.76%
247,2022-12-19,97.66000366210938,97.73999786376953,98.62999725341797,96.94000244140625,0,-0.02%
248,2022-12-20,97.75,98.05000305175781,98.70999908447266,97.62999725341797,0,0.09%
249,2022-12-21,99.2699966430664,98.87999725341797,99.68000030517578,98.86000061035156,0,1.55%
250,2022-12-22,98.83000183105469,98.55999755859375,98.87000274658203,96.8499984741211,0,-0.44%
251,2022-12-23,99.30000305175781,98.9000015258789,99.38999938964844,98.37999725341797,0,0.48%
252,2022-12-27,99.6500015258789,99.43000030517578,99.94000244140625,98.69000244140625,0,0.35%
253,2022-12-28,99.33999633789062,99.81999969482422,99.9800033569336,98.91000366210938,0,-0.31%
254,2022-12-29,101.02999877929688,99.69000244140625,101.13999938964844,99.47000122070312,0,1.70%
255,2022-12-30,100.8499984741211,100.3499984741211,101.12999725341797,100.08000183105469,0,-0.18%
256,2023-01-03,101.45999908447266,101.6500015258789,102.81999969482422,100.7300033569336,0,0.60%
257,2023-01-04,103.80999755859375,102.45999908447266,104.91999816894531,102.44000244140625,0,2.32%
258,2023-01-05,102.66000366210938,102.94999694824219,103.04000091552734,101.69000244140625,0,-1.11%
259,2023-01-06,105.2699966430664,103.41000366210938,105.55999755859375,102.4800033569336,0,2.54%
260,2023-01-09,104.80000305175781,105.7300033569336,106.01000213623047,104.63999938964844,0,-0.45%
261,2023-01-10,105.37999725341797,104.66000366210938,105.44999694824219,104.02999877929688,0,0.55%
262,2023-01-11,106.30999755859375,105.73999786376953,106.54000091552734,105.26000213623047,0,0.88%
263,2023-01-12,106.88999938964844,106.94000244140625,107.69999694824219,106.27999877929688,0,0.55%
264,2023-01-13,107.62999725341797,105.68000030517578,107.75,104.06999969482422,0,0.69%
265,2023-01-17,107.37000274658203,107.44000244140625,107.87000274658203,106.33999633789062,0,-0.24%
266,2023-01-18,104.62000274658203,106.69999694824219,107.19000244140625,104.58000183105469,0,-2.56%
267,2023-01-19,103.83000183105469,103.55000305175781,104.41999816894531,102.4000015258789,0,-0.76%
268,2023-01-20,107.06999969482422,104.86000061035156,107.06999969482422,104.37000274658203,0,3.12%
269,2023-01-23,109.31999969482422,107.29000091552734,109.87000274658203,107.2300033569336,0,2.10%
270,2023-01-24,108.63999938964844,108.18000030517578,109.69000244140625,107.48999786376953,0,-0.62%
271,2023-01-25,110.37000274658203,107.87999725341797,110.37999725341797,107.80000305175781,0,1.59%
272,2023-01-26,111.45999908447266,111.05000305175781,111.80000305175781,110.16999816894531,0,0.99%
273,2023-01-27,112.06999969482422,111.47000122070312,112.63999938964844,111.44000244140625,0,0.55%
274,2023-01-30,111.05000305175781,111.2300033569336,111.87999725341797,110.94000244140625,0,-0.91%
275,2023-01-31,112.93000030517578,111.13999938964844,112.93000030517578,110.69000244140625,0,1.69%
276,2023-02-01,113.55999755859375,111.81999969482422,114.6500015258789,111.63999938964844,0,0.56%
277,2023-02-02,114.87000274658203,114.25,115.9800033569336,113.66000366210938,0,1.15%
278,2023-02-03,114.5199966430664,113.88999938964844,115.5999984741211,113.51000213623047,0,-0.30%
279,2023-02-06,113.66000366210938,113.56999969482422,113.83000183105469,112.88999938964844,0,-0.75%
280,2023-02-07,115.0999984741211,113.20999908447266,115.54000091552734,113.05999755859375,0,1.27%
281,2023-02-08,114.2699966430664,114.12999725341797,115.12999725341797,113.81999969482422,0,-0.72%
282,2023-02-09,112.55000305175781,114.5999984741211,114.93000030517578,112.2699966430664,0,-1.51%
283,2023-02-10,112.41999816894531,112.0199966430664,112.51000213623047,111.37999725341797,0,-0.12%
284,2023-02-13,113.62999725341797,112.19000244140625,113.66000366210938,111.88999938964844,0,1.08%
285,2023-02-14,113.41000366210938,113.37000274658203,114.19999694824219,112.38999938964844,0,-0.19%
286,2023-02-15,113.37999725341797,112.37000274658203,113.62000274658203,112.33000183105469,0,-0.03%
287,2023-02-16,111.79000091552734,112.2699966430664,112.86000061035156,111.55000305175781,0,-1.40%
288,2023-02-17,111.86000061035156,111.4800033569336,111.9800033569336,110.66999816894531,0,0.06%
289,2023-02-21,108.87000274658203,110.80999755859375,110.83000183105469,108.25,0,-2.67%
