,date,spx_f,open,high,low,volume,spx_f_cr
727,2024-08-26,5750.25,5769.0,5779.75,5734.25,0.15K,-0.27
728,2024-08-27,5758.5,5748.0,5763.5,5725.5,0.12K,0.14
729,2024-08-28,5723.25,5750.75,5758.25,5692.0,0.20K,-0.61
730,2024-08-29,5723.5,5685.75,5776.5,5678.0,0.38K,0.0
731,2024-08-30,5776.5,5730.75,5780.0,5710.0,0.24K,0.93
732,2024-09-03,5653.25,5767.75,5780.0,5637.75,0.29K,-2.13
733,2024-09-04,5639.5,5645.0,5673.75,5621.0,0.33K,-0.24
734,2024-09-05,5621.5,5641.0,5658.5,5600.0,0.17K,-0.32
735,2024-09-06,5525.5,5600.0,5642.75,5503.75,0.47K,-1.71
736,2024-09-09,5587.0,5499.25,5601.25,5499.25,0.20K,1.11
737,2024-09-10,5611.5,5592.0,5602.0,5558.75,0.05K,0.44
738,2024-09-11,5672.5,5607.5,5675.0,5523.0,0.28K,1.09
739,2024-09-12,5713.25,5671.5,5717.0,5658.0,1.10K,0.72
740,2024-09-13,5741.25,5720.0,5752.0,5713.25,0.91K,0.49
741,2024-09-16,5749.25,5740.0,5750.5,5724.25,0.58K,0.14
742,2024-09-17,5750.75,5749.5,5784.75,5733.5,0.78K,0.03
743,2024-09-18,5730.5,5756.25,5801.0,5730.0,0.70K,-0.35
744,2024-09-19,5828.75,5762.0,5846.0,5750.0,0.50K,1.71
745,2024-09-20,5812.25,5825.25,5825.25,5785.25,0.75K,-0.28
746,2024-09-23,5827.0,5812.75,5833.5,5797.0,0.64K,0.25
747,2024-09-24,5842.0,5822.75,5843.25,5805.75,1.69K,0.26
748,2024-09-25,5829.5,5841.0,5848.75,5820.0,0.78K,-0.21
749,2024-09-26,5856.5,5834.5,5881.5,5830.25,1.73K,0.46
750,2024-09-27,5842.5,5857.0,5871.0,5835.0,2.10K,-0.24
751,2024-09-30,5866.75,5835.5,5871.75,5809.5,1.45K,0.42
752,2024-10-01,5811.25,5856.25,5873.0,5784.75,1.98K,-0.95
753,2024-10-02,5812.25,5813.0,5824.25,5776.0,2.06K,0.02
754,2024-10-03,5802.0,5820.75,5824.0,5778.0,2.75K,-0.18
755,2024-10-04,5855.25,5795.25,5858.0,5793.5,1.75K,0.92
756,2024-10-07,5800.75,5857.0,5864.0,5790.5,3.89K,-0.93
757,2024-10-08,5856.75,5807.25,5863.0,5783.0,4.70K,0.97
758,2024-10-09,5899.0,5854.0,5902.5,5839.0,2.43K,0.72
759,2024-10-10,5886.5,5893.0,5900.5,5869.5,3.72K,-0.21
760,2024-10-11,5917.75,5888.0,5925.5,5874.5,1.25K,0.53
761,2024-10-14,5967.5,5912.5,5975.0,5908.5,2.23K,0.84
762,2024-10-15,5921.75,5973.0,5973.75,5910.0,5.15K,-0.77
763,2024-10-16,5946.25,5917.0,5950.0,5913.5,1.51K,0.41
764,2024-10-17,5947.0,5941.25,5985.0,5933.5,1.85K,0.01
765,2024-10-18,5966.0,5952.5,5975.25,5938.5,3.76K,0.32
766,2024-10-21,5956.25,5974.25,5974.5,5925.75,1.33K,-0.16
767,2024-10-22,5952.5,5958.0,5963.0,5921.75,1.15K,-0.06
768,2024-10-23,5897.25,5943.75,5948.5,5862.5,1.88K,-0.93
769,2024-10-24,5909.0,5904.0,5929.25,5882.5,2.55K,0.2
770,2024-10-25,5906.25,5911.25,5960.0,5895.5,1.65K,-0.05
771,2024-10-28,5922.5,5911.25,5942.5,5911.25,1.67K,0.28
772,2024-10-29,5932.0,5921.0,5947.0,5899.0,1.30K,0.16
773,2024-10-30,5913.0,5945.75,5953.25,5902.5,3.20K,-0.32
774,2024-10-31,5798.0,5904.25,5904.25,5794.25,2.19K,-1.94
775,2024-11-01,5817.5,5801.0,5862.25,5796.5,1.87K,0.34
776,2024-11-04,5802.5,5803.0,5835.0,5784.0,3.44K,-0.26
777,2024-11-05,5872.5,5804.25,5882.25,5795.0,3.00K,1.21
778,2024-11-06,6021.5,5878.75,6030.0,5876.25,9.24K,2.54
779,2024-11-07,6067.75,6027.0,6075.5,6015.75,7.06K,0.77
780,2024-11-08,6090.0,6068.0,6105.0,6055.0,2.62K,0.37
781,2024-11-11,6097.25,6098.0,6117.0,6080.0,2.90K,0.12
782,2024-11-12,6079.0,6091.5,6102.0,6055.0,3.86K,-0.3
783,2024-11-13,6082.75,6078.75,6101.25,6057.25,4.92K,0.06
784,2024-11-14,6045.75,6085.5,6091.25,6030.0,4.91K,-0.61
785,2024-11-15,5963.0,6039.75,6039.75,5943.0,12.31K,-1.37
786,2024-11-18,5986.0,5962.0,5999.75,5953.25,19.02K,0.39
787,2024-11-19,6003.75,5981.0,6012.5,5921.0,26.57K,0.3
788,2024-11-20,6002.75,6007.5,6022.5,5945.0,9.22K,-0.02
789,2024-11-21,6035.75,6000.0,6050.25,5970.25,16.56K,0.55
790,2024-11-22,6053.75,6028.75,6060.25,6006.25,10.00K,0.3
791,2024-11-25,6073.5,6069.5,6107.25,6050.0,14.30K,0.33
792,2024-11-26,6105.25,6081.75,6111.0,6043.0,14.13K,0.52
793,2024-11-27,6081.75,6106.0,6113.25,6069.0,11.23K,-0.38
794,2024-11-29,6119.0,6086.75,6127.0,6085.0,11.22K,0.61
795,2024-12-02,6129.75,6120.5,6136.0,6103.5,9.99K,0.18
796,2024-12-03,6131.25,6129.75,6138.25,6115.75,8.43K,0.02
797,2024-12-04,6167.0,6131.5,6171.75,6131.5,19.90K,0.58
798,2024-12-05,6156.75,6162.5,6175.5,6149.75,23.48K,-0.17
799,2024-12-06,6167.0,6152.25,6178.75,6142.75,16.82K,0.17
800,2024-12-09,6133.25,6164.25,6173.5,6127.5,40.15K,-0.55
801,2024-12-10,6113.25,6133.5,6142.75,6107.0,45.36K,-0.33
802,2024-12-11,6159.75,6120.75,6169.75,6112.75,69.88K,0.76
803,2024-12-12,6127.75,6154.0,6155.0,6122.5,259.36K,-0.52
804,2024-12-13,6125.75,6131.75,6153.25,6110.5,1.14M,-0.03
805,2024-12-16,6154.0,6125.5,6163.75,6122.0,1.87M,0.46
806,2024-12-17,6127.25,6150.25,6152.75,6114.25,1.87M,-0.43
807,2024-12-18,5940.25,6126.75,6148.0,5906.5,2.60M,-3.05
808,2024-12-19,5934.0,5949.5,6005.25,5931.25,2.39M,-0.11
809,2024-12-20,6001.75,5944.5,6050.75,5866.0,2.34M,1.14
810,2024-12-23,6036.0,6001.75,6043.0,5965.0,1.41M,0.57
811,2024-12-24,6098.0,6037.75,6099.5,6030.0,634.20K,1.03
812,2024-12-26,6095.25,6099.25,6107.5,6063.25,911.49K,-0.05
813,2024-12-27,6027.0,6092.0,6095.25,5982.75,1.64M,-1.12
814,2024-12-30,5958.75,6028.75,6036.25,5918.25,1.58M,-1.13
815,2024-12-31,5935.75,5955.0,5983.25,5917.25,1.38M,-0.39
816,2025-01-02,5916.5,5949.25,5995.25,5874.75,1.83M,-0.32
817,2025-01-03,5989.5,5921.0,5996.75,5911.25,1.21M,1.23
818,2025-01-06,6020.5,5994.5,6068.25,5980.75,1.55M,0.52
819,2025-01-07,6020.75,6016.5,6027.5,6010.5,71.33K,0.0
