,date,ixic,open,high,low,volume,ixic_cr
568,2024-04-02,16240.4501953125,16199.240234375,16251.41015625,16137.240234375,4710280000,-0.95%
569,2024-04-03,16277.4599609375,16178.7998046875,16340.740234375,16169.3095703125,5151500000,0.23%
570,2024-04-04,16049.080078125,16418.5703125,16468.0390625,16046.5595703125,5368700000,-1.40%
571,2024-04-05,16248.51953125,16095.400390625,16326.5,16080.48046875,4578130000,1.24%
572,2024-04-08,16253.9599609375,16285.1796875,16323.599609375,16220.7197265625,4386700000,0.03%
573,2024-04-09,16306.6396484375,16328.759765625,16348.1796875,16141.150390625,4869190000,0.32%
574,2024-04-10,16170.3603515625,16104.009765625,16200.099609375,16092.01953125,5308250000,-0.84%
575,2024-04-11,16442.19921875,16236.2001953125,16464.599609375,16154.650390625,4714750000,1.68%
576,2024-04-12,16175.08984375,16293.0302734375,16341.4599609375,16125.330078125,4552740000,-1.62%
577,2024-04-15,15885.01953125,16276.4697265625,16295.26953125,15863.8798828125,4910550000,-1.79%
578,2024-04-16,15865.25,15856.3798828125,15965.7900390625,15822.01953125,5001860000,-0.12%
579,2024-04-17,15683.3701171875,15942.2900390625,15957.0302734375,15654.509765625,4991470000,-1.15%
580,2024-04-18,15601.5,15705.6904296875,15786.1201171875,15587.5,4932540000,-0.52%
581,2024-04-19,15282.009765625,15547.099609375,15576.7001953125,15222.7802734375,5316010000,-2.05%
582,2024-04-22,15451.3095703125,15396.1298828125,15539.0,15265.66015625,4616730000,1.11%
583,2024-04-23,15696.6396484375,15525.5498046875,15730.349609375,15510.58984375,4951670000,1.59%
584,2024-04-24,15712.75,15805.599609375,15839.0,15634.4404296875,4735870000,0.10%
585,2024-04-25,15611.759765625,15375.259765625,15644.509765625,15343.91015625,4743640000,-0.64%
586,2024-04-26,15927.900390625,15821.33984375,15981.0,15770.7197265625,4694400000,2.03%
587,2024-04-29,15983.080078125,16007.0,16021.490234375,15885.8896484375,4972520000,0.35%
588,2024-04-30,15657.8203125,15920.8896484375,15979.3603515625,15655.669921875,5229400000,-2.04%
589,2024-05-01,15605.48046875,15646.08984375,15926.2197265625,15557.6396484375,5277790000,-0.33%
590,2024-05-02,15840.9599609375,15758.1103515625,15862.7900390625,15604.73046875,4901610000,1.51%
591,2024-05-03,16156.330078125,16147.48046875,16204.7099609375,16068.33984375,4887310000,1.99%
592,2024-05-06,16349.25,16208.5400390625,16350.080078125,16197.8603515625,4460130000,1.19%
593,2024-05-07,16332.5595703125,16358.33984375,16397.390625,16303.83984375,5041870000,-0.10%
594,2024-05-08,16302.759765625,16226.0703125,16341.650390625,16226.0703125,4530190000,-0.18%
595,2024-05-09,16346.259765625,16323.740234375,16362.7900390625,16241.98046875,4505120000,0.27%
596,2024-05-10,16340.8701171875,16389.01953125,16437.390625,16293.51953125,4402110000,-0.03%
597,2024-05-13,16388.240234375,16400.310546875,16407.05078125,16334.8603515625,4452750000,0.29%
598,2024-05-14,16511.1796875,16391.16015625,16526.26953125,16386.4296875,7270240000,0.75%
599,2024-05-15,16742.390625,16601.140625,16749.740234375,16544.08984375,8538990000,1.40%
600,2024-05-16,16698.3203125,16738.109375,16797.830078125,16693.44921875,11932600000,-0.26%
601,2024-05-17,16685.970703125,16708.490234375,16726.41015625,16613.83984375,9587280000,-0.07%
602,2024-05-20,16794.869140625,16702.01953125,16823.830078125,16695.689453125,6861320000,0.65%
603,2024-05-21,16832.619140625,16736.099609375,16839.01953125,16719.970703125,6245090000,0.22%
604,2024-05-22,16801.5390625,16839.01953125,16855.26953125,16712.08984375,7277340000,-0.18%
605,2024-05-23,16736.029296875,16996.390625,16996.390625,16678.369140625,7752800000,-0.39%
606,2024-05-24,16920.7890625,16786.7890625,16947.80078125,16771.580078125,5836040000,1.10%
607,2024-05-28,17019.880859375,16988.310546875,17032.66015625,16917.509765625,6293380000,0.59%
608,2024-05-29,16920.580078125,16879.349609375,16989.599609375,16873.970703125,6652480000,-0.58%
609,2024-05-30,16737.080078125,16878.630859375,16900.4609375,16690.359375,6659290000,-1.08%
610,2024-05-31,16735.01953125,16771.900390625,16789.26953125,16445.5390625,6674090000,-0.01%
611,2024-06-03,16828.669921875,16865.69921875,16909.890625,16646.4296875,5422040000,0.56%
