,iter1,iter1,iter1,iter2,iter2,iter2,iter3,iter3,iter3,iter4,iter4,iter4,iter5,iter5,iter5,iter6,iter6,iter6,iter7,iter7,iter7,iter8,iter8,iter8,iter9,iter9,iter9,iter10,iter10,iter10,iter11,iter11,iter11,iter12,iter12,iter12,iter13,iter13,iter13,iter14,iter14,iter14
40,26.0,0.4833333333333333,0.24944382578492943,31.0,0.48894327894327894,0.07791648031115199,49.0,0.4893918143567513,0.04107196189702017,68,0.5182883679787704,0.015236540724091571,32.0,0.4878787878787878,0.2506923379387447,31.0,0.42000000000000004,0.38157568056677826,18.0,0.49404761904761907,0.036499308849418786,33.0,0.48959096459096463,0.05263319050542362,14.0,0.46031746031746035,0.24961547651820376,18.0,0.49333333333333335,0.1867988949659334,49.0,0.4852380952380953,0.3414468348705021,16.0,0.48854988149105794,0.04967864234159655,5.0,0.4851282051282051,0.2703038444238671,25.0,0.5046054792152797,0.03361093971168563
41,39.0,0.46744089244089243,0.06471600600636736,45.0,0.45972222222222225,0.24057864913527363,25.0,0.4881807780320366,0.09321647014829756,43,0.5181471861471861,0.05401186406931814,24.0,0.4581540578444603,0.09339098005503285,18.0,0.37,0.31240998703626616,31.0,0.4619047619047619,0.2412176217507417,19.0,0.2,0.24494897427831783,10.0,0.31333333333333335,0.26964997888208914,16.0,0.4916666666666666,0.3295619988880865,5.0,0.4851282051282051,0.2703038444238671,26.0,0.48293175393727283,0.05133312509396445,19.0,0.45972222222222225,0.24057864913527363,13.0,0.49060606060606055,0.20088052267292622
42,16.0,0.44857142857142857,0.22670667914145567,13.0,0.18,0.36,42.0,0.48,0.44899888641287294,19,0.5172754465404193,0.056700834960383806,23.0,0.3178571428571429,0.2813052666787888,27.0,0.2333333333333333,0.29059326290271154,44.0,0.12307692307692308,0.24615384615384617,13.0,0.18571428571428572,0.22857142857142856,49.0,0.13333333333333333,0.26666666666666666,36.0,0.4706521739130435,0.2452972137273105,28.0,0.48034782608695653,0.05280445074900024,5.0,0.47242424242424236,0.2640234010275878,29.0,0.4488888888888889,0.25691426249160426,18.0,0.4899523809523809,0.05785046012748256
43,4.0,0.31333333333333335,0.26964997888208914,21.0,0.0,0.0,23.0,0.475,0.2783882181415011,38,0.5166666666666666,0.16532795690182991,44.0,0.22727272727272724,0.28167151608781216,44.0,0.2,0.4,7.0,0.0,0.0,16.0,0.12,0.24000000000000002,27.0,0.125,0.25,21.0,0.4333333333333333,0.38873012632302,40.0,0.2533333333333333,0.310984101058416,32.0,0.42666666666666664,0.41009483997945867,43.0,0.2,0.4,41.0,0.0,0.0
44,19.0,0.08627450980392157,0.1725490196078431,1.0,0.0,0.0,30.0,0.2,0.24494897427831783,31,0.5159700879213074,0.021898600011756676,31.0,0.2,0.4000000000000001,38.0,0.0,0.0,36.0,0.0,0.0,40.0,0.1,0.20000000000000004,32.0,0.11111111111111112,0.22222222222222224,44.0,0.423015873015873,0.25851095982902905,29.0,0.0,0.0,21.0,0.2,0.4,22.0,0.0,0.0,7.0,0.0,0.0
45,21.0,0.08,0.16,22.0,0.0,0.0,1.0,0.0,0.0,9,0.5155511563599798,0.032243237357208084,14.0,0.16666666666666666,0.21081851067789198,13.0,0.0,0.0,20.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,49.0,0.13333333333333333,0.26666666666666666,7.0,0.0,0.0,39.0,0.0,0.0
46,33.0,0.0,0.0,7.0,0.0,0.0,24.0,0.0,0.0,21,0.5147984773846843,0.040879374816455954,39.0,0.13333333333333333,0.26666666666666666,7.0,0.0,0.0,46.0,0.0,0.0,32.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,0.0,17.0,0.0,0.0,7.0,0.0,0.0,17.0,0.0,0.0,28.0,0.0,0.0
47,29.0,0.0,0.0,23.0,0.0,0.0,18.0,0.0,0.0,34,0.5125601407859472,0.018617312832303924,42.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,0.0,11.0,0.0,0.0,24.0,0.0,0.0,17.0,0.0,0.0,28.0,0.0,0.0,12.0,0.0,0.0
48,1.0,0.0,0.0,46.0,0.0,0.0,13.0,0.0,0.0,50,0.5116914149172214,0.009864367388794364,7.0,0.0,0.0,24.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,18.0,0.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
49,22.0,0.0,0.0,47.0,0.0,0.0,7.0,0.0,0.0,4,0.5109898798228969,0.021248159464755525,1.0,0.0,0.0,28.0,0.0,0.0,49.0,0.0,0.0,49.0,0.0,0.0,48.0,0.0,0.0,7.0,0.0,0.0,41.0,0.0,0.0,39.0,0.0,0.0,25.0,0.0,0.0,15.0,0.0,0.0
50,,,,,,,,,,67,0.510238603988604,0.021329054881882734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,6,0.5099099974099974,0.04424544213946309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,58,0.5042559681697613,0.03461860417764264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,17,0.5037787120130074,0.05344788383082661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,47,0.5006349206349207,0.05244680804850947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,41,0.4995221027479092,0.010972139998966655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,49,0.4893918143567513,0.04107196189702017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,25,0.4881807780320366,0.09321647014829756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,42,0.48,0.44899888641287294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,23,0.475,0.2783882181415011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,65,0.4480769230769231,0.25338276793705306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,30,0.2,0.24494897427831783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,66,0.18571428571428572,0.22857142857142856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,13,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,55,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,24,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,7,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,18,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,52,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
