날짜,종가,오픈,고가,저가,거래량,변동 %
2022년 04월 11일,"3,055.10","3,068.00","3,099.40","3,052.10",-,-2.09%
2022년 04월 08일,"3,120.20","3,164.90","3,173.50","3,116.70",-,-2.42%
2022년 04월 07일,"3,197.40","3,188.90","3,226.80","3,134.40",-,0.11%
2022년 04월 06일,"3,194.00","3,198.00","3,246.90","3,165.00",-,-2.32%
2022년 04월 05일,"3,269.80","3,396.40","3,400.60","3,264.40",-,-4.53%
2022년 04월 04일,"3,424.90","3,380.60","3,428.70","3,368.30",-,1.73%
2022년 04월 01일,"3,366.60","3,454.10","3,455.80","3,317.90",-,-1.82%
2022년 03월 31일,"3,429.00","3,503.70","3,523.70","3,427.50",-,-2.27%
2022년 03월 30일,"3,508.60","3,605.30","3,611.20","3,493.70",-,-3.23%
2022년 03월 29일,"3,625.60","3,601.40","3,633.10","3,557.70",-,2.21%
2022년 03월 28일,"3,547.20","3,501.80","3,548.50","3,450.90",-,0.62%
2022년 03월 25일,"3,525.30","3,526.00","3,535.40","3,467.00",-,-0.21%
2022년 03월 24일,"3,532.70","3,398.00","3,533.60","3,384.30",-,5.13%
2022년 03월 23일,"3,360.30","3,411.70","3,457.20","3,359.40",-,-2.48%
2022년 03월 22일,"3,445.90","3,421.90","3,485.20","3,417.10",-,0.66%
2022년 03월 21일,"3,423.20","3,413.70","3,450.50","3,365.20",-,-0.26%
2022년 03월 18일,"3,432.30","3,338.00","3,443.70","3,324.70",-,2.01%
2022년 03월 17일,"3,364.50","3,298.50","3,365.10","3,280.70",-,0.73%
2022년 03월 16일,"3,340.10","3,233.00","3,340.90","3,202.40",-,5.03%
2022년 03월 15일,"3,180.20","3,073.80","3,186.60","3,057.80",-,4.36%
2022년 03월 14일,"3,047.50","3,140.20","3,150.00","3,030.10",-,-3.07%
2022년 03월 11일,"3,144.10","3,259.70","3,266.30","3,139.60",-,-2.08%
2022년 03월 10일,"3,211.10","3,222.30","3,223.30","3,151.60",-,-2.17%
2022년 03월 09일,"3,282.20","3,261.20","3,303.60","3,223.40",-,3.97%
2022년 03월 08일,"3,156.90","3,110.20","3,268.50","3,067.50",-,1.87%
2022년 03월 07일,"3,098.90","3,273.10","3,285.70","3,097.80",-,-4.91%
2022년 03월 04일,"3,258.90","3,314.90","3,337.70","3,220.40",-,-2.42%
2022년 03월 03일,"3,339.80","3,424.00","3,425.60","3,322.70",-,-2.24%
2022년 03월 02일,"3,416.20","3,335.60","3,436.10","3,330.60",-,3.37%
2022년 03월 01일,"3,304.80","3,419.50","3,435.10","3,274.30",-,-3.64%
2022년 02월 28일,"3,429.50","3,415.40","3,460.80","3,364.10",-,-0.67%
2022년 02월 25일,"3,452.70","3,391.00","3,454.90","3,351.90",-,1.57%
2022년 02월 24일,"3,399.20","3,156.80","3,404.20","3,152.70",-,3.70%
2022년 02월 23일,"3,277.80","3,402.80","3,430.10","3,273.10",-,-2.33%
2022년 02월 22일,"3,356.10","3,347.20","3,436.30","3,307.30",-,-0.83%
2022년 02월 18일,"3,384.30","3,429.40","3,432.40","3,336.00",-,-1.12%
2022년 02월 17일,"3,422.60","3,509.10","3,512.00","3,420.90",-,-3.74%
2022년 02월 16일,"3,555.70","3,511.20","3,567.00","3,480.90",-,0.03%
2022년 02월 15일,"3,554.50","3,439.10","3,559.80","3,433.00",-,5.47%
2022년 02월 14일,"3,370.20","3,376.10","3,433.10","3,324.60",-,0.15%
2022년 02월 11일,"3,365.20","3,552.70","3,568.80","3,341.80",-,-4.83%
2022년 02월 10일,"3,536.10","3,569.10","3,674.40","3,520.50",-,-3.22%
2022년 02월 09일,"3,653.70","3,590.70","3,655.30","3,543.70",-,3.35%
2022년 02월 08일,"3,535.10","3,443.20","3,545.10","3,433.80",-,2.40%
2022년 02월 07일,"3,452.30","3,470.50","3,507.50","3,440.30",-,-0.02%
2022년 02월 04일,"3,453.10","3,420.40","3,481.70","3,374.50",-,0.60%
2022년 02월 03일,"3,432.50","3,510.20","3,559.20","3,425.20",-,-4.58%
2022년 02월 02일,"3,597.20","3,578.40","3,601.20","3,527.00",-,2.46%
2022년 02월 01일,"3,510.90","3,504.70","3,515.50","3,422.40",-,0.79%
2022년 01월 31일,"3,483.20","3,332.10","3,484.70","3,304.90",-,5.44%
2022년 01월 28일,"3,303.40","3,237.50","3,304.20","3,147.50",-,1.83%
2022년 01월 27일,"3,244.00","3,422.90","3,422.90","3,236.20",-,-4.78%
2022년 01월 26일,"3,407.00","3,447.30","3,540.50","3,357.10",-,1.68%
2022년 01월 25일,"3,350.90","3,387.90","3,432.20","3,335.70",-,-3.71%
2022년 01월 24일,"3,479.90","3,363.40","3,483.50","3,257.50",-,1.31%
2022년 01월 21일,"3,434.80","3,466.20","3,567.10","3,429.90",-,-1.72%
2022년 01월 20일,"3,494.80","3,638.20","3,666.60","3,493.10",-,-3.25%
2022년 01월 19일,"3,612.20","3,763.30","3,777.90","3,610.50",-,-3.09%
2022년 01월 18일,"3,727.20","3,840.80","3,840.90","3,720.20",-,-4.44%
2022년 01월 14일,"3,900.60","3,783.10","3,903.00","3,783.10",-,2.33%
2022년 01월 13일,"3,811.80","3,971.20","3,992.20","3,801.40",-,-2.29%
2022년 01월 12일,"3,901.20","3,915.60","3,938.00","3,866.20",-,0.66%
2022년 01월 11일,"3,875.40","3,785.60","3,879.00","3,767.80",-,1.84%
2022년 01월 10일,"3,805.40","3,738.20","3,810.30","3,676.80",-,0.24%
2022년 01월 07일,"3,796.30","3,912.20","3,917.80","3,786.40",-,-2.88%
2022년 01월 06일,"3,909.00","3,872.40","3,927.00","3,839.10",-,0.75%
2022년 01월 05일,"3,879.90","3,988.60","4,020.50","3,876.80",-,-3.22%
2022년 01월 04일,"4,009.00","4,045.40","4,068.10","3,918.40",-,-0.45%
2022년 01월 03일,"4,027.20","3,974.30","4,027.90","3,961.30",-,2.05%
2021년 12월 31일,"3,946.20","3,960.50","3,987.50","3,944.80",-,-0.15%
2021년 12월 30일,"3,952.00","3,996.40","4,008.70","3,945.80",-,-1.18%
2021년 12월 29일,"3,999.40","3,995.50","4,024.00","3,979.20",-,0.18%
2021년 12월 28일,"3,992.20","4,052.80","4,055.00","3,977.70",-,-1.17%
2021년 12월 27일,"4,039.50","3,946.00","4,040.60","3,946.00",-,2.72%
2021년 12월 23일,"3,932.40","3,906.80","3,955.50","3,906.80",-,1.04%
2021년 12월 22일,"3,891.90","3,836.50","3,892.80","3,817.20",-,0.90%
2021년 12월 21일,"3,857.30","3,818.60","3,861.80","3,760.10",-,3.35%
2021년 12월 20일,"3,732.40","3,707.40","3,755.40","3,689.40",-,-0.76%
2021년 12월 17일,"3,761.00","3,733.70","3,814.80","3,721.20",-,-0.14%
2021년 12월 16일,"3,766.30","3,961.60","3,962.00","3,748.10",-,-4.27%
2021년 12월 15일,"3,934.50","3,805.40","3,939.90","3,757.30",-,3.69%
2021년 12월 14일,"3,794.40","3,768.10","3,814.60","3,746.40",-,-0.52%
2021년 12월 13일,"3,814.40","3,931.00","3,936.70","3,811.00",-,-2.56%
2021년 12월 10일,"3,914.70","3,952.40","3,968.00","3,871.90",-,0.91%
2021년 12월 09일,"3,879.50","3,936.30","3,981.90","3,877.10",-,-2.14%
2021년 12월 08일,"3,964.40","3,954.30","3,973.40","3,928.20",-,-0.61%
2021년 12월 07일,"3,988.70","3,892.30","4,002.20","3,892.30",-,4.97%
2021년 12월 06일,"3,800.10","3,797.60","3,814.30","3,687.90",-,-0.12%
2021년 12월 03일,"3,804.50","3,874.50","3,902.90","3,762.10",-,-0.16%
2021년 12월 02일,"3,810.80","3,758.20","3,838.60","3,742.50",-,0.00%
2021년 12월 01일,"3,810.70","3,896.10","3,958.70","3,806.30",-,-0.59%
